timestamp,i1_pos_switch_baseband,i1_pos_switch_fm_demodulated,i2_pos_switch_baseband,i2_pos_switch_fm_demodulated,m1_speed_baseband,m1_speed_fm_demodulated,o7_valve_baseband,o7_valve_fm_demodulated,o8_compressor_baseband,o8_compressor_fm_demodulated,current_task_baseband,current_task_fm_demodulated,current_task_duration_baseband,current_task_duration_fm_demodulated,current_sub_task_baseband,current_sub_task_fm_demodulated,i5_light_barrier_baseband,i5_light_barrier_fm_demodulated,current_state_binary
2023-02-06 14:09:10,0.0,0.189306,0.0,0.520618,0.493521,0.721836,0.0,0.420645,0.151421,0.236826,0.0,0.161453,0.086602,0.066826,0.0,0.174474,0.0,0.706157,1
2023-02-06 14:09:12,0.0,0.110836,0.0,0.453054,0.514163,0.684343,0.0,0.365812,0.151421,0.138338,0.0,0.071411,0.086602,0.167485,0.0,0.070797,0.0,0.620987,1
2023-02-06 14:09:14,0.0,0.152981,0.0,0.487478,0.524572,0.705647,0.0,0.393739,0.151421,0.201237,0.0,0.11934,0.086602,0.13739,0.0,0.12595,0.0,0.664812,1
2023-02-06 14:09:16,0.0,0.152361,0.0,0.489629,0.515975,0.740226,0.0,0.395489,0.151421,0.228445,0.0,0.121721,0.086602,0.09539,0.0,0.130259,0.0,0.665739,1
2023-02-06 14:09:18,0.0,0.09416,0.0,0.43957,0.504406,0.712287,0.0,0.354941,0.151421,0.127394,0.0,0.050485,0.086602,0.190726,0.0,0.045686,0.0,0.60446,1
2023-02-06 14:09:20,0.0,0.166191,0.0,0.503893,0.504406,0.687879,0.0,0.407114,0.151421,0.199631,0.0,0.134591,0.086602,0.145363,0.0,0.144044,0.0,0.684055,1
2023-02-06 14:09:22,0.0,0.136109,0.0,0.475619,0.512461,0.723535,0.0,0.384218,0.151421,0.195426,0.0,0.094639,0.086602,0.137881,0.0,0.094882,0.0,0.651389,1
2023-02-06 14:09:24,0.0,0.151996,0.0,0.490756,0.516606,0.729125,0.0,0.39647,0.151421,0.14481,0.0,0.11418,0.086602,0.182439,0.0,0.118219,0.0,0.669613,1
2023-02-06 14:09:26,0.0,0.18145,0.0,0.514789,0.513168,0.694381,0.0,0.415938,0.151421,0.222077,0.0,0.147268,0.086602,0.114106,0.0,0.156419,0.0,0.700188,1
2023-02-06 14:09:28,0.0,0.13982,0.0,0.477031,0.508582,0.701517,0.0,0.385343,0.151421,0.191991,0.0,0.09922,0.086602,0.135641,0.0,0.099816,0.0,0.653684,1
2023-02-06 14:09:30,0.0,0.171391,0.0,0.505701,0.508582,0.725579,0.0,0.408537,0.151421,0.183184,0.0,0.140088,0.086602,0.138767,0.0,0.150613,0.0,0.686839,1
2023-02-06 14:09:32,0.0,0.150522,0.0,0.484974,0.511625,0.709682,0.0,0.391799,0.151421,0.238304,0.0,0.113785,0.086602,0.089008,0.0,0.118103,0.0,0.662599,1
2023-02-06 14:09:34,0.0,0.125984,0.0,0.466988,0.513135,0.698547,0.0,0.377194,0.151421,0.196297,0.0,0.090083,0.086602,0.139404,0.0,0.093232,0.0,0.637442,1
2023-02-06 14:09:36,0.0,0.152959,0.0,0.489647,0.511936,0.71632,0.0,0.395564,0.151421,0.186872,0.0,0.11974,0.086602,0.141231,0.0,0.127604,0.0,0.666143,1
2023-02-06 14:09:38,0.0,0.152588,0.0,0.486618,0.510412,0.710323,0.0,0.393186,0.151421,0.190181,0.0,0.114226,0.086602,0.141463,0.0,0.117134,0.0,0.665662,1
2023-02-06 14:09:40,0.0,0.161982,0.0,0.499103,0.510412,0.699118,0.0,0.403165,0.151421,0.180228,0.0,0.128244,0.086602,0.134774,0.0,0.136747,0.0,0.6786,1
2023-02-06 14:09:42,0.0,0.134056,0.0,0.474632,0.511334,0.717437,0.0,0.383364,0.151421,0.21408,0.0,0.094499,0.086602,0.126108,0.0,0.094954,0.0,0.649783,1
2023-02-06 14:09:44,0.0,0.167635,0.0,0.502445,0.511781,0.719528,0.0,0.405861,0.151421,0.166474,0.0,0.130893,0.086602,0.176046,0.0,0.136649,0.0,0.685599,1
2023-02-06 14:09:46,0.0,0.162696,0.0,0.499416,0.511422,0.700204,0.0,0.403351,0.151421,0.180036,0.0,0.127313,0.086602,0.118695,0.0,0.134343,0.0,0.680347,1
2023-02-06 14:09:48,0.0,0.111665,0.0,0.455725,0.510929,0.723452,0.0,0.368069,0.151421,0.248559,0.0,0.071652,0.086602,0.122894,0.0,0.069299,0.0,0.62495,1
2023-02-06 14:09:50,0.0,0.187273,0.0,0.517161,0.510929,0.74499,0.0,0.417851,0.151421,0.162309,0.0,0.154891,0.086602,0.201129,0.0,0.166953,0.0,0.702472,1
2023-02-06 14:09:52,0.0,0.15924,0.0,0.492613,0.510929,0.710708,0.0,0.398088,0.151421,0.161014,0.0,0.123512,0.086602,0.121281,0.0,0.12914,0.0,0.672013,1
2023-02-06 14:09:54,0.0,0.113814,0.0,0.457765,0.510929,0.679296,0.0,0.369794,0.151421,0.237082,0.0,0.076717,0.086602,0.104989,0.0,0.078168,0.0,0.625066,1
2023-02-06 14:09:56,0.0,0.150621,0.0,0.487508,0.510929,0.708766,0.0,0.39388,0.151421,0.192897,0.0,0.115861,0.086602,0.144122,0.0,0.123077,0.0,0.663517,1
2023-02-06 14:09:58,0.0,0.130421,0.0,0.470387,0.510929,0.719415,0.0,0.380069,0.151421,0.218922,0.0,0.092412,0.086602,0.116104,0.0,0.093055,0.0,0.643434,1
2023-02-06 14:10:00,0.0,0.186605,0.0,0.517332,0.510929,0.686693,0.0,0.417893,0.151421,0.207404,0.0,0.152592,0.086602,0.180981,0.0,0.163478,0.0,0.703628,1
2023-02-06 14:10:02,0.0,0.156033,0.0,0.492203,0.510929,0.703805,0.0,0.397569,0.151421,0.116542,0.0,0.118935,0.086602,0.138353,0.0,0.122525,0.0,0.672686,1
2023-02-06 14:10:04,0.0,0.096758,0.0,0.446635,0.510929,0.745322,0.0,0.360489,0.151421,0.217429,0.0,0.057272,0.086602,0.065795,0.0,0.054854,0.0,0.611956,1
2023-02-06 14:10:06,0.0,0.197768,0.0,0.526027,0.510929,0.732758,0.0,0.424844,0.151421,0.23936,0.0,0.163455,0.086602,0.186162,0.0,0.174368,0.0,0.716322,1
2023-02-06 14:10:08,0.0,0.150208,0.0,0.486935,0.510929,0.69023,0.0,0.393375,0.151421,0.130717,0.0,0.11326,0.086602,0.159617,0.0,0.11556,0.0,0.66586,1
2023-02-06 14:10:10,0.0,0.098713,0.0,0.447522,0.510929,0.700908,0.0,0.361295,0.151421,0.181425,0.0,0.060677,0.086602,0.076652,0.0,0.061999,0.0,0.610892,1
2023-02-06 14:10:12,0.0,0.164371,0.0,0.496963,0.510929,0.728921,0.0,0.401757,0.151421,0.224932,0.0,0.129309,0.086602,0.148195,0.0,0.135522,0.0,0.677163,1
