timestamp,i4_light_barrier_baseband,i4_light_barrier_am_demodulated,m1_speed_baseband,m1_speed_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,m3_speed_baseband,m3_speed_am_demodulated,current_task_baseband,current_task_am_demodulated,current_task_duration_baseband,current_task_duration_am_demodulated,current_sub_task_baseband,current_sub_task_am_demodulated,i1_light_barrier_baseband,i1_light_barrier_am_demodulated,i2_light_barrier_baseband,i2_light_barrier_am_demodulated,i3_light_barrier_baseband,i3_light_barrier_am_demodulated,i5_pos_switch_baseband,i5_pos_switch_am_demodulated,i6_pos_switch_baseband,i6_pos_switch_am_demodulated,i7_pos_switch_baseband,i7_pos_switch_am_demodulated,i8_pos_switch_baseband,i8_pos_switch_am_demodulated,m4_speed_baseband,m4_speed_am_demodulated,current_pos_x_baseband,current_pos_x_am_demodulated,current_pos_y_baseband,current_pos_y_am_demodulated,target_pos_x_baseband,target_pos_x_am_demodulated,target_pos_y_baseband,target_pos_y_am_demodulated,amount_of_workpieces_baseband,amount_of_workpieces_am_demodulated,current_state_binary
2023-02-06 14:08:34,0.0,0.391118,0.061081,0.381489,0.077132,0.415203,0.099235,0.446151,0.0,0.379978,0.151423,0.633229,0.0,0.341946,0.0,0.334641,0.0,0.697151,0.0,0.697151,1.0,0.841487,1.0,0.746353,0.0,0.438499,1.0,0.803392,0.039714,0.422041,0.028855,0.361001,0.055632,0.350815,0.087978,0.382033,0.085338,0.384858,0.0,0.31709,1
2023-02-06 14:08:36,0.0,0.395015,0.072623,0.392969,0.084211,0.424319,0.106177,0.460171,0.0,0.395594,0.151423,0.655359,0.0,0.363495,0.0,0.354955,0.0,0.732871,0.0,0.732871,1.0,0.873728,1.0,0.765211,0.0,0.423601,1.0,0.815394,0.047218,0.440075,0.028855,0.378853,0.055632,0.36335,0.087978,0.401849,0.085338,0.399859,0.0,0.328488,1
2023-02-06 14:08:38,0.0,0.394527,0.072623,0.391073,0.084211,0.418954,0.106177,0.459535,0.0,0.399027,0.151423,0.666035,0.0,0.378813,0.0,0.368063,0.0,0.747863,0.0,0.747863,1.0,0.868089,1.0,0.826169,0.0,0.424567,1.0,0.844786,0.047218,0.443431,0.028855,0.386986,0.055632,0.371583,0.087978,0.415395,0.085338,0.410195,0.0,0.333647,1
2023-02-06 14:08:40,0.0,0.337418,0.056046,0.317204,0.074044,0.349887,0.096206,0.393086,0.0,0.346212,0.151423,0.586362,0.0,0.333856,0.0,0.321701,0.0,0.647761,0.0,0.647761,1.0,0.794947,1.0,0.823347,0.0,0.36597,1.0,0.812221,0.03644,0.374889,0.028855,0.336168,0.055632,0.311739,0.087978,0.367511,0.085338,0.351814,0.0,0.275558,1
2023-02-06 14:08:42,0.0,0.345452,0.043727,0.322564,0.066488,0.356955,0.088797,0.40403,0.0,0.364146,0.151423,0.612804,0.0,0.355581,0.0,0.342689,0.0,0.687282,0.0,0.687282,1.0,0.831532,1.0,0.842768,0.0,0.358902,1.0,0.827645,0.028431,0.388428,0.028855,0.355734,0.055632,0.328527,0.087978,0.389905,0.085338,0.370578,0.0,0.291129,1
2023-02-06 14:08:44,0.0,0.3772,0.058642,0.357905,0.075636,0.386805,0.097768,0.433165,0.0,0.386933,0.151423,0.65254,0.0,0.380468,0.0,0.366747,0.0,0.73336,0.0,0.73336,1.0,0.834975,1.0,0.892923,0.0,0.403919,1.0,0.868023,0.038129,0.419887,0.028855,0.379641,0.055632,0.36155,0.087978,0.415927,0.085338,0.402941,0.0,0.321326,1
2023-02-06 14:08:46,0.0,0.330695,0.08822,0.320342,0.093777,0.350839,0.115558,0.393771,0.0,0.343074,0.151423,0.578501,0.0,0.327286,0.0,0.315883,0.0,0.640055,0.0,0.640055,1.0,0.805011,1.0,0.798667,0.0,0.351457,1.0,0.797436,0.05736,0.375521,0.028855,0.331677,0.055632,0.304162,0.087978,0.362287,0.085338,0.344356,0.0,0.269374,1
2023-02-06 14:08:48,0.0,0.357875,0.08822,0.360769,0.093777,0.3868,0.115558,0.426411,0.0,0.363139,0.151423,0.609193,0.0,0.341641,0.0,0.331278,0.0,0.675297,0.0,0.675297,1.0,0.826095,1.0,0.789751,0.0,0.386975,1.0,0.807253,0.05736,0.408166,0.028855,0.349998,0.055632,0.328725,0.087978,0.377004,0.085338,0.367113,0.0,0.293474,1
2023-02-06 14:08:50,0.0,0.35286,0.040418,0.357322,0.064458,0.384485,0.086806,0.419964,0.0,0.351141,0.151423,0.589003,0.0,0.323405,0.0,0.314257,0.0,0.645658,0.0,0.645658,1.0,0.806992,1.0,0.743658,0.0,0.391639,1.0,0.781902,0.026279,0.398413,0.028855,0.335393,0.055632,0.315144,0.087978,0.356979,0.085338,0.351396,0.0,0.281857,1
2023-02-06 14:08:52,0.0,0.370948,0.0,0.392465,0.039668,0.416336,0.062495,0.451957,0.0,0.374204,0.151423,0.622348,0.0,0.34299,0.0,0.335314,0.0,0.690279,0.0,0.690279,1.0,0.860199,1.0,0.725978,0.0,0.404514,1.0,0.783398,0.0,0.432101,0.028855,0.358074,0.055632,0.338525,0.087978,0.376856,0.085338,0.374584,0.0,0.304871,1
2023-02-06 14:08:54,0.0,0.426915,0.061746,0.504327,0.077539,0.499563,0.099634,0.536193,0.0,0.422345,0.151423,0.701108,0.0,0.396022,0.0,0.386155,0.0,0.787271,0.0,0.787271,1.0,0.887709,1.0,0.799825,0.0,0.470196,1.0,0.849387,0.040146,0.525949,0.028855,0.40811,0.055632,0.400064,0.087978,0.429286,0.085338,0.435982,0.0,0.361777,1
2023-02-06 14:08:56,0.0,0.375144,0.263753,0.547338,0.201439,0.503211,0.221138,0.541747,0.0,0.379923,0.151423,0.633639,0.0,0.353941,0.0,0.345046,0.0,0.705352,0.0,0.705352,1.0,0.860683,1.0,0.763007,0.0,0.407764,1.0,0.803422,0.171489,0.538647,0.028855,0.365765,0.055632,0.346988,0.087978,0.387996,0.085338,0.384139,0.0,0.31174,1
2023-02-06 14:08:58,0.0,0.37609,0.531638,0.662662,0.365744,0.564705,0.382267,0.606435,0.0,0.381285,0.151423,0.638057,0.0,0.360712,0.0,0.350116,0.0,0.712238,0.0,0.712238,1.0,0.847336,1.0,0.80841,0.0,0.405417,1.0,0.826581,0.345665,0.617219,0.028855,0.368828,0.055632,0.350416,0.087978,0.396713,0.085338,0.389003,0.0,0.313726,1
2023-02-06 14:09:00,0.0,0.361288,0.733646,0.726673,0.489644,0.590206,0.503771,0.634702,0.0,0.366357,0.151423,0.616304,0.0,0.349872,0.0,0.337661,0.0,0.685837,0.0,0.685837,1.0,0.812348,1.0,0.838519,0.0,0.38536,1.0,0.834247,0.477008,0.654891,0.028855,0.354694,0.055632,0.334214,0.087978,0.388223,0.085338,0.37414,0.0,0.297393,1
2023-02-06 14:09:02,0.0,0.338114,0.795391,0.741315,0.527515,0.589825,0.54091,0.636184,0.0,0.350202,0.151423,0.591299,0.0,0.331968,0.0,0.322108,0.0,0.657362,0.0,0.657362,1.0,0.823239,1.0,0.826234,0.0,0.352666,1.0,0.816172,0.517155,0.65991,0.028855,0.339341,0.055632,0.313325,0.087978,0.375272,0.085338,0.354416,0.0,0.277672,1
2023-02-06 14:09:04,0.0,0.372057,0.754973,0.769816,0.502725,0.616117,0.516599,0.66221,0.0,0.375671,0.151423,0.631445,0.0,0.360272,0.0,0.347108,0.0,0.705692,0.0,0.705692,1.0,0.810308,1.0,0.873219,0.0,0.391879,1.0,0.859045,0.490875,0.687843,0.028855,0.364206,0.055632,0.345595,0.087978,0.401933,0.085338,0.386319,0.0,0.307569,1
2023-02-06 14:09:06,0.0,0.375937,0.707171,0.769302,0.473406,0.62253,0.487847,0.667848,0.0,0.384162,0.151423,0.644595,0.0,0.364601,0.0,0.35504,0.0,0.723458,0.0,0.723458,1.0,0.861636,1.0,0.843905,0.0,0.395977,1.0,0.844845,0.459795,0.691748,0.028855,0.373461,0.055632,0.354198,0.087978,0.407596,0.085338,0.394467,0.0,0.316496,1
2023-02-06 14:09:08,0.0,0.437231,0.707171,0.839387,0.473406,0.690185,0.487847,0.734783,0.0,0.442444,0.151423,0.734942,0.0,0.424433,0.0,0.413171,0.0,0.836205,0.0,0.836205,1.0,0.920908,1.0,0.873269,0.0,0.466062,1.0,0.891272,0.459795,0.761636,0.028855,0.432058,0.055632,0.4232,0.087978,0.462273,0.085338,0.462336,0.0,0.381849,1
2023-02-06 14:09:10,0.0,0.409075,0.736749,0.812792,0.491547,0.666415,0.505638,0.707596,0.0,0.412709,0.151423,0.683808,0.0,0.394392,0.0,0.380486,0.0,0.768531,0.0,0.768531,1.0,0.864198,1.0,0.802195,0.0,0.448535,1.0,0.839336,0.479026,0.729956,0.028855,0.398871,0.055632,0.386264,0.087978,0.420481,0.085338,0.423268,0.0,0.348229,1
2023-02-06 14:09:12,0.0,0.357462,0.751664,0.769343,0.500695,0.626761,0.514609,0.666393,0.0,0.367144,0.151423,0.615397,0.0,0.344676,0.0,0.336702,0.0,0.681563,0.0,0.681563,1.0,0.872154,1.0,0.717599,0.0,0.399307,1.0,0.766135,0.488724,0.684283,0.028855,0.355088,0.055632,0.333279,0.087978,0.370907,0.085338,0.369684,0.0,0.299046,1
2023-02-06 14:09:14,0.0,0.394022,0.739345,0.800871,0.493139,0.655842,0.507199,0.695919,0.0,0.40193,0.151423,0.660737,0.0,0.387316,0.0,0.366585,0.0,0.737238,0.0,0.737238,1.0,0.814453,1.0,0.766741,0.0,0.438315,1.0,0.813601,0.480714,0.716191,0.028855,0.383885,0.055632,0.36907,0.087978,0.401197,0.085338,0.40537,0.0,0.332215,1
2023-02-06 14:09:16,0.0,0.318294,0.722769,0.716046,0.482972,0.577243,0.497229,0.616908,0.0,0.327091,0.151423,0.552708,0.0,0.305044,0.0,0.296231,0.0,0.602166,0.0,0.602166,1.0,0.812603,1.0,0.704226,0.0,0.356283,1.0,0.738876,0.469936,0.632071,0.028855,0.314014,0.055632,0.286259,0.087978,0.332509,0.085338,0.323169,0.0,0.254428,1
2023-02-06 14:09:18,0.0,0.327346,0.722769,0.722113,0.482972,0.578825,0.497229,0.619846,0.0,0.335617,0.151423,0.560607,0.0,0.315296,0.0,0.300198,0.0,0.613261,0.0,0.613261,1.0,0.799095,1.0,0.754043,0.0,0.358091,1.0,0.77306,0.469936,0.637537,0.028855,0.318532,0.055632,0.292483,0.087978,0.34346,0.085338,0.330391,0.0,0.259693,1
2023-02-06 14:09:20,0.0,0.356559,0.73431,0.754316,0.490051,0.602398,0.504171,0.645535,0.153846,0.412199,0.151423,0.59894,0.2,0.407846,0.0,0.322251,0.0,0.663232,0.0,0.663232,0.0,0.415923,1.0,0.836431,0.0,0.375456,1.0,0.838529,0.477441,0.668206,0.028855,0.342313,0.055632,0.321111,0.087978,0.376767,0.085338,0.360589,0.0,0.285691,0
2023-02-06 14:09:22,0.0,0.334512,0.74025,0.735382,0.494128,0.582419,0.507744,0.626068,0.153846,0.417312,0.151423,0.572196,0.2,0.411206,0.0,0.302656,0.0,0.631923,0.0,0.631923,0.0,0.200695,1.0,0.834676,0.0,0.346716,1.0,0.823207,0.481303,0.648863,0.028742,0.324824,0.055632,0.299599,0.087978,0.363656,0.085338,0.340004,0.0,0.265364,0
2023-02-06 14:09:24,0.0,0.400805,0.735324,0.798172,0.491422,0.639926,0.50478,0.68443,0.153846,0.460679,0.151423,0.658258,0.2,0.452666,0.0,0.357357,0.0,0.739857,0.0,0.739857,0.0,0.303278,1.0,0.926593,0.0,0.409234,1.0,0.9202,0.4781,0.712099,0.028511,0.379702,0.055632,0.365741,0.087978,0.422301,0.085338,0.406319,0.0,0.327116,0
2023-02-06 14:09:26,0.0,0.386722,0.728752,0.792051,0.486999,0.637954,0.500828,0.682116,0.153846,0.472561,0.151423,0.652821,0.2,0.470002,0.0,0.355686,0.0,0.733323,0.0,0.733323,0.0,0.226809,1.0,0.875926,0.0,0.404363,1.0,0.872307,0.473827,0.70786,0.028356,0.377248,0.055632,0.360656,0.087978,0.414332,0.085338,0.400684,0.0,0.322791,0
2023-02-06 14:09:28,0.0,0.389638,0.728752,0.79795,0.486188,0.64665,0.500828,0.690135,0.153846,0.478413,0.151423,0.659184,0.2,0.488914,0.0,0.363851,0.0,0.739293,0.0,0.739293,0.0,0.216881,1.0,0.83024,0.0,0.418134,1.0,0.846554,0.473827,0.714056,0.028446,0.382368,0.055632,0.366279,0.087978,0.411212,0.085338,0.405022,0.0,0.328548,0
2023-02-06 14:09:30,0.0,0.402701,0.733113,0.8194,0.488863,0.669665,0.503451,0.712942,0.153846,0.496077,0.151423,0.685232,0.2,0.530495,0.0,0.386552,0.0,0.770482,0.0,0.770482,0.0,0.223951,1.0,0.756162,0.0,0.444631,1.0,0.800219,0.476662,0.736133,0.0286,0.400844,0.055632,0.38673,0.087978,0.420307,0.085338,0.424235,0.0,0.348215,0
2023-02-06 14:09:32,0.0,0.343896,0.735276,0.770383,0.491529,0.627233,0.504752,0.669264,0.153846,0.460558,0.151423,0.617484,0.2,0.533106,0.0,0.346857,0.0,0.68457,0.0,0.68457,0.0,0.167364,1.0,0.535008,0.0,0.400289,1.0,0.578962,0.478069,0.687297,0.028404,0.358453,0.055632,0.334896,0.087978,0.369439,0.085338,0.37162,0.0,0.299994,0
2023-02-06 14:09:34,0.0,0.355524,0.733558,0.772008,0.491096,0.628133,0.503719,0.669914,0.153846,0.454117,0.151422,0.618397,0.52,0.584951,0.0,0.348474,0.0,0.683806,0.0,0.683806,0.0,0.171013,0.0,0.386534,0.0,0.407005,0.0,0.478875,0.476952,0.687844,0.027832,0.358413,0.055632,0.336864,0.087129,0.369068,0.085338,0.3733,0.0,0.301815,0
2023-02-06 14:09:36,0.0,0.34778,0.731374,0.768616,0.488114,0.622758,0.50283,0.666079,0.153846,0.455836,0.151422,0.616329,0.52,0.62544,0.0,0.343841,0.0,0.683589,0.0,0.683589,0.0,0.181119,0.0,0.237927,0.0,0.396366,0.0,0.279493,0.475532,0.685062,0.027671,0.356628,0.055485,0.33393,0.08651,0.372722,0.085203,0.371375,0.0,0.298812,0
2023-02-06 14:09:38,0.0,0.356584,0.731374,0.761787,0.485831,0.611609,0.503139,0.65564,0.153846,0.445645,0.151422,0.607247,0.52,0.636108,0.0,0.330255,0.0,0.672826,0.0,0.672826,0.0,0.17677,0.0,0.210175,0.0,0.385673,0.0,0.287976,0.475532,0.676273,0.028413,0.348508,0.055378,0.3271,0.087279,0.375471,0.085105,0.365521,0.0,0.29206,0
2023-02-06 14:09:40,0.0,0.35805,0.732696,0.741335,0.487453,0.588614,0.50355,0.631527,0.153846,0.423835,0.151423,0.579096,0.52,0.625558,0.0,0.30205,0.0,0.637707,0.0,0.637707,0.0,0.150989,0.0,0.222473,0.0,0.362606,1.0,0.599899,0.476391,0.653071,0.029225,0.32742,0.055511,0.306035,0.088868,0.366339,0.085227,0.345291,0.0,0.271969,0
2023-02-06 14:09:42,0.0,0.349506,0.733336,0.733679,0.491876,0.580758,0.502289,0.622028,0.153846,0.421074,0.151423,0.56996,0.52,0.620073,0.0,0.288734,0.0,0.628162,0.0,0.628162,0.0,0.158519,0.0,0.207798,0.0,0.349643,1.0,0.687749,0.476807,0.644966,0.028716,0.319855,0.055933,0.298087,0.088868,0.366479,0.085615,0.338134,0.0,0.264128,0
2023-02-06 14:09:44,0.0,0.40431,0.732821,0.774002,0.493242,0.617815,0.501361,0.658881,0.153846,0.450496,0.151422,0.624244,0.52,0.659566,0.0,0.322359,0.0,0.695947,0.0,0.695947,0.0,0.16956,0.0,0.496029,0.0,0.388048,1.0,0.703373,0.476472,0.685096,0.027118,0.353749,0.05604,0.340151,0.086242,0.402731,0.085713,0.380137,0.0,0.303628,0
2023-02-06 14:09:46,0.0,0.351994,0.732115,0.740232,0.488112,0.588184,0.503019,0.631369,0.153846,0.427239,0.151421,0.578949,0.56,0.637116,0.0,0.300117,0.0,0.638563,0.0,0.638563,0.0,0.159348,1.0,0.730557,0.0,0.361503,1.0,0.755697,0.476013,0.652572,0.026691,0.326585,0.055453,0.305267,0.084176,0.365328,0.085174,0.344489,0.0,0.271396,0
