segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_psk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_psk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_psk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_psk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_psk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_psk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_psk_recovered,m2_speed_psd_peak_baseband,m2_speed_psd_peak_original_bits,m2_speed_psd_peak_psk_recovered,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_original_bits,m2_speed_psd_mean_energy_psk_recovered,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_original_bits,m2_speed_psd_peak_freq_psk_recovered,m2_speed_rms_baseband,m2_speed_rms_original_bits,m2_speed_rms_psk_recovered,m2_speed_mean_baseband,m2_speed_mean_original_bits,m2_speed_mean_psk_recovered,m2_speed_variance_baseband,m2_speed_variance_original_bits,m2_speed_variance_psk_recovered,m2_speed_fft_peak_baseband,m2_speed_fft_peak_original_bits,m2_speed_fft_peak_psk_recovered,m3_speed_psd_peak_baseband,m3_speed_psd_peak_original_bits,m3_speed_psd_peak_psk_recovered,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_original_bits,m3_speed_psd_mean_energy_psk_recovered,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_original_bits,m3_speed_psd_peak_freq_psk_recovered,m3_speed_rms_baseband,m3_speed_rms_original_bits,m3_speed_rms_psk_recovered,m3_speed_mean_baseband,m3_speed_mean_original_bits,m3_speed_mean_psk_recovered,m3_speed_variance_baseband,m3_speed_variance_original_bits,m3_speed_variance_psk_recovered,m3_speed_fft_peak_baseband,m3_speed_fft_peak_original_bits,m3_speed_fft_peak_psk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_psk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_psk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_psk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_psk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_psk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_psk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
36,2023-02-06T14:26:08.000000000,2023-02-06T14:27:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
37,2023-02-06T14:26:38.000000000,2023-02-06T14:27:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
38,2023-02-06T14:27:08.000000000,2023-02-06T14:28:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
39,2023-02-06T14:27:38.000000000,2023-02-06T14:28:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
40,2023-02-06T14:28:08.000000000,2023-02-06T14:29:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
41,2023-02-06T14:28:38.000000000,2023-02-06T14:29:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
42,2023-02-06T14:29:08.000000000,2023-02-06T14:30:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
43,2023-02-06T14:29:38.000000000,2023-02-06T14:30:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.000798,0,0,0.003283,0,0,2e-06,0,0,0.000296,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
44,2023-02-06T14:30:08.000000000,2023-02-06T14:31:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,3.3e-05,0,0,3e-05,0,0,1.0,1,1,0.013616,0,0,0.00415,0,0,0.000477,0,0,0.006877,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
45,2023-02-06T14:30:38.000000000,2023-02-06T14:31:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875352,1,1,0.926215,1,1,9e-06,0,0,0.926215,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.991896,1,1,0.994787,1,1,3e-06,0,0,0.994787,1,1,0.345195,0,0,0.3263,0,0,0.333333,0,0,0.643737,1,1,0.420426,0,0,0.772438,1,1,0.418491,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.000716,0,0,0.006159,0,0,1e-06,0,0,0.000618,0,0,1
46,2023-02-06T14:31:08.000000000,2023-02-06T14:32:06.000000000,0.000356,0,0,0.000312,0,0,1.0,1,1,0.880386,1,1,0.929491,1,1,0.004714,0,0,0.929491,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.000159,0,0,0.00018,0,0,1.0,1,1,0.988192,1,1,0.991907,1,1,0.00159,0,0,0.991907,1,1,0.846535,1,1,0.807351,1,1,0.666667,1,1,0.933699,1,1,0.863764,1,1,0.985935,1,1,0.863309,1,1,6e-06,0,0,6e-06,0,0,1.0,1,1,0.012664,0,0,0.003916,0,0,0.000194,0,0,0.011625,0,0,1
47,2023-02-06T14:31:38.000000000,2023-02-06T14:32:36.000000000,0.800328,1,1,1.0,1,1,0.666667,1,1,0.950924,1,1,0.926816,1,1,0.489204,0,0,0.926816,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.236927,0,0,0.38637,0,0,0.333333,0,0,0.919495,1,1,0.916491,1,1,0.191298,0,0,0.916491,1,1,1.0,1,1,0.790773,1,1,0.333333,0,0,0.740205,1,1,0.549677,1,1,0.90439,1,1,0.548174,1,1,0.36725,0,0,0.25704,0,0,0.333333,0,0,0.917356,1,1,0.89475,1,1,0.850772,1,1,0.894033,1,1,1
48,2023-02-06T14:32:08.000000000,2023-02-06T14:33:06.000000000,0.800328,1,1,0.994666,1,1,0.666667,1,1,0.945205,1,1,0.922736,1,1,0.485004,0,0,0.922736,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.235058,0,0,0.386605,0,0,0.333333,0,0,0.921798,1,1,0.918259,1,1,0.190819,0,0,0.918259,1,1,0.034477,0,0,0.031461,0,0,0.0,0,0,0.300546,0,0,0.10528,0,0,0.215365,0,0,0.102293,0,0,0.630444,1,1,0.669787,1,1,0.333333,0,0,0.917651,1,1,0.890955,1,1,0.852919,1,1,0.890212,1,1,1
49,2023-02-06T14:32:38.000000000,2023-02-06T14:33:36.000000000,0.000356,0,0,0.000313,0,0,1.0,1,1,0.874044,1,1,0.925149,1,1,0.000585,0,0,0.925149,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.000159,0,0,0.000193,0,0,1.0,1,1,0.99052,1,1,0.993763,1,1,0.00024,0,0,0.993763,1,1,5e-06,0,0,5e-06,0,0,1.0,1,1,0.002401,0,0,0.003134,0,0,1.5e-05,0,0,0.001065,0,0,0.000199,0,0,0.000179,0,0,1.0,1,1,0.026479,0,0,0.0,0,0,0.000844,0,0,0.025356,0,0,1
50,2023-02-06T14:33:08.000000000,2023-02-06T14:34:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875007,1,1,0.925953,1,1,1e-06,0,0,0.925953,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.00124,0,0,0.006037,0,0,2e-06,0,0,0.00074,0,0,1
51,2023-02-06T14:33:38.000000000,2023-02-06T14:34:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.000798,0,0,0.003283,0,0,2e-06,0,0,0.000296,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
52,2023-02-06T14:34:08.000000000,2023-02-06T14:35:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,3.3e-05,0,0,3e-05,0,0,1.0,1,1,0.013731,0,0,0.004248,0,0,0.000485,0,0,0.00692,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
53,2023-02-06T14:34:38.000000000,2023-02-06T14:35:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875288,1,1,0.926168,1,1,2e-06,0,0,0.926168,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.00668,0,0,0.029969,0,0,4.8e-05,0,0,0.006825,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992004,1,1,0.994866,1,1,2e-06,0,0,0.994866,1,1,0.345033,0,0,0.327403,0,0,0.333333,0,0,0.645533,1,1,0.422049,0,0,0.776096,1,1,0.42012,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.000741,0,0,0.006304,0,0,1e-06,0,0,0.00051,0,0,1
54,2023-02-06T14:35:08.000000000,2023-02-06T14:36:06.000000000,7.9e-05,0,0,6.9e-05,0,0,1.0,1,1,0.878453,1,1,0.928482,1,1,0.000822,0,0,0.928482,1,1,0.000955,0,0,0.000673,0,0,1.0,1,1,0.15385,0,0,0.0,0,0,0.025832,0,0,0.203244,0,0,0.000102,0,0,0.00012,0,0,1.0,1,1,0.990578,1,1,0.993667,1,1,0.001311,0,0,0.993667,1,1,0.796263,1,1,0.793141,1,1,0.666667,1,1,0.904753,1,1,0.810586,1,1,1.0,1,1,0.809954,1,1,7e-06,0,0,7e-06,0,0,1.0,1,1,0.013734,0,0,0.005643,0,0,0.00023,0,0,0.012887,0,0,1
55,2023-02-06T14:35:38.000000000,2023-02-06T14:36:36.000000000,0.201632,0,0,0.254127,0,0,0.666667,1,1,0.895126,1,1,0.926585,1,1,0.123824,0,0,0.926585,1,1,1.0,1,1,0.921417,1,1,0.666667,1,1,0.999849,1,1,0.973103,1,1,0.999832,1,1,0.973734,1,1,0.1819,0,0,0.263438,0,0,0.333333,0,0,0.917935,1,1,0.915427,1,1,0.190656,0,0,0.915427,1,1,0.838218,1,1,0.651434,1,1,0.333333,0,0,0.709179,1,1,0.547208,1,1,0.792935,1,1,0.545697,1,1,0.284454,0,0,0.210442,0,0,0.333333,0,0,0.819221,1,1,0.771292,1,1,0.688301,1,1,0.769733,1,1,1
56,2023-02-06T14:36:08.000000000,2023-02-06T14:37:06.000000000,0.201632,0,0,0.259723,0,0,0.666667,1,1,0.891279,1,1,0.923706,1,1,0.123055,0,0,0.923706,1,1,0.32564,0,0,0.310977,0,0,0.333333,0,0,0.988367,1,1,1.0,1,1,0.969252,1,1,1.0,1,1,0.349198,0,0,0.542188,1,1,0.666667,1,1,0.919247,1,1,0.916457,1,1,0.190211,0,0,0.916457,1,1,0.069643,0,0,0.06966,0,0,0.333333,0,0,0.317678,0,0,0.15836,0,0,0.21941,0,0,0.155551,0,0,0.509604,1,1,0.563798,1,1,0.333333,0,0,0.819478,1,1,0.766429,1,1,0.690455,1,1,0.764837,1,1,1
57,2023-02-06T14:36:38.000000000,2023-02-06T14:37:36.000000000,7.9e-05,0,0,7.3e-05,0,0,1.0,1,1,0.874332,1,1,0.925428,1,1,9.1e-05,0,0,0.925428,1,1,0.000252,0,0,0.000174,0,0,1.0,1,1,0.028204,0,0,0.028917,0,0,0.000871,0,0,0.034519,0,0,0.000247,0,0,0.000274,0,0,1.0,1,1,0.991903,1,1,0.99475,1,1,0.000339,0,0,0.99475,1,1,2.3e-05,0,0,2.5e-05,0,0,1.0,1,1,0.006067,0,0,0.003979,0,0,9.4e-05,0,0,0.002804,0,0,0.000173,0,0,0.000155,0,0,1.0,1,1,0.024696,0,0,0.000574,0,0,0.000735,0,0,0.023637,0,0,1
58,2023-02-06T14:37:08.000000000,2023-02-06T14:38:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875058,1,1,0.925992,1,1,0.0,0,0,0.925992,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992075,1,1,0.994917,1,1,0.0,0,0,0.994917,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001136,0,0,0.006098,0,0,1e-06,0,0,0.000678,0,0,1
59,2023-02-06T14:37:38.000000000,2023-02-06T14:38:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
60,2023-02-06T14:38:08.000000000,2023-02-06T14:39:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
61,2023-02-06T14:38:38.000000000,2023-02-06T14:39:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
62,2023-02-06T14:39:08.000000000,2023-02-06T14:40:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
63,2023-02-06T14:39:38.000000000,2023-02-06T14:40:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
64,2023-02-06T14:40:08.000000000,2023-02-06T14:41:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
65,2023-02-06T14:40:38.000000000,2023-02-06T14:41:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
66,2023-02-06T14:41:08.000000000,2023-02-06T14:42:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
67,2023-02-06T14:41:38.000000000,2023-02-06T14:42:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
68,2023-02-06T14:42:08.000000000,2023-02-06T14:43:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
69,2023-02-06T14:42:38.000000000,2023-02-06T14:43:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
70,2023-02-06T14:43:08.000000000,2023-02-06T14:44:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
71,2023-02-06T14:43:38.000000000,2023-02-06T14:44:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
