timestamp,i3_photoresistor_baseband,i3_photoresistor_am_demodulated,current_state_binary
2023-02-06 14:21:16,0.168498,0.399523,1
2023-02-06 14:21:18,0.167768,0.430899,1
2023-02-06 14:21:20,0.167744,0.441653,1
2023-02-06 14:21:22,0.168082,0.420556,1
2023-02-06 14:21:24,0.168002,0.435111,1
2023-02-06 14:21:26,0.167205,0.427743,1
2023-02-06 14:21:28,0.166232,0.411799,1
2023-02-06 14:21:30,0.165867,0.43912,1
2023-02-06 14:21:32,0.166206,0.447488,1
2023-02-06 14:21:34,0.166454,0.468676,1
2023-02-06 14:21:36,0.165859,0.476126,1
2023-02-06 14:21:38,0.164867,0.42982,1
2023-02-06 14:21:40,0.164806,0.455759,1
2023-02-06 14:21:42,0.166018,0.456072,1
2023-02-06 14:21:44,0.16669,0.370811,1
2023-02-06 14:21:46,0.16466,0.37201,1
2023-02-06 14:21:48,0.160683,0.404709,1
2023-02-06 14:21:50,0.158776,0.388902,1
2023-02-06 14:21:52,0.161595,0.359569,1
2023-02-06 14:21:54,0.166161,0.353735,1
2023-02-06 14:21:56,0.166231,0.407713,1
2023-02-06 14:21:58,0.160239,0.436719,1
2023-02-06 14:22:00,0.155475,0.433532,1
2023-02-06 14:22:02,0.161569,0.434553,1
2023-02-06 14:22:04,0.179077,0.414722,1
2023-02-06 14:22:06,0.19641,0.450586,1
2023-02-06 14:22:08,0.200058,0.495067,1
2023-02-06 14:22:10,0.187794,0.464443,1
2023-02-06 14:22:12,0.170382,0.444695,1
2023-02-06 14:22:14,0.160495,0.466947,1
2023-02-06 14:22:16,0.161462,0.475255,1
2023-02-06 14:22:18,0.167142,0.454898,1
2023-02-06 14:22:20,0.170544,0.461196,1
2023-02-06 14:22:22,0.170132,0.457883,1
2023-02-06 14:22:24,0.168403,0.383683,1
2023-02-06 14:22:26,0.167447,0.404047,1
2023-02-06 14:22:28,0.167783,0.462874,1
2023-02-06 14:22:30,0.169928,0.411106,1
2023-02-06 14:22:32,0.174326,0.443244,1
2023-02-06 14:22:34,0.179338,0.512348,1
2023-02-06 14:22:36,0.181391,0.443544,1
2023-02-06 14:22:38,0.178636,0.415393,1
2023-02-06 14:22:40,0.173655,0.471651,1
2023-02-06 14:22:42,0.171028,0.46673,1
2023-02-06 14:22:44,0.172217,0.462821,1
2023-02-06 14:22:46,0.174255,0.488135,1
2023-02-06 14:22:48,0.174034,0.475477,1
2023-02-06 14:22:50,0.172684,0.442706,1
2023-02-06 14:22:52,0.17441,0.44422,1
2023-02-06 14:22:54,0.181379,0.440597,1
2023-02-06 14:22:56,0.190805,0.439147,1
2023-02-06 14:22:58,0.197681,0.507881,1
2023-02-06 14:23:00,0.199765,0.518478,1
2023-02-06 14:23:02,0.199096,0.451203,1
2023-02-06 14:23:04,0.198911,0.481281,1
2023-02-06 14:23:06,0.20024,0.508538,1
2023-02-06 14:23:08,0.201729,0.466583,1
2023-02-06 14:23:10,0.202117,0.461537,1
2023-02-06 14:23:12,0.201989,0.454811,1
2023-02-06 14:23:14,0.202866,0.458546,1
2023-02-06 14:23:16,0.205097,0.491109,1
2023-02-06 14:23:18,0.20729,0.500405,1
2023-02-06 14:23:20,0.207948,0.463643,1
2023-02-06 14:23:22,0.207404,0.412113,1
2023-02-06 14:23:24,0.207609,0.444073,1
2023-02-06 14:23:26,0.209898,0.471571,1
2023-02-06 14:23:28,0.213202,0.451586,1
2023-02-06 14:23:30,0.215061,0.48508,1
2023-02-06 14:23:32,0.214411,0.491598,1
2023-02-06 14:23:34,0.213376,0.482225,1
2023-02-06 14:23:36,0.215668,0.503197,1
2023-02-06 14:23:38,0.222935,0.4819,1
2023-02-06 14:23:40,0.232804,0.500109,1
2023-02-06 14:23:42,0.240709,0.536543,1
2023-02-06 14:23:44,0.243872,0.507449,1
2023-02-06 14:23:46,0.24321,0.456527,1
2023-02-06 14:23:48,0.241904,0.452589,1
2023-02-06 14:23:50,0.242171,0.501265,1
2023-02-06 14:23:52,0.243803,0.488145,1
2023-02-06 14:23:54,0.245311,0.462756,1
2023-02-06 14:23:56,0.24596,0.474218,1
2023-02-06 14:23:58,0.246417,0.47024,1
2023-02-06 14:24:00,0.247729,0.503989,1
2023-02-06 14:24:02,0.250021,0.471639,1
2023-02-06 14:24:04,0.252248,0.471167,1
2023-02-06 14:24:06,0.253088,0.594887,1
2023-02-06 14:24:08,0.252162,0.560346,1
2023-02-06 14:24:10,0.250629,0.501544,1
2023-02-06 14:24:12,0.250521,0.549729,1
2023-02-06 14:24:14,0.252982,0.521697,1
2023-02-06 14:24:16,0.256821,0.517486,1
2023-02-06 14:24:18,0.259153,0.51467,1
2023-02-06 14:24:20,0.258144,0.504616,1
2023-02-06 14:24:22,0.255377,0.52379,1
2023-02-06 14:24:24,0.254853,0.481297,1
2023-02-06 14:24:26,0.259045,0.491869,1
2023-02-06 14:24:28,0.266042,0.538214,1
2023-02-06 14:24:30,0.271204,0.543935,1
2023-02-06 14:24:32,0.271914,0.544048,1
2023-02-06 14:24:34,0.270397,0.513123,1
2023-02-06 14:24:36,0.271179,0.533285,1
2023-02-06 14:24:38,0.276055,0.524462,1
