segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
20,0.0,0.375229,0.0,0.362482,0.0,0.314715,0.875147,0.67829,0.92606,0.684005,0.0,0.340061,0.92606,0.684005,0.0,0.306999,0.0,0.3244,0.0,0.237235,0.0,0.302513,0.03199,0.312926,0.0,0.302131,0.0,0.302779,0.0,0.38141,0.0,0.382406,0.0,0.290132,0.992017,0.706479,0.994875,0.707714,0.0,0.341725,0.994875,0.707714,0.0,0.214026,0.0,0.204086,0.0,0.245202,0.0,0.174641,0.003327,0.25016,0.0,0.152649,0.0,0.248293,0.0,0.364233,0.0,0.365211,0.0,0.228149,0.0,0.333871,0.006772,0.348022,0.0,0.34819,0.0,0.345404,1
21,0.0,0.349792,0.0,0.338396,0.0,0.335608,0.875147,0.635272,0.92606,0.642133,0.0,0.325869,0.92606,0.642133,0.0,0.287638,0.0,0.304062,0.0,0.201261,0.0,0.291325,0.03199,0.306759,0.0,0.294158,0.0,0.290415,0.0,0.35734,0.0,0.360383,0.0,0.287209,0.992017,0.663699,0.994875,0.665044,0.0,0.330651,0.994875,0.665044,0.0,0.206232,0.0,0.196402,0.0,0.238753,0.0,0.185359,0.003327,0.253266,0.0,0.163117,0.0,0.251267,0.0,0.341909,0.0,0.343442,0.0,0.236671,0.0,0.303168,0.006772,0.322899,0.0,0.322118,0.0,0.319133,1
22,0.0,0.382316,0.0,0.362865,0.0,0.269412,0.875147,0.661214,0.92606,0.663797,0.0,0.351627,0.92606,0.663797,0.0,0.299996,0.0,0.314925,0.0,0.2096,0.0,0.287468,0.03199,0.296036,0.0,0.285801,0.0,0.288447,0.0,0.392041,0.0,0.389338,0.0,0.245812,0.992017,0.686542,0.994875,0.68512,0.0,0.353725,0.994875,0.68512,0.0,0.248104,0.0,0.234624,0.0,0.256254,0.0,0.199484,0.003327,0.26538,0.0,0.181857,0.0,0.263712,0.0,0.349563,0.0,0.349102,0.0,0.144757,0.0,0.338157,0.006772,0.350061,0.0,0.351008,0.0,0.346872,1
23,0.0,0.459411,0.0,0.444721,0.0,0.424184,0.875147,0.791369,0.92606,0.798341,0.0,0.406477,0.92606,0.798341,0.0,0.371571,0.0,0.392515,0.0,0.280147,0.0,0.376625,0.03199,0.393935,0.0,0.379479,0.0,0.375884,0.0,0.467404,0.0,0.471473,0.0,0.374748,0.992017,0.823689,0.994875,0.825318,0.0,0.412185,0.994875,0.825318,0.0,0.324092,0.0,0.315563,0.0,0.341865,0.0,0.306349,0.003327,0.380262,0.0,0.273175,0.0,0.37817,0.0,0.44649,0.0,0.448414,0.0,0.348015,0.0,0.392315,0.006772,0.416978,0.0,0.416074,0.0,0.413426,1
24,0.0,0.397133,0.0,0.380452,0.0,0.302286,0.875147,0.693718,0.92606,0.697447,0.0,0.358908,0.92606,0.697447,0.0,0.3174,0.0,0.33414,0.0,0.23835,0.0,0.308003,0.03199,0.317359,0.0,0.306757,0.0,0.308702,0.0,0.404512,0.0,0.403777,0.0,0.278387,0.992017,0.720254,0.994875,0.720016,0.0,0.36061,0.994875,0.720016,0.0,0.25125,0.0,0.23894,0.0,0.265086,0.0,0.206784,0.003327,0.277447,0.0,0.186139,0.0,0.275678,0.0,0.372906,0.0,0.372882,0.0,0.198524,0.0,0.352707,0.006772,0.36589,0.0,0.366454,0.0,0.363003,1
25,0.0,0.404167,0.0,0.390489,0.0,0.332726,0.875147,0.719967,0.92606,0.725585,0.0,0.360747,0.92606,0.725585,0.0,0.328845,0.0,0.347371,0.0,0.257023,0.0,0.323477,0.03199,0.334193,0.0,0.322995,0.0,0.323836,0.0,0.410127,0.0,0.411107,0.0,0.307414,0.992017,0.749156,0.994875,0.75042,0.0,0.362364,0.994875,0.75042,0.0,0.242051,0.0,0.232551,0.0,0.269108,0.0,0.203062,0.003327,0.280464,0.0,0.178286,0.0,0.278568,0.0,0.391181,0.0,0.392156,0.0,0.247712,0.0,0.357994,0.006772,0.372912,0.0,0.373176,0.0,0.370385,1
26,0.0,0.384345,0.0,0.374213,0.0,0.34211,0.875147,0.707766,0.92606,0.715494,0.0,0.343718,0.92606,0.715494,0.0,0.319272,0.0,0.338571,0.0,0.25339,0.0,0.318534,0.03199,0.330434,0.0,0.31895,0.0,0.318502,0.0,0.389668,0.0,0.392093,0.0,0.318114,0.992017,0.739247,0.994875,0.74197,0.0,0.345408,0.994875,0.74197,0.0,0.20488,0.0,0.198366,0.0,0.251201,0.0,0.169766,0.003327,0.253467,0.0,0.143062,0.0,0.251465,0.0,0.384566,0.0,0.386813,0.0,0.273754,0.0,0.339169,0.006772,0.355399,0.0,0.35536,0.0,0.353156,1
27,0.0,0.364399,0.0,0.351273,0.0,0.247779,0.875147,0.66751,0.92606,0.672011,0.0,0.327277,0.92606,0.672011,0.0,0.295698,0.0,0.312308,0.0,0.233227,0.0,0.279044,0.03199,0.285616,0.0,0.276685,0.0,0.279985,0.0,0.367314,0.0,0.364863,0.0,0.240254,0.992017,0.694848,0.994875,0.695767,0.0,0.325191,0.994875,0.695767,0.0,0.17175,0.0,0.16163,0.0,0.19856,0.0,0.113146,0.003327,0.194011,0.0,0.095581,0.0,0.192186,0.0,0.348606,0.0,0.348678,0.0,0.155622,0.0,0.331286,0.006772,0.339348,0.0,0.340727,0.0,0.337266,1
28,0.0,0.398973,0.0,0.389013,0.0,0.360395,0.875147,0.738697,0.92606,0.747634,0.0,0.353668,0.92606,0.747634,0.0,0.331334,0.0,0.351907,0.0,0.264863,0.0,0.331637,0.03199,0.344586,0.0,0.332461,0.0,0.33153,0.0,0.404817,0.0,0.407306,0.0,0.337225,0.992017,0.773199,0.994875,0.776626,0.0,0.355591,0.994875,0.776626,0.0,0.208997,0.0,0.205038,0.0,0.263898,0.0,0.174467,0.003327,0.263847,0.0,0.144066,0.0,0.261768,0.0,0.403019,0.0,0.406154,0.0,0.30214,0.0,0.3478,0.006772,0.365519,0.0,0.365563,0.0,0.36348,1
29,0.0,0.414903,0.0,0.400439,0.0,0.302945,0.875147,0.737542,0.92606,0.742421,0.0,0.365733,0.92606,0.742421,0.0,0.334366,0.0,0.35309,0.0,0.265146,0.0,0.320903,0.03199,0.32991,0.0,0.319482,0.0,0.321595,0.0,0.418407,0.0,0.417099,0.0,0.287325,0.992017,0.766989,0.994875,0.768095,0.0,0.365015,0.994875,0.768095,0.0,0.23184,0.0,0.222419,0.0,0.251508,0.0,0.180619,0.003327,0.262188,0.0,0.157233,0.0,0.260279,0.0,0.397393,0.0,0.397845,0.0,0.219755,0.0,0.369568,0.006772,0.381739,0.0,0.382779,0.0,0.37946,1
30,0.0,0.500995,0.0,0.484089,0.0,0.391959,0.875147,0.858952,0.92606,0.864327,0.0,0.430405,0.92606,0.864327,0.0,0.402064,0.0,0.424449,0.0,0.327255,0.0,0.393942,0.03199,0.405388,0.0,0.393027,0.0,0.394599,0.0,0.506404,0.0,0.507128,0.0,0.370007,0.992017,0.891488,0.994875,0.892916,0.0,0.431795,0.994875,0.892916,0.0,0.338116,0.0,0.329327,0.0,0.346844,0.0,0.29529,0.003327,0.379234,0.0,0.262456,0.0,0.377264,0.0,0.48165,0.0,0.482664,0.0,0.328053,0.0,0.438576,0.006772,0.456249,0.0,0.456798,0.0,0.453997,1
31,0.0,0.445661,0.0,0.431081,0.0,0.400393,0.875147,0.775198,0.92606,0.781382,0.0,0.393413,0.92606,0.781382,0.0,0.364178,0.0,0.384696,0.0,0.28968,0.0,0.367027,0.03199,0.379376,0.0,0.366995,0.0,0.367308,0.0,0.454658,0.0,0.458236,0.0,0.368493,0.992017,0.805491,0.994875,0.80702,0.0,0.397618,0.994875,0.80702,0.0,0.309161,0.0,0.300009,0.0,0.337074,0.0,0.281267,0.003327,0.358307,0.0,0.2501,0.0,0.356447,0.0,0.43518,0.0,0.436779,0.0,0.326442,0.0,0.390569,0.006772,0.409841,0.0,0.409406,0.0,0.40734,1
32,0.0,0.382946,0.0,0.36792,0.0,0.286013,0.875147,0.661791,0.92606,0.663903,0.0,0.347273,0.92606,0.663903,0.0,0.30947,0.0,0.324954,0.0,0.236638,0.0,0.300102,0.03199,0.307807,0.0,0.298205,0.0,0.300795,0.0,0.387179,0.0,0.38787,0.0,0.260046,0.992017,0.683128,0.994875,0.682383,0.0,0.348091,0.994875,0.682383,0.0,0.25364,0.0,0.236684,0.0,0.249106,0.0,0.211913,0.003327,0.27364,0.0,0.196245,0.0,0.271959,0.0,0.356354,0.0,0.354545,0.0,0.172193,0.0,0.350874,0.006772,0.362095,0.0,0.36214,0.0,0.358978,1
33,0.0,0.419702,0.0,0.406065,0.0,0.403378,0.875147,0.741673,0.92606,0.748401,0.0,0.375665,0.92606,0.748401,0.0,0.347631,0.0,0.367315,0.0,0.27612,0.0,0.355745,0.03199,0.367905,0.0,0.355609,0.0,0.356036,0.0,0.431126,0.0,0.436044,0.0,0.369883,0.992017,0.771143,0.994875,0.772756,0.0,0.381214,0.994875,0.772756,0.0,0.299447,0.0,0.289782,0.0,0.337653,0.0,0.276733,0.003327,0.351034,0.0,0.246491,0.0,0.349244,0.0,0.414076,0.0,0.415895,0.0,0.327047,0.0,0.369996,0.006772,0.389362,0.0,0.388487,0.0,0.386882,1
34,0.0,0.320779,0.0,0.309095,0.0,0.259873,0.875147,0.582525,0.92606,0.586106,0.0,0.301372,0.92606,0.586106,0.0,0.264585,0.0,0.278471,0.0,0.195015,0.0,0.259077,0.03199,0.267262,0.0,0.257989,0.0,0.259406,0.0,0.325434,0.0,0.326782,0.0,0.233118,0.992017,0.603984,0.994875,0.60398,0.0,0.302466,0.994875,0.60398,0.0,0.181741,0.0,0.166355,0.0,0.199047,0.0,0.143885,0.003327,0.205858,0.0,0.131407,0.0,0.204155,0.0,0.304727,0.0,0.303846,0.0,0.144548,0.0,0.296388,0.006772,0.307023,0.0,0.306819,0.0,0.303915,1
35,0.0,0.326526,0.0,0.315415,0.0,0.289516,0.875147,0.606812,0.92606,0.612629,0.0,0.305208,0.92606,0.612629,0.0,0.270727,0.0,0.286174,0.0,0.201363,0.0,0.268761,0.03199,0.278689,0.0,0.268529,0.0,0.268914,0.0,0.333419,0.0,0.334913,0.0,0.262676,0.992017,0.633146,0.994875,0.634284,0.0,0.307287,0.994875,0.634284,0.0,0.170211,0.0,0.159788,0.0,0.213535,0.0,0.135044,0.003327,0.206615,0.0,0.116728,0.0,0.204839,0.0,0.319151,0.0,0.320142,0.0,0.189466,0.0,0.293508,0.006772,0.3065,0.0,0.306448,0.0,0.303759,1
36,0.0,0.362086,0.0,0.350002,0.0,0.322007,0.875147,0.677041,0.92606,0.685202,0.0,0.330493,0.92606,0.685202,0.0,0.297388,0.0,0.315524,0.0,0.226024,0.0,0.295006,0.03199,0.307114,0.0,0.295561,0.0,0.295089,0.0,0.370901,0.0,0.371388,0.0,0.299389,0.992017,0.710298,0.994875,0.712608,0.0,0.333047,0.994875,0.712608,0.0,0.176466,0.0,0.171678,0.0,0.237165,0.0,0.137001,0.003327,0.222422,0.0,0.111308,0.0,0.220449,0.0,0.359929,0.0,0.363002,0.0,0.244735,0.0,0.313975,0.006772,0.329654,0.0,0.330133,0.0,0.327336,1
37,0.0,0.347364,0.0,0.33538,0.0,0.22104,0.875147,0.633169,0.92606,0.637595,0.0,0.316365,0.92606,0.637595,0.0,0.275028,0.0,0.29054,0.0,0.198216,0.0,0.255069,0.03199,0.265093,0.0,0.25522,0.0,0.255063,0.0,0.345425,0.0,0.342279,0.0,0.202359,0.992017,0.660773,0.994875,0.661556,0.0,0.313342,0.994875,0.661556,0.0,0.127189,0.0,0.117952,0.0,0.139876,0.0,0.072028,0.003327,0.14982,0.0,0.057274,0.0,0.147696,0.0,0.327013,0.0,0.327141,0.0,0.114946,0.0,0.308013,0.006772,0.318268,0.0,0.319525,0.0,0.315198,1
38,0.0,0.416061,0.0,0.401301,0.0,0.370795,0.875147,0.770076,0.92606,0.780112,0.0,0.370435,0.92606,0.780112,0.0,0.337641,0.0,0.359035,0.0,0.263147,0.0,0.334702,0.03199,0.348888,0.0,0.335808,0.0,0.334869,0.0,0.428538,0.0,0.427559,0.0,0.351774,0.992017,0.810308,0.994875,0.813422,0.0,0.374126,0.994875,0.813422,0.0,0.202087,0.0,0.203806,0.0,0.28362,0.0,0.156554,0.003327,0.258731,0.0,0.120393,0.0,0.256591,0.0,0.416595,0.0,0.421825,0.0,0.316449,0.0,0.348863,0.006772,0.367735,0.0,0.368956,0.0,0.365908,1
39,0.0,0.425514,0.0,0.41128,0.0,0.294922,0.875147,0.746252,0.92606,0.750901,0.0,0.373719,0.92606,0.750901,0.0,0.336563,0.0,0.355412,0.0,0.25803,0.0,0.31983,0.03199,0.331022,0.0,0.319809,0.0,0.320014,0.0,0.424871,0.0,0.423087,0.0,0.273798,0.992017,0.776507,0.994875,0.777544,0.0,0.371891,0.994875,0.777544,0.0,0.218139,0.0,0.209612,0.0,0.221277,0.0,0.167763,0.003327,0.249039,0.0,0.144729,0.0,0.246871,0.0,0.403275,0.0,0.403774,0.0,0.206094,0.0,0.372705,0.006772,0.386637,0.0,0.387674,0.0,0.383781,1
40,0.0,0.42526,0.0,0.410909,0.0,0.344581,0.875147,0.750517,0.92606,0.756156,0.0,0.375897,0.92606,0.756156,0.0,0.344825,0.0,0.364191,0.0,0.272298,0.0,0.338797,0.03199,0.349613,0.0,0.338184,0.0,0.339231,0.0,0.431106,0.0,0.432024,0.0,0.321479,0.992017,0.780611,0.994875,0.781942,0.0,0.37745,0.994875,0.781942,0.0,0.264905,0.0,0.254768,0.0,0.285592,0.0,0.225482,0.003327,0.302549,0.0,0.200495,0.0,0.300654,0.0,0.410996,0.0,0.41205,0.0,0.266024,0.0,0.375844,0.006772,0.391321,0.0,0.391606,0.0,0.388834,1
41,0.0,0.442393,0.0,0.426879,0.0,0.426975,0.875147,0.782597,0.92606,0.789284,0.0,0.39112,0.92606,0.789284,0.0,0.369376,0.0,0.390143,0.0,0.305502,0.0,0.376197,0.03199,0.386116,0.0,0.374439,0.0,0.377126,0.0,0.457142,0.0,0.460911,0.0,0.40216,0.992017,0.812874,0.994875,0.814527,0.0,0.396955,0.994875,0.814527,0.0,0.347777,0.0,0.337169,0.0,0.422558,0.0,0.320652,0.003327,0.397839,0.0,0.287528,0.0,0.396546,0.0,0.436848,0.0,0.438335,0.0,0.365197,0.0,0.394193,0.006772,0.411713,0.0,0.411357,0.0,0.409961,1
42,0.0,0.405056,0.0,0.395775,0.0,0.28886,0.875147,0.671534,0.92606,0.670927,0.0,0.356107,0.92606,0.670927,0.0,0.32844,0.0,0.344016,0.0,0.26053,0.0,0.321343,0.03199,0.327744,0.0,0.318945,0.0,0.321799,0.0,0.396027,0.0,0.402083,0.0,0.255662,0.992017,0.684722,0.994875,0.684087,0.0,0.352892,0.994875,0.684087,0.0,0.338294,0.0,0.311103,0.0,0.270348,0.0,0.327792,0.003327,0.358255,0.0,0.321661,0.0,0.356767,0.0,0.374409,0.0,0.368911,0.0,0.169364,0.0,0.385815,0.006772,0.396888,0.0,0.395147,0.0,0.393423,1
43,0.0,0.364269,0.0,0.349561,0.0,0.453274,0.875147,0.684142,0.92606,0.692354,0.0,0.338259,0.92606,0.692354,0.0,0.323255,0.0,0.341587,0.0,0.271369,0.0,0.341744,0.03199,0.349501,0.0,0.338945,0.0,0.342992,0.0,0.390293,0.0,0.395382,0.0,0.430323,0.992017,0.712135,0.994875,0.713994,0.0,0.348623,0.994875,0.713994,0.0,0.36372,0.0,0.349922,0.0,0.685436,0.000798,0.3505,0.003283,0.4186,2e-06,0.315826,0.000296,0.419545,0.0,0.372372,0.0,0.373922,0.0,0.398404,0.0,0.334555,0.006772,0.349791,0.0,0.348974,0.0,0.348944,1
44,0.0,0.407578,0.0,0.399707,0.0,0.298377,0.875147,0.679221,0.92606,0.679485,0.0,0.356387,0.92606,0.679485,0.0,0.325688,0.0,0.341917,0.0,0.256821,0.0,0.319672,0.03199,0.327277,0.0,0.317896,0.0,0.320012,0.0,0.396213,0.0,0.40284,0.0,0.26543,0.992017,0.694625,0.994875,0.69461,0.0,0.352249,0.994875,0.69461,3.3e-05,0.403041,3e-05,0.371839,1.0,0.79108,0.013616,0.462941,0.00415,0.442068,0.000477,0.469015,0.006877,0.44373,0.0,0.378508,0.0,0.373709,0.0,0.186947,0.0,0.382895,0.006772,0.394968,0.0,0.39321,0.0,0.391783,1
45,0.0,0.373986,0.0,0.361526,0.0,0.38631,0.875352,0.675866,0.926215,0.6815,9e-06,0.338755,0.926215,0.6815,0.0,0.305654,0.0,0.322948,0.0,0.235584,0.0,0.302042,0.03199,0.312153,0.0,0.301452,0.0,0.302399,0.0,0.379522,0.0,0.380573,0.0,0.36529,0.991896,0.703579,0.994787,0.70483,3e-06,0.340275,0.994787,0.70483,0.345195,0.563249,0.3263,0.536774,0.333333,0.481734,0.643737,0.761306,0.420426,0.679473,0.772438,0.78555,0.418491,0.678082,0.0,0.362373,0.0,0.363326,0.0,0.317724,0.000716,0.33299,0.006159,0.346172,1e-06,0.346792,0.000618,0.344371,1
46,0.000356,0.27018,0.000312,0.244719,1.0,0.687173,0.880386,0.641105,0.929491,0.658465,0.004714,0.286131,0.929491,0.658465,0.0,0.265883,0.0,0.283487,0.0,0.193398,0.0,0.262911,0.03199,0.276112,0.0,0.264001,0.0,0.26317,0.000159,0.327275,0.00018,0.313002,1.0,0.691102,0.988192,0.689883,0.991907,0.693719,0.00159,0.305447,0.991907,0.693719,0.846535,0.677527,0.807351,0.66331,0.666667,0.643977,0.933699,0.769605,0.863764,0.804539,0.985935,0.734121,0.863309,0.804259,6e-06,0.303587,6e-06,0.317275,1.0,0.745023,0.012664,0.227823,0.003916,0.233102,0.000194,0.238612,0.011625,0.239342,1
47,0.800328,0.533854,1.0,0.563066,0.666667,0.582406,0.950924,0.654094,0.926816,0.633705,0.489204,0.398501,0.926816,0.633705,0.0,0.262902,0.0,0.277931,0.0,0.15656,0.0,0.226601,0.03199,0.242734,0.0,0.231144,0.0,0.224856,0.236927,0.388443,0.38637,0.416166,0.333333,0.521696,0.919495,0.632245,0.916491,0.631602,0.191298,0.341953,0.916491,0.631602,1.0,0.579357,0.790773,0.535782,0.333333,0.568748,0.740205,0.555318,0.549677,0.589599,0.90439,0.516901,0.548174,0.58991,0.36725,0.426178,0.25704,0.420775,0.333333,0.533394,0.917356,0.476818,0.89475,0.482344,0.850772,0.479002,0.894033,0.486203,1
48,0.800328,0.599251,0.994666,0.631059,0.666667,0.677671,0.945205,0.745347,0.922736,0.728172,0.485004,0.440905,0.922736,0.728172,0.0,0.276698,0.0,0.297339,0.0,0.202395,0.0,0.272854,0.03199,0.289119,0.0,0.274873,0.0,0.273501,0.235058,0.452722,0.386605,0.48934,0.333333,0.618075,0.921798,0.734829,0.918259,0.735726,0.190819,0.383179,0.918259,0.735726,0.034477,0.390984,0.031461,0.361478,0.0,0.664507,0.300546,0.388994,0.10528,0.407044,0.215365,0.371651,0.102293,0.405933,0.630444,0.492767,0.669787,0.487824,0.333333,0.657291,0.917651,0.512263,0.890955,0.521052,0.852919,0.518915,0.890212,0.530926,1
