segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_am_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_am_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_am_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_am_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_am_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_am_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_am_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_am_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_am_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_am_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_am_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_am_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
55,2023-02-06T14:35:40.000000000,2023-02-06T14:36:38.000000000,0.000281,0.230247,0.000263,0.179303,1.0,0.787666,0.736795,0.61311,0.834442,0.702405,0.004942,0.24896,0.834442,0.702405,5.5e-05,0.225832,4.7e-05,0.16856,1.0,0.763383,0.639211,0.510519,0.798808,0.696436,0.00177,0.201594,0.798808,0.696436,5.5e-05,0.185957,6e-05,0.185942,1.0,0.83798,0.709699,0.6572,0.868062,0.756523,0.002148,0.171229,0.868062,0.756523,5e-06,0.331715,6e-06,0.331943,1.0,0.865376,0.00247,0.224293,0.001473,0.273257,2.9e-05,0.336682,0.001183,0.27422,2.9e-05,0.20398,2.6e-05,0.188521,1.0,0.804225,0.013671,0.24139,0.010838,0.20122,0.000568,0.270496,0.004124,0.201856,1.1e-05,0.215151,1.3e-05,0.203955,1.0,0.920962,0.010889,0.174641,0.002572,0.176288,0.00022,0.219445,0.006408,0.180845,1e-05,0.288602,1.2e-05,0.282831,1.0,0.866574,0.004226,0.075474,0.004152,0.155623,8.1e-05,0.272779,0.001906,0.15611,0.000116,0.401128,8.8e-05,0.399652,1.0,0.947675,0.053135,0.231991,0.04286,0.203099,0.003294,0.32291,0.051252,0.195926,9e-06,0.203412,7e-06,0.194049,1.0,0.88675,0.012842,0.169731,0.009731,0.158659,0.000224,0.255922,0.010122,0.162689,1e-06,0.171414,1e-06,0.160389,1.0,0.994616,0.002285,0.087909,0.002235,0.135509,2.3e-05,0.147688,0.000997,0.136693,0
56,2023-02-06T14:36:10.000000000,2023-02-06T14:37:08.000000000,0.277961,0.401537,0.324237,0.404122,0.666667,0.648136,0.676004,0.664531,0.763646,0.733771,0.18838,0.377498,0.763646,0.733771,0.06322,0.273731,0.091469,0.247082,0.666667,0.632108,0.72788,0.654104,0.812197,0.782387,0.350193,0.429518,0.812197,0.782387,0.032563,0.221189,0.04704,0.21206,0.666667,0.740522,0.70246,0.694101,0.823748,0.770957,0.219714,0.308814,0.823748,0.770957,0.027276,0.392666,0.029764,0.396396,0.333333,0.711653,0.093246,0.361489,0.064059,0.373853,0.020411,0.411034,0.062452,0.374031,0.379748,0.395843,0.290589,0.306653,0.333333,0.618878,0.696112,0.623086,0.463575,0.486282,0.683577,0.653635,0.4586,0.485596,0.092742,0.32769,0.088744,0.298936,0.333333,0.61899,0.407777,0.414235,0.361618,0.382627,0.196507,0.371994,0.360383,0.384064,0.089138,0.320023,0.091478,0.315218,0.333333,0.583681,0.191433,0.247543,0.124077,0.255527,0.088921,0.397393,0.120241,0.25501,0.155836,0.498853,0.147927,0.503019,0.333333,0.664887,0.703602,0.678506,0.582657,0.534766,0.51471,0.644184,0.575675,0.521708,0.095218,0.285678,0.065701,0.261964,0.333333,0.637298,0.44319,0.440374,0.451853,0.434029,0.195108,0.414566,0.447984,0.435385,0.066937,0.223182,0.048463,0.205527,0.333333,0.762399,0.606642,0.409152,0.44069,0.380587,0.549837,0.410347,0.438342,0.380704,0
57,2023-02-06T14:36:40.000000000,2023-02-06T14:37:38.000000000,0.043641,0.327773,0.056006,0.320999,0.333333,0.325309,0.670695,0.448078,0.759978,0.515914,0.181739,0.244187,0.759978,0.515914,0.454535,0.257282,0.444453,0.213513,0.666667,0.389474,0.735873,0.491314,0.801403,0.575959,0.444157,0.393707,0.801403,0.575959,0.493833,0.132924,0.580138,0.142469,0.666667,0.496184,0.783897,0.512712,0.864894,0.580065,0.417661,0.201415,0.864894,0.580065,0.006036,0.293123,0.008673,0.295422,0.333333,0.357871,0.109158,0.21402,0.10278,0.238998,0.007345,0.278193,0.10124,0.239552,0.768296,0.372148,0.83405,0.307644,0.666667,0.42598,0.718568,0.580933,0.555235,0.433432,0.670763,0.569456,0.55111,0.433093,0.212876,0.156467,0.297861,0.151621,0.666667,0.410624,0.518248,0.310967,0.52047,0.304442,0.267521,0.215617,0.519542,0.305363,0.041668,0.317177,0.053332,0.321812,0.333333,0.396746,0.228065,0.152517,0.207718,0.208203,0.042304,0.231108,0.204249,0.209547,0.545075,0.387348,0.434479,0.372734,0.666667,0.399608,0.734193,0.566882,0.696005,0.50157,0.536526,0.528483,0.681418,0.481754,0.373363,0.155995,0.33298,0.134375,0.666667,0.410178,0.548629,0.334778,0.626524,0.382792,0.271764,0.236738,0.623888,0.386667,0.748958,0.197003,0.763749,0.178761,0.333333,0.472854,0.877902,0.397638,0.744533,0.340683,0.91205,0.423716,0.743461,0.341618,0
58,2023-02-06T14:37:10.000000000,2023-02-06T14:38:08.000000000,0.044506,0.224828,0.058197,0.200964,0.666667,0.320499,0.699156,0.579458,0.798223,0.610903,0.053556,0.454033,0.798223,0.610903,0.457082,0.505532,0.459966,0.518444,0.666667,0.483155,0.871316,0.676025,0.88771,0.730767,0.69303,0.587098,0.88771,0.730767,0.048924,0.276106,0.068245,0.29218,0.333333,0.636803,0.794808,0.587077,0.912542,0.660046,0.192374,0.237129,0.912542,0.660046,0.006604,0.317194,0.00871,0.321233,0.333333,0.590494,0.062834,0.350028,0.057081,0.345253,0.003806,0.370741,0.055462,0.345336,0.193155,0.443644,0.194485,0.440766,0.666667,0.616034,0.574212,0.5566,0.552175,0.554939,0.352903,0.471741,0.548022,0.554847,0.034669,0.260147,0.045349,0.262411,0.0,0.478222,0.331759,0.3025,0.22908,0.300788,0.158408,0.26418,0.227588,0.301709,0.025695,0.218619,0.030256,0.214583,0.333333,0.373226,0.136938,0.300364,0.124025,0.272802,0.017687,0.430278,0.12019,0.272402,0.053151,0.603122,0.058275,0.568301,0.333333,0.640727,0.566878,0.580543,0.534399,0.517775,0.322773,0.513719,0.512057,0.490088,0.025485,0.263251,0.0224,0.244797,0.0,0.514401,0.341441,0.318381,0.298763,0.36288,0.126746,0.281551,0.293814,0.363927,0.458807,0.520619,0.451824,0.519973,0.333333,0.609304,0.877212,0.502588,0.74511,0.534804,0.907886,0.432449,0.74404,0.535098,1
59,2023-02-06T14:37:40.000000000,2023-02-06T14:38:38.000000000,0.118423,0.528504,0.159624,0.568519,0.333333,0.251435,0.659493,0.536613,0.700463,0.557172,0.595828,0.580318,0.700463,0.557172,0.64906,0.598762,0.772383,0.653264,0.666667,0.468711,0.945339,0.777174,0.936131,0.808548,0.837901,0.729159,0.936131,0.808548,0.039811,0.197828,0.051769,0.20595,0.666667,0.568736,0.636559,0.536599,0.792901,0.63918,0.060499,0.19347,0.792901,0.63918,0.000954,0.370279,0.001354,0.37259,0.333333,0.433586,0.178801,0.45942,0.108778,0.44807,0.086789,0.401534,0.107248,0.448066,0.481427,0.567389,0.540917,0.548754,0.666667,0.511631,0.707804,0.737269,0.711189,0.700327,0.501993,0.629157,0.70851,0.699459,0.018642,0.217031,0.020353,0.203922,0.333333,0.475911,0.143882,0.282613,0.15718,0.343472,0.017832,0.209164,0.155549,0.343531,0.004831,0.435738,0.006596,0.455846,0.333333,0.399096,0.323124,0.538386,0.179758,0.484294,0.293112,0.554394,0.176166,0.484529,0.314791,0.582381,0.278272,0.555576,0.666667,0.589889,0.532238,0.591584,0.467355,0.574094,0.291716,0.499133,0.441796,0.544149,0.024446,0.207621,0.019223,0.192806,0.333333,0.475518,0.175539,0.320889,0.257626,0.484522,0.01994,0.245727,0.252387,0.485287,0.554143,0.515104,0.621763,0.522815,0.333333,0.482451,0.739143,0.540219,0.727988,0.558468,0.431252,0.366007,0.726846,0.558568,1
60,2023-02-06T14:38:10.000000000,2023-02-06T14:39:08.000000000,0.797903,0.733971,0.896656,0.826997,0.333333,0.179939,0.691129,0.416245,0.731313,0.421893,0.571582,0.508776,0.731313,0.421893,0.202536,0.324062,0.230015,0.314234,0.666667,0.395195,0.734461,0.456871,0.8347,0.552265,0.266177,0.380144,0.8347,0.552265,0.042308,0.095493,0.054827,0.098839,0.333333,0.296453,0.636595,0.381481,0.79323,0.484692,0.058882,0.074953,0.79323,0.484692,0.143311,0.330597,0.148377,0.334189,0.333333,0.385995,0.372715,0.459422,0.324108,0.464698,0.148543,0.338697,0.322948,0.464611,0.245672,0.324811,0.246741,0.312985,0.333333,0.32,0.45969,0.532718,0.372258,0.436384,0.26907,0.390093,0.366437,0.436547,0.018031,0.093198,0.023369,0.093759,0.333333,0.30379,0.26367,0.252142,0.339066,0.344143,0.032615,0.102481,0.337787,0.343991,0.500566,0.524576,0.597363,0.582439,0.333333,0.249349,0.785155,0.747385,0.650805,0.685671,0.786496,0.725143,0.649276,0.685853,0.009723,0.276305,0.006904,0.270973,0.333333,0.250481,0.277738,0.270229,0.516453,0.497336,0.041434,0.192847,0.49325,0.463725,0.023718,0.091952,0.022006,0.089845,0.333333,0.32934,0.324716,0.311853,0.55721,0.585902,0.038512,0.122217,0.554085,0.586212,0.341706,0.366495,0.350908,0.355369,0.333333,0.370153,0.423733,0.331832,0.285507,0.274263,0.290885,0.253946,0.282508,0.274121,1
61,2023-02-06T14:38:40.000000000,2023-02-06T14:39:38.000000000,0.00747,0.346,0.009109,0.354881,0.0,0.074514,1.0,0.654718,0.997966,0.64505,0.575322,0.567056,0.997966,0.64505,0.004892,0.269961,0.006247,0.230711,0.333333,0.304916,0.685032,0.481819,0.834572,0.611685,0.029325,0.279039,0.834572,0.611685,0.000426,0.122455,0.000454,0.123781,1.0,0.60578,0.711666,0.495712,0.869884,0.597372,0.001638,0.087755,0.869884,0.597372,2.6e-05,0.278471,4.4e-05,0.27843,1.0,0.671313,0.422976,0.548829,0.398028,0.575105,0.093468,0.340514,0.396994,0.574704,0.000311,0.209716,0.000391,0.221674,0.333333,0.375814,0.12152,0.38399,0.170351,0.389292,0.006935,0.26201,0.162657,0.388917,0.000341,0.123581,0.000597,0.12345,0.0,0.126567,0.292586,0.332395,0.383852,0.439134,0.035239,0.149323,0.38266,0.43856,0.012813,0.279201,0.024038,0.306823,0.0,0.069979,0.885078,0.898178,0.782847,0.84952,0.700135,0.744447,0.781896,0.848967,0.000953,0.328272,0.000834,0.326722,0.333333,0.257554,0.314319,0.359796,0.669305,0.674957,0.030009,0.213658,0.653437,0.646774,0.000448,0.120947,0.000558,0.12064,0.0,0.180412,0.362002,0.40952,0.640642,0.743965,0.039331,0.179876,0.638106,0.74291,0.000409,0.281149,0.000511,0.272312,1.0,0.70799,0.141913,0.246445,0.068316,0.223978,0.0407,0.193659,0.064405,0.223091,1
62,2023-02-06T14:39:10.000000000,2023-02-06T14:40:08.000000000,0.903976,0.348898,0.860163,0.301481,0.333333,0.079226,0.999493,0.655165,0.997371,0.665626,0.577071,0.522667,0.997371,0.665626,0.029967,0.331917,0.03412,0.304711,0.666667,0.291127,0.693617,0.562564,0.841175,0.665436,0.035241,0.398155,0.841175,0.665436,0.000108,0.093985,0.000103,0.094429,1.0,0.666036,0.697969,0.521295,0.856208,0.629656,0.010908,0.092324,0.856208,0.629656,0.171224,0.293828,0.18442,0.293329,0.333333,0.544756,0.26686,0.463538,0.165923,0.490449,0.187143,0.329526,0.164491,0.489964,0.004363,0.341869,0.003325,0.345305,0.333333,0.397187,0.074609,0.505597,0.053565,0.471076,0.008993,0.428031,0.044787,0.469797,0.025476,0.112156,0.024026,0.103547,0.333333,0.173387,0.170607,0.288892,0.133954,0.375715,0.038762,0.139603,0.132278,0.374789,0.989729,0.397127,0.999641,0.404535,0.333333,0.147763,0.51757,0.710262,0.274859,0.684532,0.774421,0.587645,0.271684,0.684002,0.013943,0.323374,0.008363,0.317663,0.333333,0.377906,0.175572,0.423394,0.247882,0.619701,0.027024,0.280239,0.211791,0.593991,0.033187,0.109645,0.022217,0.10442,0.333333,0.190571,0.21094,0.35487,0.225949,0.619265,0.043201,0.181906,0.220486,0.617889,0.059513,0.218562,0.065476,0.205374,0.333333,0.592805,0.139934,0.286553,0.070527,0.253306,0.038936,0.218057,0.066625,0.252439,0
63,2023-02-06T14:39:40.000000000,2023-02-06T14:40:38.000000000,0.021828,0.510646,0.026679,0.510287,0.333333,0.337409,0.691203,0.557527,0.791714,0.560654,0.053257,0.574497,0.791714,0.560654,0.292147,0.461822,0.30784,0.447992,0.666667,0.616674,0.791503,0.580115,0.826992,0.638739,0.593148,0.53944,0.826992,0.638739,0.042036,0.155247,0.054732,0.163762,0.666667,0.564274,0.677535,0.482867,0.833399,0.585019,0.038004,0.130217,0.833399,0.585019,0.000139,0.3062,0.00021,0.307749,0.333333,0.384268,0.024059,0.395381,0.016079,0.37732,0.0016,0.360378,0.014389,0.376669,0.56791,0.392036,0.640074,0.457818,0.666667,0.560115,0.730148,0.623595,0.579405,0.609951,0.679758,0.557044,0.575504,0.609641,0.000561,0.155283,0.000644,0.155829,0.333333,0.290591,0.080627,0.248712,0.061634,0.27531,0.008941,0.163811,0.059818,0.274417,0.000492,0.432382,0.000805,0.448993,0.333333,0.22739,0.05399,0.521765,0.034688,0.423993,0.008023,0.636592,0.030461,0.42238,0.009806,0.46849,0.00856,0.464822,1.0,0.407948,0.522353,0.432795,0.388581,0.46808,0.292762,0.328121,0.391893,0.424592,0.000755,0.157545,0.000602,0.15216,0.333333,0.334691,0.100199,0.294013,0.1073,0.416109,0.010027,0.198946,0.101,0.413612,0.080755,0.409226,0.059001,0.406174,0.333333,0.329844,0.450351,0.401752,0.304053,0.402674,0.327614,0.293362,0.301132,0.401881,1
64,2023-02-06T14:40:10.000000000,2023-02-06T14:41:08.000000000,0.149237,0.468907,0.171556,0.44371,0.666667,0.354573,0.653997,0.476257,0.696157,0.477559,0.591361,0.606242,0.696157,0.477559,0.568097,0.523677,0.615001,0.522943,1.0,0.579804,0.824926,0.586725,0.830572,0.626684,0.748975,0.618664,0.830572,0.626684,0.034905,0.119749,0.049497,0.127719,0.666667,0.518148,0.617161,0.444075,0.772505,0.5493,0.077037,0.135592,0.772505,0.5493,0.001623,0.301034,0.002018,0.302678,0.333333,0.402945,0.157531,0.423655,0.092178,0.419589,0.070399,0.341863,0.090619,0.419201,0.419498,0.436633,0.624448,0.53749,1.0,0.644678,0.85979,0.781472,0.839976,0.756591,0.766151,0.71469,0.838492,0.756141,0.018322,0.133115,0.02207,0.127642,0.333333,0.295112,0.126778,0.252963,0.135311,0.325851,0.014615,0.140143,0.133638,0.325193,0.007382,0.388143,0.008571,0.410326,0.333333,0.258681,0.25241,0.597103,0.141289,0.545577,0.179053,0.543469,0.137529,0.545224,0.316249,0.494743,0.313761,0.490411,0.666667,0.414559,0.526883,0.479842,0.422167,0.531341,0.293009,0.360572,0.394439,0.491648,0.023961,0.132277,0.02063,0.124418,0.333333,0.310392,0.152525,0.302024,0.216928,0.518096,0.016194,0.174562,0.211402,0.517175,0.416907,0.454045,0.467375,0.448433,0.333333,0.408807,0.621097,0.469438,0.595097,0.470723,0.337977,0.316843,0.593397,0.470325,1
65,2023-02-06T14:40:40.000000000,2023-02-06T14:41:38.000000000,0.812976,0.791961,0.787673,0.783235,0.333333,0.220698,0.694499,0.483771,0.73388,0.492748,0.574848,0.545138,0.73388,0.492748,0.13531,0.279463,0.149156,0.240644,0.666667,0.43376,0.685282,0.453512,0.808498,0.589122,0.164917,0.295345,0.808498,0.589122,0.048057,0.149322,0.064421,0.160597,0.333333,0.332613,0.639442,0.457692,0.795466,0.558634,0.060537,0.129837,0.795466,0.558634,0.126711,0.357397,0.140302,0.366782,0.333333,0.383463,0.363441,0.517736,0.310373,0.519752,0.156253,0.383495,0.309189,0.519539,0.306842,0.407824,0.348431,0.43033,0.666667,0.559009,0.463722,0.574039,0.373296,0.476585,0.274926,0.457809,0.367484,0.476379,0.020552,0.148032,0.023744,0.143629,0.333333,0.343319,0.257135,0.307787,0.324052,0.393136,0.034625,0.158565,0.322744,0.392843,0.50924,0.572228,0.597922,0.627579,0.333333,0.286253,0.764439,0.827847,0.620848,0.744439,0.809666,0.834078,0.619187,0.744326,0.012091,0.327777,0.008535,0.3234,0.333333,0.310466,0.271503,0.325323,0.510859,0.550397,0.038585,0.251398,0.487387,0.517038,0.028339,0.14628,0.02353,0.137979,0.333333,0.366031,0.315778,0.372337,0.528647,0.638063,0.041206,0.190304,0.52532,0.637879,0.375208,0.420628,0.346731,0.371356,0.333333,0.372237,0.427954,0.351694,0.2892,0.292265,0.295881,0.288501,0.286217,0.291855,1
66,2023-02-06T14:41:10.000000000,2023-02-06T14:42:08.000000000,0.115304,0.515469,0.110908,0.473498,0.333333,0.264536,0.951669,0.674996,0.965937,0.685967,0.478012,0.515015,0.965937,0.685967,0.000194,0.218148,0.000176,0.162088,1.0,0.648263,0.641501,0.472694,0.801023,0.64253,0.000938,0.183958,0.801023,0.64253,0.000645,0.185401,0.000598,0.191058,1.0,0.620617,0.708094,0.560802,0.866551,0.656578,0.002706,0.146855,0.866551,0.656578,0.007971,0.333743,0.011135,0.341344,0.333333,0.406674,0.397776,0.568431,0.353733,0.573107,0.145853,0.416948,0.352623,0.572993,0.001796,0.305347,0.001535,0.30878,0.333333,0.480441,0.114656,0.34078,0.154836,0.339381,0.007654,0.253025,0.146998,0.338534,0.00935,0.195919,0.00976,0.189152,0.333333,0.411342,0.272853,0.345941,0.33394,0.418058,0.04448,0.212509,0.332651,0.418,0.177403,0.426235,0.219468,0.459387,0.333333,0.323169,0.848771,0.845103,0.716679,0.775672,0.843063,0.844267,0.715438,0.775601,0.00575,0.427461,0.003769,0.424962,0.333333,0.379081,0.300273,0.452293,0.614008,0.680703,0.034395,0.362366,0.595486,0.656436,0.012188,0.187535,0.009051,0.178441,0.333333,0.441581,0.337445,0.407573,0.557585,0.648594,0.049607,0.24449,0.554463,0.64865,0.007778,0.269742,0.008335,0.238741,0.333333,0.390605,0.139543,0.220819,0.065052,0.201961,0.0398,0.178334,0.063448,0.202736,1
67,2023-02-06T14:41:40.000000000,2023-02-06T14:42:38.000000000,0.586153,0.275762,0.756314,0.24844,0.333333,0.341665,0.954152,0.707516,0.968293,0.737404,0.475431,0.466055,0.968293,0.737404,0.001549,0.335566,0.001276,0.296256,1.0,0.695011,0.619889,0.554895,0.733483,0.670687,0.233226,0.400415,0.733483,0.670687,0.0,0.163172,1e-06,0.163196,1.0,0.783199,0.70785,0.612994,0.866793,0.707654,2.1e-05,0.172986,0.866793,0.707654,0.201792,0.349026,0.199534,0.352299,0.333333,0.431288,0.224416,0.489349,0.122141,0.504203,0.151638,0.392793,0.120633,0.504162,0.002235,0.303258,0.0023,0.33771,0.333333,0.458887,0.547809,0.576067,0.308327,0.527961,0.453108,0.550948,0.301912,0.526387,0.011946,0.204922,0.012831,0.188238,0.333333,0.445838,0.134615,0.303047,0.092817,0.36029,0.026297,0.217354,0.091061,0.360301,0.687212,0.407643,0.734109,0.411007,0.333333,0.397813,0.443692,0.602223,0.208335,0.600009,0.617769,0.539538,0.204869,0.600322,0.007328,0.435644,0.00492,0.433424,0.333333,0.554531,0.147595,0.63202,0.190854,0.675584,0.020814,0.533406,0.152027,0.669664,0.01556,0.188784,0.011861,0.175227,0.333333,0.442992,0.166539,0.33908,0.158503,0.508544,0.029282,0.248854,0.152565,0.50871,0.049429,0.193275,0.072133,0.185715,0.333333,0.464683,0.16399,0.257444,0.103493,0.247597,0.04722,0.188304,0.099729,0.248463,0
68,2023-02-06T14:42:10.000000000,2023-02-06T14:43:08.000000000,0.084736,0.665518,0.098618,0.708704,0.666667,0.31449,0.748072,0.622213,0.829912,0.641165,0.132693,0.53669,0.829912,0.641165,0.585472,0.37932,0.650656,0.348443,1.0,0.629537,0.792141,0.626022,0.798893,0.71609,0.740017,0.484867,0.798893,0.71609,0.000309,0.254024,0.000298,0.265745,1.0,0.486597,0.669789,0.605142,0.827611,0.690099,0.031858,0.214811,0.827611,0.690099,0.00168,0.405228,0.001872,0.411711,0.333333,0.433365,0.02826,0.464344,0.021515,0.427267,0.001749,0.444605,0.019835,0.427111,0.490509,0.601861,0.643864,0.616813,0.666667,0.489737,0.794266,0.686907,0.710603,0.599131,0.725233,0.625387,0.707919,0.59849,0.004335,0.238016,0.004542,0.231317,0.333333,0.446603,0.100755,0.28751,0.092429,0.299282,0.011772,0.238338,0.090672,0.299214,0.005757,0.500893,0.00599,0.518567,0.333333,0.261886,0.060088,0.529149,0.04587,0.402894,0.007591,0.751092,0.041692,0.402203,0.002657,0.810586,0.001807,0.809578,1.0,0.568721,0.700533,0.775042,0.401991,0.671459,0.545095,0.801727,0.468953,0.653986,0.005587,0.227504,0.004315,0.217447,0.333333,0.481467,0.117226,0.312723,0.143449,0.373116,0.012079,0.268513,0.137405,0.372442,0.158221,0.376328,0.115572,0.345506,0.333333,0.415445,0.473067,0.379393,0.349343,0.38526,0.329616,0.284758,0.346612,0.384947,1
69,2023-02-06T14:42:40.000000000,2023-02-06T14:43:38.000000000,0.410359,0.420306,0.393325,0.385576,0.333333,0.179144,0.654815,0.432206,0.69439,0.439815,0.611235,0.543683,0.69439,0.439815,0.394455,0.332517,0.429374,0.300568,0.666667,0.356585,0.898739,0.618724,0.935783,0.699047,0.574434,0.445374,0.935783,0.699047,0.106442,0.165301,0.108356,0.170549,0.333333,0.385433,0.689561,0.520206,0.831201,0.598491,0.111478,0.162033,0.831201,0.598491,0.037047,0.303941,0.042563,0.309793,0.333333,0.370735,0.249327,0.455005,0.170418,0.442252,0.14263,0.359838,0.168994,0.442241,0.84698,0.665032,0.959087,0.686192,0.333333,0.278865,0.734473,0.659408,0.696406,0.60943,0.582964,0.573597,0.69359,0.609101,0.013278,0.127648,0.018903,0.121204,0.333333,0.363508,0.194538,0.249063,0.229661,0.329934,0.026094,0.133353,0.22817,0.329921,0.010193,0.397562,0.018325,0.393688,0.0,0.159454,0.489213,0.631855,0.306677,0.566244,0.588146,0.596229,0.303642,0.566801,1.0,1.0,1.0,1.0,0.666667,0.417571,1.0,1.0,0.919333,0.962664,1.0,1.0,0.915462,0.94941,0.020918,0.12263,0.019668,0.114657,0.333333,0.374678,0.227987,0.282674,0.344041,0.487661,0.031031,0.1547,0.339411,0.487978,0.39459,0.351678,0.390014,0.337465,0.333333,0.37639,0.636883,0.420712,0.594971,0.423434,0.384203,0.284487,0.593271,0.42371,1
