segment_idx,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
51,0.0,0.409595,0.0,0.410243,0.0,0.460591,0.664887,0.725755,0.776751,0.836832,0.0,0.43661,0.776751,0.836832,0.0,0.499084,0.0,0.468724,0.0,0.293133,0.001118,0.425539,0.043336,0.418696,1e-06,0.422686,0.000871,0.402734,0.0,0.784536,0.0,0.784536,0.0,0.784536,0.0,0.784536,0.0,0.784536,0.0,0.784536,0.0,0.784536,1
52,0.0,0.409517,0.0,0.420639,0.333333,0.563068,0.66468,0.617732,0.776575,0.683343,9e-06,0.43751,0.776575,0.683343,3.5e-05,0.407996,2.8e-05,0.386078,1.0,0.409492,0.033772,0.386543,0.030845,0.37034,0.001238,0.365708,0.041384,0.367512,0.0,0.629557,0.0,0.629557,0.0,0.629557,0.0,0.629557,0.0,0.629557,0.0,0.629557,0.0,0.629557,1
53,0.000113,0.458759,0.000142,0.493063,1.0,0.632613,0.641213,0.729364,0.747592,0.740633,0.047607,0.623242,0.747592,0.740633,0.045718,0.515373,0.051675,0.482896,0.333333,0.550611,0.530177,0.535486,0.514155,0.498781,0.282134,0.451663,0.499593,0.499281,0.0,0.660192,0.0,0.660192,0.0,0.660192,0.0,0.660192,0.0,0.660192,0.0,0.660192,0.0,0.660192,1
54,0.421659,0.728678,0.551815,0.80785,0.333333,0.520246,0.904566,0.880063,0.81099,0.767096,0.998258,0.969166,0.81099,0.767096,0.280101,0.574795,0.276057,0.538401,0.666667,0.67185,0.530177,0.563432,0.514155,0.520207,0.282134,0.46189,0.499593,0.524683,0.0,0.654427,0.0,0.654427,0.0,0.654427,0.0,0.654427,0.0,0.654427,0.0,0.654427,0.0,0.654427,1
55,0.837056,0.928718,0.942384,1.0,0.333333,0.585328,0.921196,0.920569,0.837253,0.820198,0.942838,1.0,0.837253,0.820198,0.000328,0.440529,0.000271,0.414923,1.0,0.855463,0.033772,0.413213,0.030845,0.372188,0.001238,0.376906,0.041384,0.395529,0.0,0.687301,0.0,0.687301,0.0,0.687301,0.0,0.687301,0.0,0.687301,0.0,0.687301,0.0,0.687301,1
56,0.000433,0.650078,0.000577,0.68342,1.0,0.786302,0.661695,0.797616,0.773755,0.823524,0.001633,0.680736,0.773755,0.823524,0.0,0.466789,0.0,0.439331,0.0,0.643277,0.001118,0.434017,0.043336,0.406986,1e-06,0.410249,0.000871,0.412833,0.0,0.739241,0.0,0.739241,0.0,0.739241,0.0,0.739241,0.0,0.739241,0.0,0.739241,0.0,0.739241,1
57,0.0,0.320247,1e-06,0.336808,1.0,0.657394,0.664561,0.544523,0.776476,0.586367,3e-06,0.419224,0.776476,0.586367,0.0,0.390446,0.0,0.368643,0.0,0.324191,0.0,0.376139,0.044168,0.361646,0.0,0.338426,0.0,0.35426,0.0,0.520729,0.0,0.520729,0.0,0.520729,0.0,0.520729,0.0,0.520729,0.0,0.520729,0.0,0.520729,1
58,0.0,0.433927,0.0,0.446202,0.0,0.519933,0.664887,0.635865,0.776751,0.688316,0.0,0.460698,0.776751,0.688316,0.0,0.382936,0.0,0.360512,0.0,0.452014,0.0,0.368724,0.044168,0.349449,0.0,0.345769,0.0,0.349813,0.0,0.600654,0.0,0.600654,0.0,0.600654,0.0,0.600654,0.0,0.600654,0.0,0.600654,0.0,0.600654,1
59,0.0,0.356497,0.0,0.361111,0.0,0.448437,0.664887,0.632943,0.776751,0.722124,0.0,0.404675,0.776751,0.722124,0.0,0.44633,0.0,0.420903,0.0,0.338519,0.0,0.396783,0.044168,0.386445,0.0,0.381932,0.0,0.376101,0.0,0.669571,0.0,0.669571,0.0,0.669571,0.0,0.669571,0.0,0.669571,0.0,0.669571,0.0,0.669571,1
60,0.0,0.244583,0.0,0.243101,0.0,0.318346,0.664887,0.47076,0.776751,0.556248,0.0,0.269923,0.776751,0.556248,0.0,0.310615,0.0,0.293358,0.0,0.248545,0.0,0.278635,0.044168,0.274903,0.0,0.273896,0.0,0.26558,0.0,0.484068,0.0,0.484068,0.0,0.484068,0.0,0.484068,0.0,0.484068,0.0,0.484068,0.0,0.484068,1
61,0.0,0.257908,0.0,0.250485,0.0,0.303745,0.664887,0.510894,0.776751,0.61794,0.0,0.259729,0.776751,0.61794,0.0,0.329778,0.0,0.310813,0.0,0.2442,0.0,0.28247,0.044168,0.280463,0.0,0.287867,0.0,0.27014,0.0,0.545661,0.0,0.545661,0.0,0.545661,0.0,0.545661,0.0,0.545661,0.0,0.545661,0.0,0.545661,1
62,0.0,0.239127,0.0,0.230098,0.0,0.303147,0.664887,0.5262,0.776751,0.647228,0.0,0.254836,0.776751,0.647228,0.0,0.378722,0.0,0.357753,0.0,0.190821,0.0,0.306865,0.044168,0.310737,0.0,0.317431,0.0,0.293523,0.0,0.599769,0.0,0.599769,0.0,0.599769,0.0,0.599769,0.0,0.599769,0.0,0.599769,0.0,0.599769,1
63,0.0,0.266031,0.0,0.256056,0.0,0.300675,0.664887,0.535127,0.776751,0.651938,0.0,0.25503,0.776751,0.651938,0.0,0.338789,0.0,0.318803,0.0,0.245098,0.0,0.282031,0.044168,0.281462,0.0,0.293086,0.0,0.270278,0.0,0.576702,0.0,0.576702,0.0,0.576702,0.0,0.576702,0.0,0.576702,0.0,0.576702,0.0,0.576702,1
64,0.0,0.261437,0.0,0.255821,0.0,0.324032,0.664887,0.530608,0.776751,0.638942,0.0,0.27967,0.776751,0.638942,0.0,0.369121,0.0,0.348538,0.0,0.229083,0.0,0.30986,0.044168,0.310144,0.0,0.3143,0.0,0.295906,0.0,0.583278,0.0,0.583278,0.0,0.583278,0.0,0.583278,0.0,0.583278,0.0,0.583278,0.0,0.583278,1
65,0.0,0.281372,0.0,0.278904,0.0,0.34485,0.664887,0.533128,0.776751,0.628232,0.0,0.303129,0.776751,0.628232,0.0,0.357278,0.0,0.337032,0.0,0.270329,0.0,0.314467,0.044168,0.309522,0.0,0.310869,0.0,0.299505,0.0,0.561926,0.0,0.561926,0.0,0.561926,0.0,0.561926,0.0,0.561926,0.0,0.561926,0.0,0.561926,1
66,0.0,0.328327,0.0,0.328547,0.0,0.38594,0.664887,0.583613,0.776751,0.674464,0.0,0.350805,0.776751,0.674464,0.0,0.38613,0.0,0.363709,0.0,0.335214,0.0,0.347929,0.044168,0.337258,0.0,0.338514,0.0,0.330503,0.0,0.605225,0.0,0.605225,0.0,0.605225,0.0,0.605225,0.0,0.605225,0.0,0.605225,0.0,0.605225,1
67,0.0,0.347163,0.0,0.350004,0.0,0.416329,0.664887,0.612692,0.776751,0.703481,0.0,0.389695,0.776751,0.703481,0.0,0.441142,0.0,0.416651,0.0,0.332359,0.0,0.394658,0.044168,0.384195,0.0,0.381391,0.0,0.374165,0.0,0.659736,0.0,0.659736,0.0,0.659736,0.0,0.659736,0.0,0.659736,0.0,0.659736,0.0,0.659736,1
68,0.0,0.358033,0.0,0.359316,0.0,0.413388,0.664887,0.621241,0.776751,0.712362,0.0,0.380887,0.776751,0.712362,0.0,0.410627,0.0,0.386407,0.0,0.375665,0.0,0.373679,0.044168,0.358884,0.0,0.360803,0.0,0.354413,0.0,0.641997,0.0,0.641997,0.0,0.641997,0.0,0.641997,0.0,0.641997,0.0,0.641997,0.0,0.641997,1
69,0.0,0.277681,0.0,0.278225,0.0,0.354057,0.664887,0.510502,0.776751,0.593172,0.0,0.31379,0.776751,0.593172,0.0,0.354987,0.0,0.33555,0.0,0.274515,0.0,0.322934,0.044168,0.315813,0.0,0.312377,0.0,0.306731,0.0,0.535163,0.0,0.535163,0.0,0.535163,0.0,0.535163,0.0,0.535163,0.0,0.535163,0.0,0.535163,1
70,0.0,0.260651,0.0,0.258454,0.0,0.329599,0.664887,0.499106,0.776751,0.588638,0.0,0.284019,0.776751,0.588638,0.0,0.331616,0.0,0.313014,0.0,0.257929,0.0,0.295038,0.044168,0.290683,0.0,0.290688,0.0,0.281104,0.0,0.518746,0.0,0.518746,0.0,0.518746,0.0,0.518746,0.0,0.518746,0.0,0.518746,0.0,0.518746,1
71,0.0,0.269344,0.0,0.264073,0.0,0.323251,0.664887,0.531255,0.776751,0.633951,0.0,0.277443,0.776751,0.633951,0.0,0.338968,0.0,0.319119,0.0,0.25321,0.0,0.289285,0.044168,0.28731,0.0,0.292405,0.0,0.276564,0.0,0.555267,0.0,0.555267,0.0,0.555267,0.0,0.555267,0.0,0.555267,0.0,0.555267,0.0,0.555267,1
72,0.0,0.223207,0.0,0.21763,0.0,0.283843,0.664887,0.466317,0.776751,0.56527,0.0,0.241414,0.776751,0.56527,0.0,0.316683,0.0,0.299605,0.0,0.170179,0.0,0.264101,0.044168,0.270159,0.0,0.271011,0.0,0.25304,0.0,0.504268,0.0,0.504268,0.0,0.504268,0.0,0.504268,0.0,0.504268,0.0,0.504268,0.0,0.504268,1
73,0.0,0.269348,0.0,0.262763,0.0,0.316255,0.664887,0.543978,0.776751,0.652174,0.0,0.269753,0.776751,0.652174,0.0,0.335005,0.0,0.31485,0.0,0.24662,0.0,0.278062,0.044168,0.27817,0.0,0.285771,0.0,0.266645,0.0,0.563456,0.0,0.563456,0.0,0.563456,0.0,0.563456,0.0,0.563456,0.0,0.563456,0.0,0.563456,1
74,0.0,0.284495,0.0,0.280168,0.0,0.333857,0.664887,0.551823,0.776751,0.657573,0.0,0.300898,0.776751,0.657573,0.0,0.376725,0.0,0.355598,0.0,0.237237,0.0,0.316531,0.044168,0.317857,0.0,0.321143,0.0,0.302185,0.0,0.600391,0.0,0.600391,0.0,0.600391,0.0,0.600391,0.0,0.600391,0.0,0.600391,0.0,0.600391,1
75,0.0,0.285779,0.0,0.283376,0.0,0.348324,0.664887,0.540005,0.776751,0.635887,0.0,0.307421,0.776751,0.635887,0.0,0.362872,0.0,0.342311,0.0,0.274158,0.0,0.319399,0.044168,0.314111,0.0,0.315507,0.0,0.304105,0.0,0.569904,0.0,0.569904,0.0,0.569904,0.0,0.569904,0.0,0.569904,0.0,0.569904,0.0,0.569904,1
76,0.0,0.336612,0.0,0.33571,0.0,0.407099,0.664887,0.609335,0.776751,0.708163,0.0,0.359222,0.776751,0.708163,0.0,0.41291,0.0,0.388838,0.0,0.367141,0.0,0.371523,0.044168,0.356769,0.0,0.360132,0.0,0.352847,0.0,0.643826,0.0,0.643826,0.0,0.643826,0.0,0.643826,0.0,0.643826,0.0,0.643826,0.0,0.643826,1
77,0.0,0.348385,0.0,0.349227,0.0,0.414881,0.664887,0.601644,0.776751,0.697573,0.0,0.386761,0.776751,0.697573,0.0,0.455438,0.0,0.430688,0.0,0.353115,0.0,0.414249,0.044168,0.400594,0.0,0.398434,0.0,0.391753,0.0,0.676151,0.0,0.676151,0.0,0.676151,0.0,0.676151,0.0,0.676151,0.0,0.676151,0.0,0.676151,1
78,0.0,0.325672,0.0,0.325569,0.0,0.439093,0.664887,0.589358,0.776751,0.681979,0.0,0.353159,0.776751,0.681979,0.0,0.399244,0.0,0.375872,0.0,0.427692,0.0,0.380112,0.044168,0.354483,0.0,0.355657,0.0,0.360635,0.0,0.612732,0.0,0.612732,0.0,0.612732,0.0,0.612732,0.0,0.612732,0.0,0.612732,0.0,0.612732,1
79,0.0,0.301245,0.0,0.300783,0.0,0.3729,0.664887,0.535468,0.776751,0.626004,0.0,0.336581,0.776751,0.626004,0.0,0.398062,0.0,0.376566,0.0,0.353556,0.0,0.367351,0.044168,0.355066,0.0,0.350902,0.0,0.347582,0.0,0.592089,0.0,0.592089,0.0,0.592089,0.0,0.592089,0.0,0.592089,0.0,0.592089,0.0,0.592089,1
80,0.0,0.335321,0.0,0.332577,0.0,0.424228,0.664926,0.619763,0.776784,0.727792,0.0,0.352547,0.776784,0.727792,0.0,0.423975,0.0,0.39952,0.333333,0.546663,0.007497,0.374977,0.04646,0.360748,6.1e-05,0.363822,0.007929,0.356943,0.0,0.670947,0.0,0.670947,0.0,0.670947,0.0,0.670947,0.0,0.670947,0.0,0.670947,0.0,0.670947,1
81,1e-06,0.318989,3e-06,0.314432,1.0,0.720843,0.664507,0.642066,0.776423,0.757962,4.1e-05,0.309853,0.776423,0.757962,0.000732,0.360875,0.00055,0.338162,1.0,0.70701,0.287026,0.415117,0.180798,0.346794,0.088675,0.343665,0.280705,0.395644,0.0,0.636827,0.0,0.636827,0.0,0.636827,0.0,0.636827,0.0,0.636827,0.0,0.636827,0.0,0.636827,1
82,0.002935,0.352729,0.005363,0.354954,0.0,0.694726,0.553665,0.561834,0.616602,0.633952,0.30432,0.380826,0.616602,0.633952,0.282417,0.383239,0.294536,0.362581,0.666667,0.505747,0.531147,0.473285,0.495417,0.40636,0.285515,0.374753,0.485848,0.439497,0.0,0.584136,0.0,0.584136,0.0,0.584136,0.0,0.584136,0.0,0.584136,0.0,0.584136,0.0,0.584136,1
83,0.821926,0.470661,0.905045,0.476342,0.333333,0.441868,0.916224,0.830096,0.840047,0.885544,0.899857,0.541903,0.840047,0.885544,0.020282,0.471568,0.019363,0.443907,0.0,0.647664,0.44704,0.432765,0.36337,0.409244,0.207754,0.395841,0.376555,0.40378,0.0,0.711393,0.0,0.711393,0.0,0.711393,0.0,0.711393,0.0,0.711393,0.0,0.711393,0.0,0.711393,1
84,0.225494,0.378926,0.242188,0.378886,0.333333,0.690224,0.998786,0.835391,0.999092,0.911657,0.393946,0.466537,0.999092,0.911657,1.2e-05,0.413781,1.2e-05,0.390121,1.0,0.699906,0.007497,0.338104,0.04646,0.33469,6.1e-05,0.342721,0.007929,0.327082,0.0,0.675745,0.0,0.675745,0.0,0.675745,0.0,0.675745,0.0,0.675745,0.0,0.675745,0.0,0.675745,1
85,3.5e-05,0.304632,4.9e-05,0.303876,1.0,0.88403,0.663934,0.566074,0.775918,0.656902,0.000161,0.3394,0.775918,0.656902,0.0,0.374174,0.0,0.352937,0.0,0.346443,0.0,0.329091,0.044168,0.323214,0.0,0.325337,0.0,0.313272,0.0,0.588116,0.0,0.588116,0.0,0.588116,0.0,0.588116,0.0,0.588116,0.0,0.588116,0.0,0.588116,1
86,0.0,0.400412,0.0,0.405982,0.0,0.658499,0.664781,0.6526,0.776661,0.73394,0.0,0.431972,0.776661,0.73394,0.0,0.438664,0.0,0.413366,0.0,0.353946,0.0,0.394481,0.044168,0.38141,0.0,0.384016,0.0,0.372108,0.0,0.666595,0.0,0.666595,0.0,0.666595,0.0,0.666595,0.0,0.666595,0.0,0.666595,0.0,0.666595,1
87,0.0,0.407419,0.0,0.412338,0.0,0.540773,0.664887,0.703108,0.776751,0.772485,0.0,0.472346,0.776751,0.772485,0.0,0.463864,0.0,0.440112,0.0,0.466855,0.0,0.452623,0.044168,0.432398,0.0,0.427831,0.0,0.426214,0.0,0.685821,0.0,0.685821,0.0,0.685821,0.0,0.685821,0.0,0.685821,0.0,0.685821,0.0,0.685821,1
88,0.0,0.4589,0.0,0.471772,0.0,0.676488,0.664887,0.690294,0.776751,0.746312,0.0,0.5062,0.776751,0.746312,0.0,0.463197,0.0,0.437238,0.0,0.581447,0.002186,0.449738,0.044673,0.419574,5e-06,0.415099,0.00186,0.425001,0.0,0.672292,0.0,0.672292,0.0,0.672292,0.0,0.672292,0.0,0.672292,0.0,0.672292,0.0,0.672292,1
89,0.0,0.371772,0.0,0.375368,0.666667,0.826398,0.665279,0.626005,0.777077,0.695154,2.1e-05,0.456715,0.777077,0.695154,0.000141,0.472046,0.000113,0.450347,1.0,0.821348,0.05419,0.533807,0.061168,0.484666,0.00321,0.450981,0.067508,0.500894,0.0,0.657546,0.0,0.657546,0.0,0.657546,0.0,0.657546,0.0,0.657546,0.0,0.657546,0.0,0.657546,1
90,0.000252,0.388767,0.000317,0.399673,1.0,0.907506,0.602948,0.569821,0.684013,0.62528,0.198267,0.554043,0.684013,0.62528,0.159421,0.572835,0.176146,0.552633,0.666667,0.688727,0.530831,0.725558,0.493126,0.65505,0.285412,0.568625,0.487265,0.66049,0.0,0.689434,0.0,0.689434,0.0,0.689434,0.0,0.689434,0.0,0.689434,0.0,0.689434,0.0,0.689434,1
91,0.737245,0.641731,0.849518,0.68706,0.333333,0.682967,0.900702,0.722753,0.806855,0.692339,1.0,0.774225,0.806855,0.692339,0.101934,0.538216,0.1195,0.520198,0.333333,0.489956,0.528481,0.704649,0.483,0.634746,0.283827,0.546031,0.501271,0.647361,0.0,0.688115,0.0,0.688115,0.0,0.688115,0.0,0.688115,0.0,0.688115,0.0,0.688115,0.0,0.688115,1
92,0.533497,0.570185,0.693935,0.611985,0.333333,0.548026,0.950598,0.725133,0.900671,0.718841,0.736971,0.644587,0.900671,0.718841,9e-05,0.399797,7.5e-05,0.385396,1.0,0.525789,0.021034,0.500479,0.050538,0.460188,0.000484,0.407179,0.024774,0.473045,0.0,0.633156,0.0,0.633156,0.0,0.633156,0.0,0.633156,0.0,0.633156,0.0,0.633156,0.0,0.633156,1
93,0.000195,0.378366,0.000242,0.393788,1.0,0.632099,0.665793,0.677936,0.777389,0.777785,0.000658,0.427545,0.777389,0.777785,0.0,0.479271,0.0,0.453068,0.0,0.487525,0.0,0.427686,0.044168,0.410986,0.0,0.387325,0.0,0.400601,0.0,0.734605,0.0,0.734605,0.0,0.734605,0.0,0.734605,0.0,0.734605,0.0,0.734605,0.0,0.734605,1
94,0.0,0.425904,0.0,0.428865,0.333333,0.491983,0.664751,0.724582,0.776636,0.835937,1e-06,0.436549,0.776636,0.835937,0.0,0.465251,0.0,0.440546,0.0,0.40245,0.0,0.43263,0.044168,0.419719,0.0,0.409434,0.0,0.413061,0.0,0.789591,0.0,0.789591,0.0,0.789591,0.0,0.789591,0.0,0.789591,0.0,0.789591,0.0,0.789591,1
95,0.0,0.380641,0.0,0.377268,0.0,0.422614,0.664887,0.689204,0.776751,0.807542,0.0,0.3935,0.776751,0.807542,0.0,0.476908,0.0,0.449103,0.0,0.345244,0.0,0.404951,0.044168,0.397303,0.0,0.40633,0.0,0.385435,0.0,0.758184,0.0,0.758184,0.0,0.758184,0.0,0.758184,0.0,0.758184,0.0,0.758184,0.0,0.758184,1
96,0.0,0.368798,0.0,0.363323,0.0,0.489236,0.664887,0.688695,0.776751,0.804724,0.0,0.399736,0.776751,0.804724,0.0,0.549504,0.0,0.51456,0.0,0.321564,0.0,0.427896,0.044168,0.41971,0.0,0.449255,0.0,0.404006,0.0,0.758725,0.0,0.758725,0.0,0.758725,0.0,0.758725,0.0,0.758725,0.0,0.758725,0.0,0.758725,1
97,0.0,0.499874,0.0,0.493966,0.0,0.545936,0.664887,0.748967,0.776751,0.831493,0.0,0.501694,0.776751,0.831493,0.0,0.495219,0.0,0.466984,0.333333,0.410507,0.006745,0.498326,0.041333,0.467952,4.9e-05,0.510252,0.006598,0.480881,0.0,0.767692,0.0,0.767692,0.0,0.767692,0.0,0.767692,0.0,0.767692,0.0,0.767692,0.0,0.767692,1
98,1e-06,0.372791,2e-06,0.36906,1.0,0.740031,0.66412,0.653159,0.776094,0.720672,6.1e-05,0.500457,0.776094,0.720672,0.001077,0.857946,0.00085,0.799958,1.0,0.565953,0.157722,0.654468,0.0,0.608751,0.027255,0.684668,0.19007,0.611351,0.0,0.731291,0.0,0.731291,0.0,0.731291,0.0,0.731291,0.0,0.731291,0.0,0.731291,0.0,0.731291,1
99,0.00096,0.583703,0.001443,0.578664,1.0,0.713717,0.543786,0.553813,0.594759,0.496948,0.359326,0.699367,0.594759,0.496948,1.0,0.988953,0.990645,0.925507,0.666667,0.476071,0.999907,0.925127,0.966399,0.882085,0.995117,0.964831,0.964846,0.865416,0.0,0.559357,0.0,0.559357,0.0,0.559357,0.0,0.559357,0.0,0.559357,0.0,0.559357,0.0,0.559357,1
100,1.0,1.0,1.0,0.994078,0.333333,0.53629,0.903382,0.863008,0.809511,0.74213,0.999953,0.957431,0.809511,0.74213,0.156839,0.562956,0.170466,0.539749,0.333333,0.460439,0.987632,1.0,1.0,0.949775,0.959941,1.0,1.0,0.954208,0.0,0.609167,0.0,0.609167,0.0,0.609167,0.0,0.609167,0.0,0.609167,0.0,0.609167,0.0,0.609167,1
101,0.244454,0.767072,0.276453,0.774267,0.333333,0.557853,0.993096,1.0,0.989927,0.970596,0.420871,0.80998,0.989927,0.970596,7.4e-05,0.514508,6.4e-05,0.489997,1.0,0.840763,0.020818,0.729201,0.036436,0.67779,0.000471,0.695234,0.023386,0.696673,0.0,0.719563,0.0,0.719563,0.0,0.719563,0.0,0.719563,0.0,0.719563,0.0,0.719563,0.0,0.719563,1
102,5.9e-05,0.387003,8e-05,0.397838,1.0,0.579423,0.663699,0.712129,0.775715,0.73616,0.000189,0.508862,0.775715,0.73616,0.0,0.543106,0.0,0.512096,0.0,0.774098,0.0,0.542317,0.044168,0.503347,0.0,0.492401,0.0,0.512803,0.0,0.585809,0.0,0.585809,0.0,0.585809,0.0,0.585809,0.0,0.585809,0.0,0.585809,0.0,0.585809,1
103,0.0,0.477142,0.0,0.473794,0.0,0.549734,0.664749,0.638959,0.776634,0.689415,0.0,0.477128,0.776634,0.689415,0.0,0.449097,0.0,0.429373,0.0,0.664734,0.0,0.56705,0.044168,0.530887,0.0,0.520798,0.0,0.538384,0.0,0.619154,0.0,0.619154,0.0,0.619154,0.0,0.619154,0.0,0.619154,0.0,0.619154,0.0,0.619154,1
104,0.0,0.375885,0.0,0.37678,0.0,0.45417,0.664887,0.678771,0.776751,0.76895,0.0,0.426298,0.776751,0.76895,1e-06,0.52232,1e-06,0.49264,1.0,1.0,0.011265,0.603056,0.041981,0.557951,0.00014,0.516059,0.012435,0.565332,0.0,0.709419,0.0,0.709419,0.0,0.709419,0.0,0.709419,0.0,0.709419,0.0,0.709419,0.0,0.709419,1
105,0.0,0.329441,0.0,0.326738,0.0,0.382463,0.664887,0.602222,0.776751,0.707802,0.0,0.346313,0.776751,0.707802,0.001588,0.414769,0.001209,0.391955,1.0,0.838774,0.51637,0.71727,0.501043,0.657455,0.267735,0.546925,0.477987,0.655773,0.0,0.64945,0.0,0.64945,0.0,0.64945,0.0,0.64945,0.0,0.64945,0.0,0.64945,0.0,0.64945,1
106,0.0,0.339575,0.0,0.334227,0.0,0.361512,0.664887,0.633143,0.776751,0.762552,0.0,0.332017,0.776751,0.762552,0.2139,0.520661,0.255962,0.513454,0.333333,0.499294,0.531109,0.671501,0.502868,0.621844,0.28459,0.527557,0.481998,0.605522,0.0,0.706708,0.0,0.706708,0.0,0.706708,0.0,0.706708,0.0,0.706708,0.0,0.706708,0.0,0.706708,1
107,0.0,0.296515,0.0,0.294095,0.0,0.340919,0.664887,0.672454,0.776751,0.821366,0.0,0.325344,0.776751,0.821366,0.003481,0.572979,0.002511,0.557006,1.0,0.599305,0.124864,0.500695,0.043125,0.465799,0.01724,0.434045,0.144195,0.457725,0.0,0.783892,0.0,0.783892,0.0,0.783892,0.0,0.783892,0.0,0.783892,0.0,0.783892,0.0,0.783892,1
108,0.0,0.306731,0.0,0.300519,0.0,0.317356,0.664887,0.586068,0.776751,0.716599,0.0,0.287206,0.776751,0.716599,3e-06,0.319029,4e-06,0.298208,1.0,0.459353,0.005008,0.354271,0.043488,0.325954,2.8e-05,0.318849,0.005012,0.328256,0.0,0.646832,0.0,0.646832,0.0,0.646832,0.0,0.646832,0.0,0.646832,0.0,0.646832,0.0,0.646832,1
109,0.0,0.207051,0.0,0.205185,0.0,0.277115,0.664887,0.481006,0.776751,0.587678,0.0,0.240562,0.776751,0.587678,0.0,0.351529,0.0,0.336895,0.0,0.192287,0.0,0.278147,0.044168,0.273623,0.0,0.268965,0.0,0.25814,0.0,0.527012,0.0,0.527012,0.0,0.527012,0.0,0.527012,0.0,0.527012,0.0,0.527012,0.0,0.527012,1
110,0.0,0.337475,0.0,0.334432,0.0,0.384056,0.664887,0.622485,0.776751,0.732558,0.0,0.351962,0.776751,0.732558,0.0,0.422788,0.0,0.3984,0.0,0.312269,0.0,0.364466,0.044168,0.357634,0.0,0.362648,0.0,0.34649,0.0,0.67809,0.0,0.67809,0.0,0.67809,0.0,0.67809,0.0,0.67809,0.0,0.67809,0.0,0.67809,1
111,0.0,0.395458,0.0,0.392219,0.0,0.459186,0.664887,0.636863,0.776751,0.725871,0.0,0.399558,0.776751,0.725871,0.0,0.41138,0.0,0.383778,0.0,0.375184,0.0,0.399171,0.044168,0.389733,0.0,0.392958,0.0,0.38756,0.0,0.658946,0.0,0.658946,0.0,0.658946,0.0,0.658946,0.0,0.658946,0.0,0.658946,0.0,0.658946,1
112,0.0,0.299176,0.0,0.299904,0.0,0.45059,0.664887,0.536436,0.776751,0.598888,0.0,0.374783,0.776751,0.598888,0.0,0.496848,0.0,0.474533,0.0,0.37297,0.0,0.41763,0.044168,0.422478,0.0,0.410763,0.0,0.414296,0.0,0.569338,0.0,0.569338,0.0,0.569338,0.0,0.569338,0.0,0.569338,0.0,0.569338,0.0,0.569338,1
113,0.0,0.436301,0.0,0.432875,0.0,0.643675,0.664887,0.623509,0.776751,0.68487,0.0,0.430907,0.776751,0.68487,0.0,0.387123,0.0,0.357673,0.333333,0.582224,0.003007,0.446304,0.042504,0.419532,1e-05,0.413751,0.003016,0.442126,0.0,0.604204,0.0,0.604204,0.0,0.604204,0.0,0.604204,0.0,0.604204,0.0,0.604204,0.0,0.604204,1
114,1e-06,0.265386,1e-06,0.264998,1.0,0.849367,0.664628,0.466575,0.776528,0.51718,2.8e-05,0.370026,0.776528,0.51718,0.000185,0.53246,0.000142,0.515511,1.0,0.723681,0.069912,0.530274,0.027546,0.512408,0.005369,0.47048,0.08045,0.541627,0.0,0.5109,0.0,0.5109,0.0,0.5109,0.0,0.5109,0.0,0.5109,0.0,0.5109,0.0,0.5109,1
115,0.000346,0.396541,0.000444,0.39386,1.0,0.922002,0.564669,0.51564,0.624668,0.538113,0.313108,0.591394,0.624668,0.538113,0.556847,0.903634,0.596654,0.880657,0.666667,0.686744,0.847371,0.931418,0.96118,0.960085,0.684777,0.840375,0.959386,0.957889,0.0,0.678676,0.0,0.678676,0.0,0.678676,0.0,0.678676,0.0,0.678676,0.0,0.678676,0.0,0.678676,1
