timestamp,i3_pos_switch_baseband,i3_pos_switch_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,o5_valve_baseband,o5_valve_am_demodulated,o6_valve_baseband,o6_valve_am_demodulated,current_state_binary
2023-02-06 14:13:24,0.0,0.474656,0.514996,0.658083,0.158292,0.531603,0.0,0.436644,0.0,0.482643,1
2023-02-06 14:13:26,0.0,0.417274,0.514996,0.605872,0.161582,0.484276,0.0,0.378565,0.0,0.411295,1
2023-02-06 14:13:28,0.0,0.457353,0.514996,0.646606,0.160436,0.515947,0.0,0.425018,0.0,0.466069,1
2023-02-06 14:13:30,0.0,0.425716,0.514996,0.641145,0.154155,0.496135,0.0,0.413501,0.0,0.440013,1
2023-02-06 14:13:32,0.0,0.373667,0.514996,0.610849,0.151077,0.455302,0.0,0.380323,0.0,0.392907,1
2023-02-06 14:13:34,0.0,0.448054,0.514996,0.704607,0.158866,0.534264,0.0,0.4735,0.0,0.495283,1
2023-02-06 14:13:36,0.0,0.41664,0.51547,0.70131,0.169758,0.531242,0.0,0.447164,0.0,0.449056,1
2023-02-06 14:13:38,0.0,0.40116,0.515815,0.648213,0.165882,0.488204,0.0,0.421403,0.0,0.443313,1
2023-02-06 14:13:40,0.0,0.487585,0.515386,0.705054,0.146293,0.551576,0.0,0.468948,0.0,0.500964,1
2023-02-06 14:13:42,0.0,0.510892,0.5145,0.670095,0.137466,0.536713,0.0,0.439348,0.0,0.470818,1
2023-02-06 14:13:44,0.0,0.607594,0.5145,0.625584,0.159885,0.511148,0.0,0.462222,0.0,0.532733,1
2023-02-06 14:13:46,1.0,0.745276,0.515964,0.673872,0.189391,0.565118,0.0,0.45764,0.0,0.475774,1
2023-02-06 14:13:48,1.0,0.88682,0.516642,0.653631,0.178748,0.530837,0.0,0.598365,0.0,0.677584,1
2023-02-06 14:13:50,1.0,0.948863,0.514847,0.651594,0.128367,0.493574,1.0,0.908213,1.0,0.95424,1
2023-02-06 14:13:52,0.0,0.71449,0.512352,0.692713,0.106295,0.497493,1.0,0.964084,0.0,0.712069,1
2023-02-06 14:13:54,0.0,0.552392,0.512765,0.697421,0.16272,0.490181,1.0,0.934343,0.0,0.485699,1
2023-02-06 14:13:56,0.0,0.589552,0.516825,0.70198,0.237788,0.50527,1.0,0.995544,0.0,0.590553,1
2023-02-06 14:13:58,0.0,0.495519,0.519092,0.692893,0.211064,0.51422,1.0,0.949917,0.0,0.48295,1
2023-02-06 14:14:00,0.0,0.44979,0.514845,0.66979,0.072419,0.505718,1.0,0.911689,0.0,0.464988,1
2023-02-06 14:14:02,0.0,0.404924,0.508558,0.63598,0.0,0.503456,1.0,0.839222,0.0,0.443515,1
2023-02-06 14:14:04,0.0,0.381953,0.510017,0.639688,0.196282,0.608326,1.0,0.723653,0.0,0.405856,1
2023-02-06 14:14:06,0.0,0.442752,0.519978,0.681756,0.630648,0.814823,0.0,0.631538,0.0,0.487604,1
2023-02-06 14:14:08,0.0,0.446976,0.525754,0.688629,1.0,0.954117,0.0,0.514524,0.0,0.467606,1
