segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_am_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_am_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_am_demodulated,m4_speed_rms_baseband,m4_speed_rms_am_demodulated,m4_speed_mean_baseband,m4_speed_mean_am_demodulated,m4_speed_variance_baseband,m4_speed_variance_am_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
44,2023-02-06T14:30:08.000000000,2023-02-06T14:31:06.000000000,0.37215,0.620767,0.518516,0.716993,0.666667,0.528641,0.950369,0.743125,0.954595,0.711926,0.123887,0.401022,0.954595,0.711926,0.025809,0.362194,0.04181,0.388085,0.333333,0.468495,0.628677,0.519274,0.750092,0.576146,0.23332,0.4468,0.750092,0.576146,0.727707,0.696877,0.704022,0.671907,0.666667,0.532797,0.960099,0.806557,0.930822,0.74208,0.821525,0.748939,0.930822,0.74208,0.280702,0.564301,0.24749,0.529207,0.333333,0.494869,0.792016,0.702365,0.822499,0.67483,0.592024,0.595909,0.822499,0.67483,0.019274,0.310066,0.025246,0.318819,0.333333,0.442011,0.195446,0.26955,0.115444,0.250353,0.116431,0.330386,0.114701,0.249942,0.644915,0.759983,0.602438,0.749429,0.333333,0.430654,0.720487,0.682647,0.5591,0.578063,0.743072,0.704358,0.559097,0.577971,0.005043,0.293275,0.006142,0.298233,0.0,0.227464,0.164875,0.297773,0.083484,0.260538,0.084656,0.299409,0.082499,0.258479,0.950175,0.861626,0.884627,0.868862,0.333333,0.454432,0.699567,0.67799,0.513731,0.532848,0.717543,0.68709,0.513727,0.532712,1e-06,0.294976,1e-06,0.294843,0.333333,0.505739,0.009933,0.292859,0.10499,0.334693,1.5e-05,0.285088,0.028376,0.309102,1
45,2023-02-06T14:30:38.000000000,2023-02-06T14:31:36.000000000,0.029709,0.412376,0.040429,0.431605,0.333333,0.453861,1.0,0.773859,1.0,0.742853,0.054659,0.370061,1.0,0.742853,0.159108,0.460444,0.292595,0.566726,0.666667,0.621465,0.533583,0.498525,0.682628,0.568847,0.134596,0.426908,0.682628,0.568847,0.423072,0.584844,0.583074,0.644001,0.333333,0.446483,0.92442,0.766339,0.942904,0.736651,0.618242,0.674052,0.942904,0.736651,0.250074,0.54466,0.272021,0.547478,0.666667,0.668607,0.900805,0.784134,0.961351,0.776289,0.185307,0.471511,0.961351,0.776289,0.132379,0.376034,0.11531,0.379726,0.333333,0.510154,0.317152,0.324342,0.267968,0.313141,0.135334,0.348862,0.267353,0.312766,0.634317,0.756591,0.610713,0.74931,0.333333,0.479263,0.467787,0.553965,0.325125,0.443725,0.403107,0.595873,0.325121,0.443608,0.058348,0.32903,0.061779,0.333177,0.333333,0.480461,0.306574,0.353251,0.249232,0.323486,0.134173,0.313649,0.248425,0.321695,0.528588,0.691148,0.553592,0.728289,0.333333,0.485631,0.464271,0.556367,0.318765,0.422282,0.355479,0.564602,0.31876,0.422119,2.3e-05,0.290791,1.6e-05,0.290694,0.333333,0.516931,0.009581,0.289899,0.099239,0.329022,4.4e-05,0.282444,0.022133,0.30351,1
46,2023-02-06T14:31:08.000000000,2023-02-06T14:32:06.000000000,1.2e-05,0.352621,1.4e-05,0.354875,1.0,0.690315,0.929471,0.689001,0.954311,0.678995,1.6e-05,0.334319,0.954311,0.678995,0.0002,0.389712,0.000253,0.450767,1.0,0.752522,0.589893,0.549036,0.773508,0.643933,0.000632,0.372487,0.773508,0.643933,0.01758,0.407154,0.019595,0.431048,0.0,0.300889,0.843757,0.688177,0.974919,0.72737,0.150593,0.489269,0.974919,0.72737,0.000212,0.394721,0.000183,0.400627,1.0,0.836933,0.787861,0.672934,0.889319,0.686101,0.000653,0.401093,0.889319,0.686101,1.2e-05,0.311148,1.3e-05,0.322711,1.0,0.807972,0.387696,0.328038,0.388208,0.333287,1.6e-05,0.289605,0.387694,0.332936,6.5e-05,0.456637,7.4e-05,0.449023,1.0,0.773245,0.178702,0.387008,0.180181,0.348553,9e-05,0.419576,0.180176,0.34842,3.4e-05,0.290265,3.9e-05,0.290377,1.0,0.765723,0.386743,0.354771,0.387465,0.345439,8.8e-05,0.24211,0.386807,0.34379,7e-05,0.423047,8.6e-05,0.441959,1.0,0.7564,0.188858,0.397428,0.196461,0.342055,9.7e-05,0.411361,0.196455,0.341874,2e-06,0.272273,1e-06,0.272222,0.0,0.347605,0.003634,0.271122,0.081702,0.304705,1.3e-05,0.26583,0.003099,0.279585,1
47,2023-02-06T14:31:38.000000000,2023-02-06T14:32:36.000000000,0.0,0.3987,0.0,0.416572,0.0,0.662696,0.929852,0.643619,0.954595,0.639856,0.0,0.31911,0.954595,0.639856,0.0,0.34888,0.0,0.366865,0.0,0.52962,0.591899,0.520593,0.775565,0.593986,1e-06,0.387322,0.775565,0.593986,7e-06,0.34054,8e-06,0.310422,1.0,0.416554,0.719758,0.614151,0.897898,0.674073,3.2e-05,0.400271,0.897898,0.674073,0.0,0.3854,0.0,0.365052,0.0,0.588365,0.7894,0.598505,0.890645,0.61712,1e-06,0.385489,0.890645,0.61712,0.0,0.263758,0.0,0.287836,0.333333,0.6334,0.387524,0.331587,0.38804,0.34685,0.0,0.260794,0.387526,0.346519,0.0,0.350185,0.0,0.354192,1.0,0.693268,0.178611,0.28781,0.180163,0.282222,0.0,0.349358,0.180158,0.282071,0.0,0.281157,0.0,0.286082,0.333333,0.575991,0.387183,0.351506,0.387933,0.346501,0.0,0.248814,0.387274,0.344756,0.0,0.383068,0.0,0.389737,1.0,0.703399,0.188273,0.294335,0.195943,0.277591,0.0,0.345915,0.195938,0.277386,0.0,0.268198,0.0,0.267996,1.0,0.427482,3.1e-05,0.258653,0.078846,0.29118,0.0,0.256096,3.4e-05,0.264719,1
48,2023-02-06T14:32:08.000000000,2023-02-06T14:33:06.000000000,0.0,0.396581,0.0,0.398567,0.0,0.420283,0.929852,0.740581,0.954595,0.736953,0.0,0.366638,0.954595,0.736953,0.0,0.452063,0.0,0.501318,0.333333,0.607566,0.592112,0.661036,0.775764,0.760896,7e-06,0.435286,0.775764,0.760896,0.0,0.393322,0.0,0.399063,0.0,0.660618,0.719205,0.634675,0.897409,0.723712,0.0,0.41144,0.897409,0.723712,0.0,0.412952,0.0,0.414354,0.0,0.684662,0.78932,0.710114,0.890579,0.729858,4e-06,0.437151,0.890579,0.729858,0.0,0.386802,0.0,0.391604,0.333333,0.734069,0.387541,0.376103,0.388057,0.372316,0.0,0.344358,0.387543,0.371945,0.0,0.40313,0.0,0.400316,0.0,0.822422,0.178625,0.418876,0.180177,0.396584,0.0,0.438087,0.180172,0.396461,0.0,0.366165,0.0,0.363567,0.333333,0.692025,0.387227,0.392425,0.387976,0.374815,1e-06,0.280548,0.387318,0.373237,0.0,0.387136,0.0,0.40034,0.0,0.7671,0.188278,0.43155,0.195949,0.388156,0.0,0.435584,0.195943,0.387988,0.0,0.306804,0.0,0.306764,0.333333,0.810973,1e-06,0.303433,0.078851,0.338702,0.0,0.300128,1e-06,0.312141,1
49,2023-02-06T14:32:38.000000000,2023-02-06T14:33:36.000000000,0.0,0.376337,0.0,0.38516,0.0,0.580366,0.929852,0.650454,0.954595,0.648734,0.0,0.320399,0.954595,0.648734,0.000131,0.411387,0.000161,0.459019,1.0,0.660967,0.603444,0.544538,0.783874,0.606112,0.010085,0.437802,0.783874,0.606112,4e-06,0.304536,4e-06,0.27878,1.0,0.779187,0.717928,0.569029,0.896199,0.642325,0.000252,0.381268,0.896199,0.642325,9.6e-05,0.373545,7.8e-05,0.359731,1.0,0.797755,0.785613,0.622874,0.887329,0.645848,0.002068,0.367681,0.887329,0.645848,1.1e-05,0.290072,1.2e-05,0.319036,1.0,0.776963,0.388051,0.35743,0.388536,0.367698,0.00011,0.284562,0.388023,0.367376,2e-06,0.312046,3e-06,0.316232,1.0,0.853214,0.178673,0.261701,0.180198,0.267018,3.3e-05,0.309126,0.180193,0.266865,2.4e-05,0.291382,2.7e-05,0.294465,1.0,0.735259,0.38544,0.369735,0.385575,0.358589,0.001974,0.273756,0.384914,0.356893,5e-06,0.333847,6e-06,0.34042,1.0,0.857265,0.188942,0.271007,0.196568,0.267708,7.7e-05,0.310795,0.196562,0.267501,0.0,0.272627,0.0,0.27247,1.0,0.78423,2.7e-05,0.263874,0.078842,0.295775,0.0,0.262147,3.1e-05,0.269623,0
50,2023-02-06T14:33:08.000000000,2023-02-06T14:34:06.000000000,1e-06,0.401922,1e-06,0.402093,1.0,0.822413,0.930239,0.726288,0.954879,0.726251,1.6e-05,0.356085,0.954879,0.726251,0.339721,0.66461,0.486926,0.802519,0.333333,0.463786,0.600069,0.616143,0.687051,0.616818,0.355094,0.628893,0.687051,0.616818,0.002693,0.320091,0.002517,0.313852,1.0,0.797942,0.804269,0.675434,0.893275,0.714463,0.334872,0.529282,0.893275,0.714463,0.080978,0.436628,0.086577,0.431445,0.666667,0.674359,0.837956,0.746513,0.923972,0.768777,0.055095,0.410647,0.923972,0.768777,0.137613,0.445401,0.176335,0.481942,0.333333,0.516913,0.456276,0.473239,0.413929,0.460755,0.173231,0.416296,0.413436,0.460449,0.023084,0.329711,0.021418,0.334091,0.333333,0.487127,0.146916,0.294755,0.125618,0.286058,0.02131,0.360734,0.125612,0.285911,0.080017,0.396691,0.080245,0.395633,0.333333,0.463766,0.400893,0.456041,0.327639,0.412825,0.223849,0.402022,0.326916,0.411245,0.02554,0.331764,0.024161,0.340366,0.333333,0.50906,0.151015,0.302122,0.129343,0.281452,0.021494,0.359092,0.129337,0.281251,0.0,0.311193,0.0,0.311098,0.333333,0.554954,0.001612,0.304997,0.081399,0.338484,2e-06,0.302356,0.002765,0.311694,0
51,2023-02-06T14:33:38.000000000,2023-02-06T14:34:36.000000000,0.000476,0.428495,0.000509,0.411677,1.0,0.790971,0.877904,0.792614,0.909189,0.801567,0.054659,0.423592,0.909189,0.801567,0.544119,0.825667,0.802087,1.0,0.333333,0.503999,0.760691,0.819986,0.798665,0.838181,0.576893,0.725804,0.798665,0.838181,0.322848,0.440851,0.571825,0.528925,0.333333,0.609503,0.863325,0.789244,0.887539,0.829902,0.591584,0.612581,0.887539,0.829902,0.25725,0.545046,0.240913,0.533585,0.333333,0.613555,0.726821,0.778628,0.787935,0.797239,0.41843,0.544927,0.787935,0.797239,0.678033,0.769905,0.54203,0.721209,0.333333,0.594272,0.39306,0.568797,0.270408,0.523238,0.379881,0.544603,0.269795,0.522911,0.260812,0.422754,0.292787,0.447955,0.333333,0.462886,0.567273,0.557839,0.360103,0.47126,0.681654,0.632547,0.360099,0.471149,0.480275,0.671557,0.451113,0.653701,0.333333,0.46746,0.298214,0.538698,0.145034,0.463992,0.283166,0.465698,0.144114,0.462525,0.082777,0.318879,0.113339,0.346153,0.333333,0.467153,0.544851,0.556719,0.325025,0.44521,0.582064,0.590115,0.325021,0.445055,1e-06,0.368386,1e-06,0.368362,0.333333,0.604441,0.005792,0.365652,0.092262,0.402639,1.2e-05,0.361293,0.014558,0.375034,0
52,2023-02-06T14:34:08.000000000,2023-02-06T14:35:06.000000000,0.37215,0.423609,0.518516,0.435406,0.666667,0.574841,0.950369,0.67108,0.954595,0.671204,0.123887,0.368626,0.954595,0.671204,0.056436,0.590666,0.075182,0.69776,0.333333,0.517898,0.682886,0.641543,0.738021,0.660297,0.488456,0.583213,0.738021,0.660297,0.735216,0.46115,0.66869,0.519306,0.666667,0.545877,0.862755,0.674856,0.859927,0.694234,0.697854,0.539559,0.859927,0.694234,0.280866,0.494856,0.244073,0.467556,0.333333,0.486273,0.792941,0.629003,0.823492,0.632954,0.590488,0.500581,0.823492,0.632954,0.03134,0.595223,0.037579,0.545882,0.0,0.529581,0.284947,0.484005,0.156743,0.447132,0.264303,0.434598,0.156035,0.446834,0.645294,0.455677,0.602508,0.477692,0.333333,0.460007,0.720287,0.509437,0.55219,0.418301,0.768538,0.581823,0.552187,0.418175,0.000486,0.52932,0.000782,0.518139,1.0,0.551816,0.166201,0.463782,0.057175,0.402524,0.101641,0.373043,0.056161,0.400831,0.950515,0.401895,0.88113,0.422131,0.333333,0.611376,0.699121,0.502554,0.505987,0.391445,0.737012,0.538432,0.505983,0.391269,1e-06,0.306892,1e-06,0.306745,0.333333,0.651272,0.011315,0.300618,0.109295,0.336406,1.4e-05,0.296217,0.033049,0.310419,1
53,2023-02-06T14:34:38.000000000,2023-02-06T14:35:36.000000000,0.029709,0.448257,0.040429,0.469522,0.333333,0.620679,1.0,0.740503,1.0,0.734055,0.054659,0.374766,1.0,0.734055,0.316128,0.442606,0.402248,0.471139,0.333333,0.568947,0.498124,0.609712,0.620022,0.694777,0.224734,0.442798,0.620022,0.694777,0.491761,0.41122,0.63986,0.38869,0.666667,0.53944,0.927034,0.696453,0.945417,0.757977,0.618776,0.479481,0.945417,0.757977,0.25007,0.410599,0.271901,0.403942,0.666667,0.666358,0.900924,0.724117,0.961454,0.745661,0.185263,0.416946,0.961454,0.745661,0.329283,0.334083,0.280572,0.358152,0.333333,0.608933,0.549259,0.583243,0.453956,0.566141,0.44646,0.355518,0.453497,0.565892,0.650983,0.408614,0.610127,0.404268,0.333333,0.274262,0.466122,0.411445,0.312979,0.406375,0.42437,0.398225,0.312975,0.406253,0.172029,0.311059,0.189351,0.311596,0.333333,0.684447,0.519473,0.577841,0.397605,0.552356,0.466673,0.29726,0.396958,0.551204,0.526559,0.437117,0.536823,0.440916,0.333333,0.279494,0.46183,0.423805,0.305813,0.400421,0.370687,0.402888,0.305808,0.400255,1.9e-05,0.311383,1.4e-05,0.311421,0.333333,0.530046,0.011737,0.313764,0.105274,0.348602,5.6e-05,0.307618,0.028684,0.323819,1
54,2023-02-06T14:35:08.000000000,2023-02-06T14:36:06.000000000,1.2e-05,0.400596,1.4e-05,0.397617,1.0,0.66605,0.929471,0.698814,0.954311,0.705548,1.6e-05,0.350908,0.954311,0.705548,7.4e-05,0.344124,9.8e-05,0.349595,1.0,0.748577,0.594057,0.614873,0.777503,0.743124,0.000383,0.352725,0.777503,0.743124,0.026838,0.277483,0.036026,0.264501,0.333333,0.531981,0.848264,0.653993,0.974919,0.772973,0.168601,0.34285,0.974919,0.772973,0.000212,0.355828,0.000183,0.337172,1.0,0.672907,0.787861,0.651227,0.889319,0.695001,0.000653,0.353812,0.889319,0.695001,4e-06,0.299473,4e-06,0.309827,1.0,0.814705,0.696003,0.683598,0.696261,0.704434,5e-06,0.226672,0.696006,0.704277,0.000216,0.238674,0.000264,0.253956,0.0,0.23805,0.174207,0.273559,0.174774,0.307771,0.001144,0.276882,0.174769,0.307625,0.000236,0.325316,0.000277,0.319873,1.0,0.821735,0.696684,0.695425,0.697014,0.70636,0.000932,0.207949,0.696688,0.705535,0.000146,0.246019,0.000147,0.253833,0.0,0.564456,0.18509,0.285149,0.192036,0.3158,0.000618,0.27799,0.19203,0.315605,9e-06,0.31531,8e-06,0.315184,0.333333,0.726013,0.00638,0.308559,0.085653,0.339873,3.8e-05,0.305269,0.007383,0.31312,1
55,2023-02-06T14:35:38.000000000,2023-02-06T14:36:36.000000000,0.0,0.420992,0.0,0.421251,0.0,0.37111,0.929852,0.753312,0.954595,0.753236,0.0,0.369063,0.954595,0.753236,0.0,0.372662,0.0,0.370259,0.666667,0.660956,0.592125,0.626827,0.775779,0.760427,1e-06,0.361496,0.775779,0.760427,2e-05,0.318532,2.2e-05,0.294692,1.0,0.799064,0.718081,0.604935,0.896375,0.745277,9.7e-05,0.311668,0.896375,0.745277,0.0,0.383785,0.0,0.37452,0.0,0.356657,0.7894,0.714605,0.890645,0.754777,1e-06,0.371993,0.890645,0.754777,0.0,0.311247,0.0,0.329084,0.333333,0.576031,0.695843,0.703139,0.696103,0.711503,0.0,0.285524,0.695847,0.711331,0.0,0.317156,0.0,0.322398,0.0,0.253829,0.177286,0.321472,0.178826,0.351227,0.0,0.311124,0.17882,0.351092,0.0,0.324521,1e-06,0.325528,0.666667,0.716102,0.694581,0.714404,0.695073,0.71449,2e-06,0.256295,0.694745,0.713726,0.0,0.325386,0.0,0.333711,1.0,0.971365,0.18824,0.337803,0.195909,0.357947,0.0,0.31883,0.195903,0.357767,0.0,0.325307,0.0,0.325211,1.0,0.985778,5.5e-05,0.317897,0.078819,0.351353,0.0,0.31621,6.2e-05,0.324088,1
56,2023-02-06T14:36:08.000000000,2023-02-06T14:37:06.000000000,0.0,0.451554,0.0,0.454643,0.0,0.31972,0.929852,0.815552,0.954595,0.810617,0.0,0.395927,0.954595,0.810617,0.0,0.425001,0.0,0.417272,0.0,0.418317,0.591943,0.683806,0.775607,0.82191,0.0,0.39664,0.775607,0.82191,0.0,0.373854,0.0,0.340443,0.0,0.631579,0.719205,0.65328,0.897409,0.793466,0.0,0.353391,0.897409,0.793466,0.0,0.420957,0.0,0.421885,0.0,0.385941,0.789526,0.778609,0.890748,0.816448,0.0,0.403825,0.890748,0.816448,0.0,0.353196,0.0,0.375726,0.0,0.394881,0.695766,0.720258,0.696026,0.711976,0.0,0.367411,0.695771,0.711778,0.0,0.398481,0.0,0.392006,0.0,0.289958,0.17731,0.379954,0.17885,0.404616,0.0,0.363165,0.178845,0.404493,0.0,0.350374,0.0,0.357537,0.0,0.431336,0.694388,0.728887,0.69488,0.714029,0.0,0.318116,0.694552,0.713291,0.0,0.411271,0.0,0.418954,0.0,0.636257,0.188225,0.402487,0.195894,0.409506,0.0,0.379319,0.195888,0.409342,0.0,0.34321,0.0,0.343136,0.0,0.645816,0.0,0.337088,0.078852,0.373345,0.0,0.334631,0.0,0.345191,1
57,2023-02-06T14:36:38.000000000,2023-02-06T14:37:36.000000000,0.0,0.326791,0.0,0.326374,0.0,0.424831,0.929852,0.605084,0.954595,0.605528,0.0,0.293014,0.954595,0.605528,0.0,0.273849,0.0,0.27443,0.666667,0.4463,0.591669,0.54101,0.775346,0.629196,6e-06,0.349419,0.775346,0.629196,0.0,0.25937,0.0,0.243155,0.0,0.261555,0.719205,0.518939,0.897409,0.6237,0.0,0.270402,0.897409,0.6237,0.0,0.317311,0.0,0.307046,0.0,0.368261,0.789526,0.561371,0.890748,0.590209,0.0,0.328096,0.890748,0.590209,0.0,0.252525,0.0,0.256076,0.333333,0.492788,0.695889,0.581025,0.696148,0.587932,0.0,0.223069,0.695893,0.587769,0.0,0.253067,0.0,0.25934,0.0,0.339497,0.17736,0.190466,0.1789,0.206892,0.0,0.244923,0.178895,0.206726,0.0,0.254064,0.0,0.255867,0.666667,0.428506,0.69478,0.593212,0.695269,0.582516,1.7e-05,0.220636,0.694942,0.581437,0.0,0.257188,0.0,0.266827,0.0,0.357534,0.188278,0.202212,0.195949,0.216444,0.0,0.247732,0.195943,0.216223,0.0,0.250643,0.0,0.250405,0.333333,0.394393,2e-06,0.238693,0.078852,0.269806,0.0,0.237466,2e-06,0.243003,1
58,2023-02-06T14:37:08.000000000,2023-02-06T14:38:06.000000000,0.0,0.366638,0.0,0.371553,0.0,0.27107,0.929852,0.699914,0.954595,0.692523,0.0,0.342475,0.954595,0.692523,7.5e-05,0.46106,8.6e-05,0.476167,1.0,0.512681,0.732691,0.687641,0.871556,0.777733,0.159764,0.429246,0.871556,0.777733,0.0,0.336677,0.0,0.307606,0.0,0.650338,0.719154,0.559262,0.897363,0.669346,1e-06,0.321075,0.897363,0.669346,0.0,0.365492,0.0,0.377242,0.0,0.552004,0.789398,0.660157,0.890643,0.689232,2e-06,0.363638,0.890643,0.689232,1e-05,0.404266,1e-05,0.41322,1.0,0.508038,0.681257,0.542084,0.678069,0.490704,0.021883,0.462424,0.677798,0.490437,4e-06,0.386954,4e-06,0.371608,1.0,0.396294,0.17791,0.319542,0.179411,0.319408,5.6e-05,0.349935,0.179405,0.319269,0.000242,0.33387,0.000257,0.351848,1.0,0.561087,0.656182,0.544841,0.625435,0.478931,0.166543,0.388422,0.625032,0.477654,3e-06,0.402566,4e-06,0.406011,1.0,0.540653,0.188859,0.345923,0.196505,0.32641,5.2e-05,0.370521,0.196499,0.326225,0.0,0.276415,0.0,0.27637,1.0,0.634555,0.000213,0.272559,0.078997,0.306267,0.0,0.27003,0.000158,0.280215,0
59,2023-02-06T14:37:38.000000000,2023-02-06T14:38:36.000000000,0.0,0.42041,0.0,0.422594,0.0,0.550499,0.929947,0.737823,0.954664,0.73724,0.0,0.360678,0.954664,0.73724,0.300893,0.581803,0.384873,0.647454,0.333333,0.417685,0.791737,0.812461,0.904013,0.853739,0.271549,0.620015,0.904013,0.853739,3.8e-05,0.33304,3.9e-05,0.312578,1.0,0.765968,0.718714,0.629298,0.896688,0.740928,0.001123,0.36213,0.896688,0.740928,8.7e-05,0.407214,7.2e-05,0.401406,1.0,0.812782,0.78663,0.696018,0.888212,0.724129,0.001575,0.415485,0.888212,0.724129,0.366768,0.59845,0.314165,0.562896,0.333333,0.466411,0.472235,0.483839,0.338281,0.397926,0.506531,0.619351,0.337725,0.397572,0.027377,0.342796,0.026522,0.348658,0.333333,0.409559,0.132588,0.253878,0.101395,0.244222,0.02622,0.336264,0.10139,0.244064,0.172828,0.464793,0.193067,0.476146,0.333333,0.399731,0.434823,0.471431,0.279254,0.363482,0.463375,0.513546,0.278479,0.361727,0.025481,0.345931,0.024669,0.357561,0.333333,0.422453,0.14076,0.262227,0.110888,0.243443,0.02471,0.339848,0.110882,0.24323,0.0,0.31778,0.0,0.317589,0.333333,0.450474,0.000399,0.307392,0.079274,0.342362,0.0,0.305257,0.000458,0.314045,0
60,2023-02-06T14:38:08.000000000,2023-02-06T14:39:06.000000000,1.2e-05,0.296066,1.3e-05,0.295908,1.0,0.728857,0.930749,0.572937,0.955246,0.573799,9.1e-05,0.279029,0.955246,0.573799,0.241304,0.453302,0.364542,0.553748,0.333333,0.385277,0.801665,0.70305,0.828078,0.642287,0.636625,0.720379,0.828078,0.642287,0.033782,0.253219,0.048659,0.245972,1.0,0.727347,0.784884,0.521699,0.902169,0.57433,0.224649,0.370533,0.902169,0.57433,0.075311,0.332921,0.101914,0.349835,0.666667,0.631999,0.799946,0.551921,0.880033,0.560186,0.166587,0.388555,0.880033,0.560186,0.393651,0.519366,0.305105,0.461847,0.333333,0.421248,0.388754,0.305577,0.257714,0.225234,0.39535,0.480836,0.257091,0.224864,0.011589,0.256878,0.015825,0.252941,0.333333,0.392714,0.069659,0.104995,0.030688,0.082574,0.013774,0.244561,0.030681,0.082387,0.16354,0.341328,0.154092,0.333725,0.333333,0.367623,0.297375,0.268493,0.139509,0.159319,0.287582,0.364092,0.138583,0.157136,0.005301,0.266743,0.007498,0.268793,0.333333,0.398146,0.064086,0.107968,0.022665,0.08053,0.010609,0.254031,0.022658,0.080277,0.0,0.233324,0.0,0.233243,0.333333,0.452155,0.002724,0.229007,0.083922,0.258469,5e-06,0.226352,0.005504,0.234559,0
