segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_am_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_am_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_am_demodulated,m4_speed_rms_baseband,m4_speed_rms_am_demodulated,m4_speed_mean_baseband,m4_speed_mean_am_demodulated,m4_speed_variance_baseband,m4_speed_variance_am_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_am_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_am_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_am_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_am_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_am_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_am_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_am_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_am_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_am_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_am_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_am_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_am_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_am_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_am_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_am_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_am_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_am_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_am_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_am_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_am_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_am_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_am_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_am_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_am_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_am_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_am_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_am_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_am_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
10,2023-02-06T14:13:08.000000000,2023-02-06T14:14:06.000000000,0.0,0.434345,0.0,0.434481,0.0,0.329872,0.929852,0.776374,0.954595,0.776537,0.0,0.378568,0.954595,0.776537,0.205537,0.558324,0.212622,0.557493,0.333333,0.467049,0.478139,0.514327,0.588864,0.537366,0.257728,0.569726,0.588864,0.537366,0.718566,0.805311,0.687026,0.738592,0.666667,0.641896,0.980218,0.898128,0.94307,0.825609,0.858395,0.852919,0.94307,0.825609,0.453531,0.747713,0.500923,0.770082,0.666667,0.691393,0.977222,0.965196,0.998222,0.91377,0.439267,0.65447,0.998222,0.91377,0.281246,0.55479,0.224875,0.527223,0.333333,0.527064,0.541039,0.594096,0.334413,0.444794,0.842753,0.937886,0.333854,0.444457,0.672282,0.810916,0.62904,0.792056,0.333333,0.504744,0.705507,0.828311,0.54145,0.710599,0.735116,0.857724,0.541447,0.710534,0.007294,0.372807,0.012057,0.373683,0.0,0.259584,0.472373,0.555593,0.238676,0.382523,0.691952,0.758195,0.237857,0.381041,0.593404,0.738868,0.604068,0.773343,0.333333,0.511471,0.71781,0.850392,0.53548,0.67849,0.731527,0.860464,0.535476,0.678394,1e-06,0.337124,1e-06,0.337034,0.333333,0.557083,0.01507,0.33958,0.120345,0.391794,1.4e-05,0.328075,0.045045,0.365659,1
11,2023-02-06T14:13:38.000000000,2023-02-06T14:14:36.000000000,0.0,0.447144,0.0,0.444397,0.0,0.368388,0.929852,0.786839,0.954595,0.786506,0.0,0.402413,0.954595,0.786506,0.205525,0.578135,0.213297,0.57138,0.333333,0.453402,0.474959,0.560372,0.586468,0.59007,0.254881,0.578364,0.586468,0.59007,0.211666,0.606476,0.2869,0.583374,0.666667,0.60082,0.771073,0.76016,0.894337,0.79827,0.203813,0.595514,0.894337,0.79827,0.09343,0.574216,0.132896,0.594927,0.333333,0.550006,0.881286,0.883435,0.927813,0.854646,0.343034,0.626193,0.927813,0.854646,0.393474,0.616718,0.342965,0.599155,0.333333,0.47288,0.890153,0.796789,0.830449,0.716612,0.478744,0.769724,0.830307,0.716437,0.029792,0.523385,0.034039,0.523692,0.333333,0.439274,0.16834,0.510925,0.136656,0.477214,0.035019,0.528959,0.13665,0.477109,0.549784,0.671687,0.520497,0.661406,0.333333,0.367672,0.849497,0.761623,0.733439,0.642775,0.765888,0.787175,0.733152,0.641821,0.014437,0.482651,0.014243,0.504132,0.333333,0.44148,0.147002,0.510564,0.120727,0.453193,0.023811,0.532847,0.120721,0.453045,3.1e-05,0.342224,2.3e-05,0.342145,0.333333,0.492842,0.012224,0.343445,0.102669,0.390848,8.7e-05,0.333642,0.025857,0.36242,1
12,2023-02-06T14:14:08.000000000,2023-02-06T14:15:06.000000000,0.0,0.398046,0.0,0.39772,0.0,0.26404,0.929852,0.645705,0.954595,0.640912,0.0,0.352087,0.954595,0.640912,2.4e-05,0.42342,3.3e-05,0.43127,1.0,0.474481,0.59287,0.478092,0.776461,0.548847,8.1e-05,0.384509,0.776461,0.548847,0.001681,0.333476,0.001593,0.326521,1.0,0.543117,0.713553,0.553394,0.89101,0.628969,0.005274,0.375406,0.89101,0.628969,0.000378,0.364999,0.000321,0.370958,1.0,0.503646,0.791477,0.666337,0.892192,0.664097,0.001222,0.459375,0.892192,0.664097,3e-06,0.460099,3e-06,0.438828,1.0,0.527146,0.999362,0.827075,0.999368,0.788229,5e-06,0.484714,0.999368,0.788169,1e-06,0.28325,1e-06,0.291984,1.0,0.562885,0.178421,0.265834,0.179971,0.275273,1e-06,0.289818,0.179965,0.275107,7.1e-05,0.509318,8.2e-05,0.498573,1.0,0.4808,0.997674,0.827495,0.997887,0.758243,0.000216,0.501572,0.997884,0.756871,1e-05,0.298895,1.2e-05,0.304226,1.0,0.585914,0.187991,0.264323,0.195636,0.268979,1.4e-05,0.291212,0.195631,0.268752,0.0,0.284099,0.0,0.283863,1.0,0.685944,0.000458,0.274343,0.078673,0.310375,0.0,0.270562,0.000552,0.283276,1
13,2023-02-06T14:14:38.000000000,2023-02-06T14:15:36.000000000,0.0,0.376721,0.0,0.370288,0.0,0.340295,0.929852,0.68877,0.954595,0.689336,0.0,0.358156,0.954595,0.689336,0.0,0.370871,0.0,0.358265,0.0,0.513323,0.592038,0.608049,0.775696,0.723986,0.0,0.366416,0.775696,0.723986,1e-06,0.362116,1e-06,0.329461,1.0,0.508778,0.718871,0.580152,0.897106,0.689561,9e-06,0.344837,0.897106,0.689561,0.0,0.384621,0.0,0.384784,1.0,0.584549,0.789621,0.665415,0.890824,0.695897,3e-06,0.383521,0.890824,0.695897,0.0,0.306893,0.0,0.324676,0.0,0.454863,0.999023,0.857852,0.99903,0.829896,0.0,0.385384,0.999029,0.829835,0.0,0.343945,0.0,0.348917,0.333333,0.430691,0.178617,0.326668,0.180169,0.350356,0.0,0.324744,0.180164,0.350228,0.0,0.292421,0.0,0.301383,0.0,0.457986,0.996682,0.849466,0.996921,0.812258,1e-06,0.341833,0.996918,0.811838,0.0,0.322367,0.0,0.336772,0.333333,0.427953,0.188249,0.341551,0.195918,0.355272,0.0,0.335311,0.195913,0.355099,0.0,0.2907,0.0,0.290657,1.0,0.524824,2.3e-05,0.2869,0.078833,0.322546,0.0,0.28417,2.1e-05,0.294915,1
14,2023-02-06T14:15:08.000000000,2023-02-06T14:16:06.000000000,0.0,0.424244,0.0,0.422873,0.0,0.293214,0.929852,0.720036,0.954595,0.71754,0.0,0.371895,0.954595,0.71754,0.0,0.385366,0.0,0.386669,0.333333,0.606348,0.591712,0.574913,0.775389,0.694142,1e-06,0.358361,0.775389,0.694142,0.0,0.30361,0.0,0.280542,0.0,0.228399,0.719205,0.577611,0.897409,0.703695,0.0,0.320681,0.897409,0.703695,0.0,0.367227,0.0,0.360986,0.0,0.241171,0.789526,0.689865,0.890748,0.721457,0.0,0.38789,0.890748,0.721457,0.0,0.340471,0.0,0.347503,0.0,0.596292,0.999166,0.936495,0.999172,0.921687,0.0,0.348501,0.999172,0.921666,0.0,0.290199,0.0,0.296458,0.0,0.54989,0.178621,0.289196,0.180172,0.318713,0.0,0.287599,0.180167,0.318563,0.0,0.360934,0.0,0.35839,0.333333,0.662615,0.996917,0.938334,0.997156,0.912451,5e-06,0.315826,0.997153,0.911863,0.0,0.309096,0.0,0.314973,0.0,0.572322,0.188243,0.299815,0.195913,0.322805,0.0,0.29331,0.195907,0.322602,0.0,0.316539,0.0,0.31635,0.0,0.528404,1e-06,0.305416,0.078851,0.339386,0.0,0.304128,1e-06,0.311402,1
15,2023-02-06T14:15:38.000000000,2023-02-06T14:16:36.000000000,0.0,0.432675,0.0,0.432753,0.0,0.32662,0.929852,0.770464,0.954595,0.770311,0.0,0.377813,0.954595,0.770311,3.7e-05,0.387054,4.7e-05,0.38349,1.0,0.8011,0.590135,0.646727,0.773687,0.780474,0.000823,0.375975,0.773687,0.780474,0.0,0.328912,0.0,0.304452,0.0,0.346069,0.719205,0.620341,0.897409,0.763593,0.0,0.320231,0.897409,0.763593,0.0,0.394502,0.0,0.385268,0.0,0.394885,0.789526,0.73103,0.890748,0.771836,0.0,0.380731,0.890748,0.771836,4e-06,0.332697,4e-06,0.347273,1.0,0.965704,1.0,0.98412,1.0,0.979708,5.7e-05,0.345182,1.0,0.979695,0.0,0.327698,1e-06,0.333234,1.0,0.991611,0.1788,0.33474,0.180348,0.364792,6e-06,0.321069,0.180343,0.364659,0.000108,0.350483,0.00012,0.351265,1.0,0.902097,1.0,0.978809,1.0,0.972001,0.001964,0.319474,1.0,0.971945,0.0,0.334325,0.0,0.343241,1.0,0.988214,0.188432,0.349884,0.196104,0.369625,6e-06,0.3287,0.196099,0.369447,0.0,0.334066,0.0,0.333965,1.0,1.0,1.3e-05,0.326397,0.078851,0.360497,0.0,0.324644,1.5e-05,0.332792,1
16,2023-02-06T14:16:08.000000000,2023-02-06T14:17:06.000000000,0.0,0.360881,0.0,0.365657,0.0,0.309098,0.929852,0.684864,0.954595,0.686506,0.0,0.322789,0.954595,0.686506,0.228788,0.424501,0.25705,0.434206,0.333333,0.574795,0.845593,0.774749,0.960068,0.883039,0.260101,0.421772,0.960068,0.883039,0.0,0.302947,1e-06,0.28353,1.0,0.614744,0.720049,0.567197,0.898145,0.699429,9.2e-05,0.275989,0.898145,0.699429,2e-06,0.354453,2e-06,0.343576,1.0,0.665526,0.789904,0.652248,0.891044,0.69028,9.3e-05,0.332201,0.891044,0.69028,0.502769,0.529354,0.377495,0.475578,0.333333,0.662987,0.766346,0.807872,0.621566,0.751689,0.936085,0.698686,0.621248,0.751589,0.001737,0.31165,0.002483,0.315729,0.333333,0.672327,0.152234,0.294205,0.132018,0.303455,0.021206,0.313414,0.132012,0.303317,0.559413,0.591837,0.530644,0.576882,0.333333,0.602743,0.722834,0.788165,0.531421,0.71713,1.0,0.673641,0.530917,0.716817,0.001595,0.303786,0.002265,0.314664,0.333333,0.661005,0.160443,0.311533,0.143547,0.310172,0.019619,0.321978,0.143541,0.30999,0.0,0.283459,0.0,0.283449,0.333333,0.73157,0.000667,0.280873,0.079648,0.311977,0.0,0.278299,0.000864,0.287055,0
17,2023-02-06T14:16:38.000000000,2023-02-06T14:17:36.000000000,0.0,0.412932,0.0,0.429804,0.333333,0.361945,0.929885,0.718494,0.954618,0.715941,3e-06,0.344499,0.954618,0.715941,0.307768,0.566334,0.325648,0.600595,0.333333,0.410196,0.745468,0.778307,0.745123,0.808664,0.718154,0.605767,0.745123,0.808664,0.001094,0.313167,0.000998,0.290843,1.0,0.661474,0.675313,0.598564,0.833618,0.704952,0.093187,0.351182,0.833618,0.704952,0.002068,0.426516,0.001727,0.402535,1.0,0.667283,0.788057,0.703349,0.877961,0.723542,0.100128,0.406579,0.877961,0.723542,0.262677,0.727693,0.265118,0.634428,0.333333,0.430914,0.537061,0.705806,0.360691,0.593525,0.737955,0.880134,0.360154,0.593302,0.025479,0.317544,0.025478,0.31905,0.333333,0.413922,0.097766,0.331764,0.059492,0.293514,0.021326,0.388189,0.059486,0.293361,0.009366,0.743719,0.011724,0.720988,0.0,0.417784,0.391266,0.661094,0.168136,0.514253,0.519761,0.777265,0.167241,0.512938,0.023398,0.369724,0.023349,0.372197,0.333333,0.433169,0.097057,0.341206,0.058535,0.288915,0.018272,0.382533,0.058528,0.28871,0.0,0.310145,0.0,0.309997,0.333333,0.487208,0.001633,0.302313,0.081819,0.335671,2e-06,0.29934,0.003221,0.310232,0
18,2023-02-06T14:17:08.000000000,2023-02-06T14:18:06.000000000,0.000114,0.50409,0.00013,0.545062,1.0,0.591572,0.92988,0.800689,0.954418,0.794247,0.001603,0.396416,0.954418,0.794247,0.488934,0.556468,0.545973,0.559667,0.333333,0.545972,0.789547,0.890831,0.778614,0.916679,0.779907,0.710947,0.778614,0.916679,0.246321,0.49859,0.27477,0.476649,0.666667,0.636693,0.756074,0.731796,0.853315,0.810862,0.308925,0.484494,0.853315,0.810862,0.20324,0.525023,0.25107,0.510306,0.666667,0.624982,0.708627,0.806924,0.784756,0.80123,0.321851,0.564378,0.784756,0.80123,0.935511,0.601291,0.728482,0.584398,0.333333,0.610046,0.591073,0.662295,0.422632,0.573328,0.79577,0.594335,0.422147,0.573047,0.019361,0.568204,0.027583,0.568634,0.333333,0.630273,0.385345,0.5626,0.183603,0.500989,0.404617,0.599014,0.183598,0.500892,0.935007,0.452727,0.931162,0.461109,0.333333,0.399152,0.426937,0.567098,0.202266,0.474941,0.588696,0.44967,0.201409,0.473918,0.009074,0.501607,0.014348,0.531233,0.333333,0.613903,0.361802,0.572828,0.153134,0.475363,0.319027,0.601923,0.153128,0.475227,1e-06,0.336262,1e-06,0.33628,0.333333,0.686396,0.005616,0.337945,0.091574,0.377572,1.3e-05,0.331275,0.013811,0.351703,0
19,2023-02-06T14:17:38.000000000,2023-02-06T14:18:36.000000000,0.272447,0.551312,0.401886,0.65794,0.666667,0.477655,0.950637,0.679847,0.9548,0.655917,0.123843,0.38632,0.9548,0.655917,0.22657,0.481657,0.235331,0.505985,0.333333,0.402716,0.857673,0.713912,0.93621,0.755736,0.424776,0.526131,0.93621,0.755736,0.437605,0.481869,0.427431,0.441642,0.666667,0.590721,0.915169,0.727683,0.96003,0.739312,0.506906,0.546787,0.96003,0.739312,0.291608,0.586564,0.268993,0.518454,0.333333,0.443625,0.939249,0.836569,0.942159,0.771541,0.660238,0.650089,0.942159,0.771541,0.452232,0.619469,0.388646,0.559906,0.333333,0.436756,0.38777,0.47646,0.19944,0.345373,0.515404,0.746356,0.198768,0.34504,0.720543,0.709514,0.685668,0.693973,0.333333,0.414791,0.714449,0.668295,0.546183,0.566018,0.761902,0.728435,0.54618,0.565923,0.033615,0.32722,0.038699,0.320382,0.0,0.269965,0.221633,0.418876,0.069971,0.293104,0.184283,0.554677,0.068971,0.29124,0.58765,0.698122,0.620258,0.726287,0.333333,0.429496,0.70865,0.680006,0.508438,0.52574,0.769479,0.740272,0.508435,0.525601,1e-06,0.277641,1e-06,0.27752,0.333333,0.483554,0.01115,0.27655,0.108759,0.31929,1.4e-05,0.2684,0.032468,0.295148,0
20,2023-02-06T14:18:08.000000000,2023-02-06T14:19:06.000000000,0.135378,0.506744,0.239429,0.609153,0.333333,0.453975,0.950401,0.71442,0.954812,0.689321,0.122317,0.414945,0.954812,0.689321,0.300629,0.583178,0.384231,0.646236,0.333333,0.434077,0.476768,0.436796,0.587632,0.447985,0.257113,0.51157,0.587632,0.447985,0.27007,0.465112,0.284966,0.441907,0.666667,0.599771,0.949489,0.795442,0.974337,0.777861,0.591725,0.65133,0.974337,0.777861,0.583386,0.799561,0.435586,0.671265,0.333333,0.475827,0.973335,0.87728,0.997043,0.823623,0.4192,0.63004,0.997043,0.823623,0.637845,0.80664,0.463814,0.676439,0.333333,0.481339,0.655253,0.649685,0.469464,0.529623,0.973465,1.0,0.469019,0.529426,0.558613,0.713286,0.523778,0.69548,0.333333,0.459405,0.610689,0.702815,0.433022,0.558799,0.661653,0.789192,0.433018,0.558703,0.327766,0.565657,0.320983,0.561174,0.333333,0.434343,0.597923,0.625814,0.371234,0.46257,0.914906,0.858918,0.370558,0.461316,0.771493,0.83557,0.736592,0.844655,0.333333,0.465976,0.618273,0.716686,0.424516,0.527869,0.630385,0.773653,0.424512,0.527732,1e-06,0.292123,1e-06,0.29203,0.333333,0.517117,0.014961,0.294622,0.117789,0.342794,3.8e-05,0.28377,0.042271,0.31784,1
21,2023-02-06T14:18:38.000000000,2023-02-06T14:19:36.000000000,5.5e-05,0.397956,6.1e-05,0.4367,1.0,0.744181,0.929554,0.661989,0.954365,0.64984,7.4e-05,0.363938,0.954365,0.64984,0.059569,0.44567,0.079442,0.478655,0.333333,0.431916,0.716654,0.54317,0.77556,0.509972,0.482946,0.629695,0.77556,0.509972,0.389346,0.551395,0.447633,0.55744,0.666667,0.563295,0.837958,0.718628,0.934405,0.708565,0.299064,0.593758,0.934405,0.708565,0.032979,0.587589,0.047835,0.529078,0.666667,0.561209,0.746036,0.646719,0.848752,0.64258,0.055772,0.494017,0.848752,0.64258,0.030234,0.49019,0.037564,0.450288,0.0,0.355069,0.928495,0.736243,0.912688,0.688187,0.135982,0.555633,0.912615,0.688071,0.019212,0.520286,0.017901,0.514909,0.333333,0.451474,0.15683,0.483437,0.142903,0.400754,0.015871,0.56183,0.142897,0.400632,0.148113,0.452519,0.181292,0.478127,0.333333,0.409453,0.845283,0.678052,0.729959,0.562438,0.757376,0.728216,0.729669,0.561349,0.018578,0.561777,0.017218,0.572231,0.333333,0.453728,0.165575,0.493267,0.154494,0.386864,0.015709,0.544595,0.154488,0.386695,3e-05,0.269193,2.3e-05,0.26914,0.333333,0.499571,0.011358,0.273595,0.098801,0.316644,8.7e-05,0.26282,0.021657,0.291814,0
22,2023-02-06T14:19:08.000000000,2023-02-06T14:20:06.000000000,0.0,0.489459,0.0,0.54058,0.0,0.750861,0.929852,0.6852,0.954595,0.672571,0.0,0.37445,0.954595,0.672571,0.360048,0.462864,0.392523,0.487803,0.333333,0.392329,0.842926,0.711729,0.955699,0.70255,0.268065,0.652508,0.955699,0.70255,0.0003,0.53009,0.000289,0.498154,1.0,0.587044,0.722922,0.68922,0.900248,0.70661,0.002021,0.535277,0.900248,0.70661,0.081483,0.414119,0.085743,0.410611,0.666667,0.547493,0.840612,0.669669,0.926211,0.66181,0.054483,0.511638,0.926211,0.66181,0.626407,0.465272,0.516343,0.445876,0.333333,0.311813,0.662224,0.609406,0.473153,0.530656,1.0,0.580837,0.472711,0.53042,0.024609,0.43165,0.023362,0.423363,0.333333,0.388384,0.135483,0.392019,0.105354,0.361205,0.02612,0.437723,0.105348,0.361064,0.402039,0.417529,0.424947,0.433996,0.333333,0.437503,0.597803,0.551527,0.36665,0.425074,0.928343,0.668821,0.365969,0.423243,0.025495,0.456208,0.024775,0.469466,0.333333,0.421992,0.140675,0.395606,0.110773,0.341224,0.024708,0.446529,0.110767,0.341028,0.0,0.292627,0.0,0.292426,0.333333,0.448539,0.000785,0.287387,0.07985,0.327847,1e-06,0.28026,0.001084,0.301253,0
23,2023-02-06T14:19:38.000000000,2023-02-06T14:20:36.000000000,8e-06,0.487884,9e-06,0.509257,1.0,0.640894,0.930175,0.826605,0.954824,0.807799,7.4e-05,0.45959,0.954824,0.807799,0.238776,0.702933,0.345885,0.736355,0.333333,0.501965,0.759958,0.742731,0.797341,0.749184,0.579002,0.702251,0.797341,0.749184,0.042235,0.586863,0.060155,0.621504,0.333333,0.660098,0.808894,0.806657,0.893564,0.808061,0.351642,0.673046,0.893564,0.808061,0.014944,0.695526,0.01792,0.674577,0.333333,0.562311,0.838068,0.766064,0.920945,0.764325,0.083021,0.590216,0.920945,0.764325,0.369843,0.808939,0.287265,0.760762,0.333333,0.578301,0.391022,0.596931,0.263996,0.482488,0.388359,0.830687,0.263378,0.482146,0.010422,0.733321,0.01403,0.723937,0.333333,0.548082,0.07337,0.677116,0.031008,0.564114,0.015568,0.751858,0.031002,0.564024,0.101058,0.687025,0.10274,0.727574,0.333333,0.493153,0.297562,0.547517,0.140166,0.404398,0.287286,0.685965,0.139242,0.402762,0.008356,0.669662,0.010255,0.692231,0.333333,0.545351,0.07183,0.679788,0.032358,0.533794,0.012245,0.718108,0.032351,0.533665,0.0,0.348707,0.0,0.348664,0.333333,0.579867,0.002618,0.349144,0.08387,0.3939,4e-06,0.341254,0.005448,0.365831,0
24,2023-02-06T14:20:08.000000000,2023-02-06T14:21:06.000000000,0.007666,0.542969,0.013565,0.62815,0.333333,0.564659,0.94982,0.734456,0.954377,0.704813,0.122317,0.437083,0.954377,0.704813,0.336395,0.560262,0.376263,0.572612,0.333333,0.422416,0.694786,0.635697,0.750597,0.628344,0.489153,0.633688,0.750597,0.628344,0.539998,0.720354,0.721056,0.730304,0.666667,0.629068,0.862444,0.760873,0.856651,0.687387,0.709291,0.754696,0.856651,0.687387,0.338245,0.606437,0.396334,0.631156,0.333333,0.481856,0.659579,0.571844,0.743286,0.554139,0.320902,0.638664,0.743286,0.554139,0.425762,0.531284,0.421823,0.546218,0.333333,0.440204,0.387264,0.434661,0.25452,0.338383,0.397569,0.586213,0.253894,0.338011,0.809567,0.851437,0.734571,0.805305,0.333333,0.435358,0.670933,0.792523,0.473425,0.659304,0.806202,0.859101,0.473422,0.659225,0.361313,0.524818,0.431724,0.570941,0.333333,0.580565,0.297423,0.398772,0.143594,0.279548,0.282925,0.499801,0.142673,0.277431,0.638179,0.818456,0.622845,0.833563,0.333333,0.459367,0.669069,0.793295,0.461136,0.608834,0.733891,0.832246,0.461132,0.608714,1e-06,0.305038,1e-06,0.30488,0.333333,0.494718,0.007157,0.30184,0.096409,0.345842,1.4e-05,0.294034,0.019061,0.319397,0
25,2023-02-06T14:20:38.000000000,2023-02-06T14:21:36.000000000,0.351239,0.708789,0.540904,0.873055,0.666667,0.663054,0.950087,0.756035,0.954389,0.730497,0.123843,0.434617,0.954389,0.730497,0.124687,0.461132,0.130854,0.461972,0.333333,0.449253,0.505276,0.512041,0.624904,0.542814,0.232652,0.521785,0.624904,0.542814,0.68254,0.761439,0.634483,0.685036,0.666667,0.617147,0.966281,0.847984,0.931052,0.766865,0.847459,0.824689,0.931052,0.766865,0.31886,0.616797,0.352614,0.631776,0.333333,0.484561,0.795899,0.705775,0.828844,0.658346,0.567743,0.711879,0.828844,0.658346,0.045507,0.336362,0.045599,0.35176,0.333333,0.503317,0.346573,0.389079,0.195864,0.290283,0.381308,0.567104,0.195189,0.289879,0.656457,0.792386,0.571808,0.736392,0.333333,0.480196,0.72164,0.816716,0.574654,0.713792,0.68811,0.81122,0.574651,0.713727,0.000742,0.30962,0.001089,0.31095,1.0,0.881408,0.303915,0.388954,0.146505,0.277217,0.295654,0.459355,0.145587,0.27528,0.917582,0.943991,0.878588,0.950872,0.333333,0.487878,0.701592,0.809568,0.526912,0.64413,0.688844,0.817358,0.526909,0.644026,1e-06,0.313699,1e-06,0.313601,0.333333,0.535281,0.012756,0.31436,0.113595,0.362386,1.4e-05,0.304752,0.037718,0.33654,1
26,2023-02-06T14:21:08.000000000,2023-02-06T14:22:06.000000000,0.000711,0.500734,0.00073,0.570119,1.0,0.664086,0.930359,0.723998,0.954772,0.717514,0.001603,0.370867,0.954772,0.717514,0.222048,0.500675,0.299213,0.537057,0.333333,0.460048,0.496433,0.459218,0.618257,0.492664,0.224831,0.495078,0.618257,0.492664,0.349688,0.64309,0.587812,0.696719,0.666667,0.59067,0.925274,0.831859,0.973687,0.786371,0.491096,0.741722,0.973687,0.786371,0.070624,0.541517,0.074389,0.548273,0.333333,0.454719,0.906252,0.767116,0.966441,0.746689,0.179844,0.558875,0.966441,0.746689,0.346667,0.465911,0.282131,0.455858,0.333333,0.54295,0.602763,0.466977,0.540553,0.41875,0.332639,0.473048,0.540167,0.418431,0.146034,0.59833,0.186737,0.592485,0.333333,0.504685,0.298637,0.603842,0.205985,0.514071,0.166539,0.612925,0.20598,0.513972,0.259536,0.420553,0.246434,0.414788,0.333333,0.655935,0.58087,0.476055,0.491027,0.406708,0.402717,0.418193,0.490479,0.405269,0.059214,0.650752,0.079986,0.662198,0.333333,0.491795,0.255924,0.581897,0.183524,0.467685,0.100458,0.590178,0.183518,0.467541,2.9e-05,0.302968,2e-05,0.302936,0.333333,0.555212,0.010913,0.305812,0.100794,0.348138,6.5e-05,0.296765,0.023821,0.323135,1
