station,source,signal_col,scheme,SNR_dB,BER
SM_1,filtered,i3_light_barrier,ASK,1.051,0.00264
SM_1,filtered,i2_color_sensor,ASK,22.984,0.00158
SM_1,filtered,i6_light_barrier,ASK,4.599,0.00211
SM_1,filtered,i7_light_barrier,ASK,-0.587,0.00053
SM_1,filtered,i8_light_barrier,ASK,1.642,0.0
SM_1,filtered,o5_valve,ASK,-6.773,0.00106
SM_1,features,m1_speed_psd_peak,ASK,11.008,0.064
SM_1,features,m1_speed_psd_mean_energy,ASK,12.618,0.072
SM_1,features,m1_speed_psd_peak_freq,ASK,16.909,0.184
SM_1,features,m1_speed_rms,ASK,25.021,0.008
SM_1,features,m1_speed_mean,ASK,25.014,0.016
SM_1,features,m1_speed_variance,ASK,15.992,0.096
SM_1,features,m1_speed_fft_peak,ASK,25.014,0.016
SM_1,features,o8_compressor_psd_peak,ASK,5.883,0.016
SM_1,features,o8_compressor_psd_mean_energy,ASK,5.883,0.016
SM_1,features,o8_compressor_psd_peak_freq,ASK,13.416,0.032
SM_1,features,o8_compressor_rms,ASK,11.111,0.016
SM_1,features,o8_compressor_mean,ASK,8.893,0.016
SM_1,features,o8_compressor_variance,ASK,8.893,0.016
SM_1,features,o8_compressor_fft_peak,ASK,11.111,0.016
SM_1,features,current_task_duration_psd_peak,ASK,11.111,0.04
SM_1,features,current_task_duration_psd_mean_energy,ASK,11.274,0.048
SM_1,features,current_task_duration_psd_peak_freq,ASK,15.583,0.136
SM_1,features,current_task_duration_rms,ASK,11.111,0.032
SM_1,features,current_task_duration_mean,ASK,5.883,0.008
SM_1,features,current_task_duration_variance,ASK,5.883,0.008
SM_1,features,current_task_duration_fft_peak,ASK,5.883,0.008
SM_1,filtered,m1_speed,FSK,22.983,0.52245
SM_1,filtered,o7_valve,FSK,22.992,0.47808
SM_1,filtered,o8_compressor,FSK,22.994,0.47966
SM_1,filtered,current_task,FSK,22.995,0.48125
SM_1,filtered,current_task_duration,FSK,22.996,0.47385
SM_1,filtered,current_sub_task,FSK,22.994,0.47702
SM_1,filtered,i1_light_barrier,FSK,22.984,0.48177
SM_1,filtered,i3_light_barrier,FSK,22.993,0.47808
SM_1,filtered,i2_color_sensor,FSK,22.988,0.52139
SM_1,filtered,i6_light_barrier,FSK,22.986,0.47861
SM_1,filtered,i7_light_barrier,FSK,22.99,0.47913
SM_1,filtered,i8_light_barrier,FSK,22.991,0.47702
SM_1,filtered,o5_valve,FSK,22.992,0.47913
SM_1,features,m1_speed_psd_peak,FSK,24.907,0.512
SM_1,features,m1_speed_psd_mean_energy,FSK,24.922,0.496
SM_1,features,m1_speed_psd_peak_freq,FSK,25.086,0.504
SM_1,features,m1_speed_rms,FSK,25.091,0.512
SM_1,features,m1_speed_mean,FSK,25.076,0.52
SM_1,features,m1_speed_variance,FSK,24.937,0.52
SM_1,features,m1_speed_fft_peak,FSK,25.076,0.52
SM_1,features,o8_compressor_psd_peak,FSK,25.048,0.496
SM_1,features,o8_compressor_psd_mean_energy,FSK,25.048,0.496
SM_1,features,o8_compressor_psd_peak_freq,FSK,25.085,0.512
SM_1,features,o8_compressor_rms,FSK,25.031,0.504
SM_1,features,o8_compressor_mean,FSK,25.031,0.496
SM_1,features,o8_compressor_variance,FSK,25.031,0.496
SM_1,features,o8_compressor_fft_peak,FSK,25.031,0.504
SM_1,features,current_task_duration_psd_peak,FSK,25.055,0.488
SM_1,features,current_task_duration_psd_mean_energy,FSK,25.02,0.496
SM_1,features,current_task_duration_psd_peak_freq,FSK,24.985,0.512
SM_1,features,current_task_duration_rms,FSK,25.0,0.488
SM_1,features,current_task_duration_mean,FSK,25.098,0.48
SM_1,features,current_task_duration_variance,FSK,25.098,0.48
SM_1,features,current_task_duration_fft_peak,FSK,25.098,0.48
SM_1,filtered,m1_speed,PSK,22.99,0.0
SM_1,filtered,o7_valve,PSK,22.99,0.0
SM_1,filtered,o8_compressor,PSK,22.99,0.0
SM_1,filtered,current_task,PSK,22.99,0.0
SM_1,filtered,current_task_duration,PSK,22.99,0.0
SM_1,filtered,current_sub_task,PSK,22.99,0.0
SM_1,filtered,i1_light_barrier,PSK,22.99,0.0
SM_1,filtered,i3_light_barrier,PSK,22.99,0.0
SM_1,filtered,i2_color_sensor,PSK,22.99,0.0
SM_1,filtered,i6_light_barrier,PSK,22.99,0.0
SM_1,filtered,i7_light_barrier,PSK,22.99,0.0
SM_1,filtered,i8_light_barrier,PSK,22.99,0.0
SM_1,filtered,o5_valve,PSK,22.99,0.0
SM_1,features,m1_speed_psd_peak,PSK,25.091,0.0
SM_1,features,m1_speed_psd_mean_energy,PSK,25.091,0.0
SM_1,features,m1_speed_psd_peak_freq,PSK,25.091,0.0
SM_1,features,m1_speed_rms,PSK,25.091,0.0
SM_1,features,m1_speed_mean,PSK,25.091,0.0
SM_1,features,m1_speed_variance,PSK,25.091,0.0
SM_1,features,m1_speed_fft_peak,PSK,25.091,0.0
SM_1,features,o8_compressor_psd_peak,PSK,25.091,0.0
SM_1,features,o8_compressor_psd_mean_energy,PSK,25.091,0.0
SM_1,features,o8_compressor_psd_peak_freq,PSK,25.091,0.0
SM_1,features,o8_compressor_rms,PSK,25.091,0.0
SM_1,features,o8_compressor_mean,PSK,25.091,0.0
SM_1,features,o8_compressor_variance,PSK,25.091,0.0
SM_1,features,o8_compressor_fft_peak,PSK,25.091,0.0
SM_1,features,current_task_duration_psd_peak,PSK,25.091,0.0
SM_1,features,current_task_duration_psd_mean_energy,PSK,25.091,0.0
SM_1,features,current_task_duration_psd_peak_freq,PSK,25.091,0.0
SM_1,features,current_task_duration_rms,PSK,25.091,0.0
SM_1,features,current_task_duration_mean,PSK,25.091,0.0
SM_1,features,current_task_duration_variance,PSK,25.091,0.0
SM_1,features,current_task_duration_fft_peak,PSK,25.091,0.0
VGR_1,filtered,i1_pos_switch,AM,25.379,
VGR_1,filtered,i2_pos_switch,AM,26.724,
VGR_1,filtered,i3_pos_switch,AM,26.344,
VGR_1,filtered,i4_light_barrier,AM,23.124,
VGR_1,filtered,m1_speed,AM,25.952,
VGR_1,filtered,m2_speed,AM,25.817,
VGR_1,filtered,m3_speed,AM,25.848,
VGR_1,filtered,current_task,AM,24.336,
VGR_1,filtered,current_task_duration,AM,24.464,
VGR_1,filtered,current_sub_task,AM,24.146,
VGR_1,filtered,current_pos_x,AM,24.782,
VGR_1,filtered,current_pos_y,AM,24.303,
VGR_1,filtered,target_pos_x,AM,25.433,
VGR_1,filtered,target_pos_y,AM,24.263,
VGR_1,filtered,i7_light_barrier,AM,23.313,
VGR_1,filtered,i8_color_sensor,AM,27.69,
VGR_1,filtered,o7_compressor_level,AM,25.425,
VGR_1,filtered,o8_valve_open,AM,28.061,
VGR_1,filtered,current_pos_z,AM,24.102,
VGR_1,filtered,target_pos_z,AM,24.304,
VGR_1,features,m1_speed_psd_peak,AM,27.056,
VGR_1,features,m1_speed_psd_mean_energy,AM,27.225,
VGR_1,features,m1_speed_psd_peak_freq,AM,28.172,
VGR_1,features,m1_speed_rms,AM,29.317,
VGR_1,features,m1_speed_mean,AM,29.507,
VGR_1,features,m1_speed_variance,AM,27.565,
VGR_1,features,m1_speed_fft_peak,AM,29.507,
VGR_1,features,m2_speed_psd_peak,AM,26.116,
VGR_1,features,m2_speed_psd_mean_energy,AM,26.209,
VGR_1,features,m2_speed_psd_peak_freq,AM,29.332,
VGR_1,features,m2_speed_rms,AM,28.947,
VGR_1,features,m2_speed_mean,AM,29.427,
VGR_1,features,m2_speed_variance,AM,26.649,
VGR_1,features,m2_speed_fft_peak,AM,29.427,
VGR_1,features,m3_speed_psd_peak,AM,26.217,
VGR_1,features,m3_speed_psd_mean_energy,AM,26.321,
VGR_1,features,m3_speed_psd_peak_freq,AM,28.817,
VGR_1,features,m3_speed_rms,AM,29.089,
VGR_1,features,m3_speed_mean,AM,29.598,
VGR_1,features,m3_speed_variance,AM,26.535,
VGR_1,features,m3_speed_fft_peak,AM,29.598,
VGR_1,features,current_pos_x_psd_peak,AM,25.899,
VGR_1,features,current_pos_x_psd_mean_energy,AM,25.988,
VGR_1,features,current_pos_x_psd_peak_freq,AM,27.66,
VGR_1,features,current_pos_x_rms,AM,27.005,
VGR_1,features,current_pos_x_mean,AM,26.707,
VGR_1,features,current_pos_x_variance,AM,26.111,
VGR_1,features,current_pos_x_fft_peak,AM,26.701,
VGR_1,features,current_pos_y_psd_peak,AM,26.425,
VGR_1,features,current_pos_y_psd_mean_energy,AM,26.528,
VGR_1,features,current_pos_y_psd_peak_freq,AM,28.291,
VGR_1,features,current_pos_y_rms,AM,27.207,
VGR_1,features,current_pos_y_mean,AM,26.926,
VGR_1,features,current_pos_y_variance,AM,26.675,
VGR_1,features,current_pos_y_fft_peak,AM,26.893,
VGR_1,features,current_pos_z_psd_peak,AM,26.069,
VGR_1,features,current_pos_z_psd_mean_energy,AM,26.153,
VGR_1,features,current_pos_z_psd_peak_freq,AM,27.841,
VGR_1,features,current_pos_z_rms,AM,27.316,
VGR_1,features,current_pos_z_mean,AM,27.253,
VGR_1,features,current_pos_z_variance,AM,26.509,
VGR_1,features,current_pos_z_fft_peak,AM,27.249,
VGR_1,features,target_pos_x_psd_peak,AM,26.833,
VGR_1,features,target_pos_x_psd_mean_energy,AM,26.972,
VGR_1,features,target_pos_x_psd_peak_freq,AM,27.927,
VGR_1,features,target_pos_x_rms,AM,27.968,
VGR_1,features,target_pos_x_mean,AM,27.453,
VGR_1,features,target_pos_x_variance,AM,27.632,
VGR_1,features,target_pos_x_fft_peak,AM,27.442,
VGR_1,features,target_pos_y_psd_peak,AM,25.592,
VGR_1,features,target_pos_y_psd_mean_energy,AM,25.571,
VGR_1,features,target_pos_y_psd_peak_freq,AM,28.551,
VGR_1,features,target_pos_y_rms,AM,26.933,
VGR_1,features,target_pos_y_mean,AM,27.301,
VGR_1,features,target_pos_y_variance,AM,25.963,
VGR_1,features,target_pos_y_fft_peak,AM,27.206,
VGR_1,features,target_pos_z_psd_peak,AM,26.053,
VGR_1,features,target_pos_z_psd_mean_energy,AM,26.051,
VGR_1,features,target_pos_z_psd_peak_freq,AM,27.998,
VGR_1,features,target_pos_z_rms,AM,27.312,
VGR_1,features,target_pos_z_mean,AM,27.666,
VGR_1,features,target_pos_z_variance,AM,26.195,
VGR_1,features,target_pos_z_fft_peak,AM,27.651,
VGR_1,features,current_task_duration_psd_peak,AM,26.766,
VGR_1,features,current_task_duration_psd_mean_energy,AM,26.752,
VGR_1,features,current_task_duration_psd_peak_freq,AM,27.697,
VGR_1,features,current_task_duration_rms,AM,27.828,
VGR_1,features,current_task_duration_mean,AM,27.286,
VGR_1,features,current_task_duration_variance,AM,27.491,
VGR_1,features,current_task_duration_fft_peak,AM,27.275,
VGR_1,filtered,i1_pos_switch,FM,22.984,
VGR_1,filtered,i2_pos_switch,FM,22.979,
VGR_1,filtered,i3_pos_switch,FM,22.986,
VGR_1,filtered,i4_light_barrier,FM,22.988,
VGR_1,filtered,m1_speed,FM,22.989,
VGR_1,filtered,m2_speed,FM,22.987,
VGR_1,filtered,m3_speed,FM,22.99,
VGR_1,filtered,current_task,FM,23.0,
VGR_1,filtered,current_task_duration,FM,22.988,
VGR_1,filtered,current_sub_task,FM,22.999,
VGR_1,filtered,current_pos_x,FM,22.99,
VGR_1,filtered,current_pos_y,FM,22.991,
VGR_1,filtered,target_pos_x,FM,22.988,
VGR_1,filtered,target_pos_y,FM,22.991,
VGR_1,filtered,i7_light_barrier,FM,22.996,
VGR_1,filtered,i8_color_sensor,FM,22.992,
VGR_1,filtered,o7_compressor_level,FM,23.003,
VGR_1,filtered,o8_valve_open,FM,22.99,
VGR_1,filtered,current_pos_z,FM,22.991,
VGR_1,filtered,target_pos_z,FM,22.988,
VGR_1,features,m1_speed_psd_peak,FM,25.262,
VGR_1,features,m1_speed_psd_mean_energy,FM,24.992,
VGR_1,features,m1_speed_psd_peak_freq,FM,24.995,
VGR_1,features,m1_speed_rms,FM,25.121,
VGR_1,features,m1_speed_mean,FM,25.116,
VGR_1,features,m1_speed_variance,FM,25.109,
VGR_1,features,m1_speed_fft_peak,FM,25.116,
VGR_1,features,m2_speed_psd_peak,FM,25.055,
VGR_1,features,m2_speed_psd_mean_energy,FM,25.16,
VGR_1,features,m2_speed_psd_peak_freq,FM,24.953,
VGR_1,features,m2_speed_rms,FM,25.133,
VGR_1,features,m2_speed_mean,FM,25.104,
VGR_1,features,m2_speed_variance,FM,25.144,
VGR_1,features,m2_speed_fft_peak,FM,25.104,
VGR_1,features,m3_speed_psd_peak,FM,25.229,
VGR_1,features,m3_speed_psd_mean_energy,FM,25.252,
VGR_1,features,m3_speed_psd_peak_freq,FM,25.111,
VGR_1,features,m3_speed_rms,FM,25.113,
VGR_1,features,m3_speed_mean,FM,25.11,
VGR_1,features,m3_speed_variance,FM,25.081,
VGR_1,features,m3_speed_fft_peak,FM,25.11,
VGR_1,features,current_pos_x_psd_peak,FM,25.041,
VGR_1,features,current_pos_x_psd_mean_energy,FM,25.296,
VGR_1,features,current_pos_x_psd_peak_freq,FM,24.981,
VGR_1,features,current_pos_x_rms,FM,25.098,
VGR_1,features,current_pos_x_mean,FM,25.045,
VGR_1,features,current_pos_x_variance,FM,25.018,
VGR_1,features,current_pos_x_fft_peak,FM,25.049,
VGR_1,features,current_pos_y_psd_peak,FM,25.085,
VGR_1,features,current_pos_y_psd_mean_energy,FM,25.213,
VGR_1,features,current_pos_y_psd_peak_freq,FM,25.068,
VGR_1,features,current_pos_y_rms,FM,25.059,
VGR_1,features,current_pos_y_mean,FM,25.107,
VGR_1,features,current_pos_y_variance,FM,25.092,
VGR_1,features,current_pos_y_fft_peak,FM,25.125,
VGR_1,features,current_pos_z_psd_peak,FM,25.069,
VGR_1,features,current_pos_z_psd_mean_energy,FM,24.967,
VGR_1,features,current_pos_z_psd_peak_freq,FM,25.13,
VGR_1,features,current_pos_z_rms,FM,25.183,
VGR_1,features,current_pos_z_mean,FM,25.187,
VGR_1,features,current_pos_z_variance,FM,25.121,
VGR_1,features,current_pos_z_fft_peak,FM,25.158,
VGR_1,features,target_pos_x_psd_peak,FM,24.987,
VGR_1,features,target_pos_x_psd_mean_energy,FM,25.288,
VGR_1,features,target_pos_x_psd_peak_freq,FM,25.037,
VGR_1,features,target_pos_x_rms,FM,25.143,
VGR_1,features,target_pos_x_mean,FM,25.118,
VGR_1,features,target_pos_x_variance,FM,25.45,
VGR_1,features,target_pos_x_fft_peak,FM,25.132,
VGR_1,features,target_pos_y_psd_peak,FM,25.012,
VGR_1,features,target_pos_y_psd_mean_energy,FM,25.02,
VGR_1,features,target_pos_y_psd_peak_freq,FM,25.137,
VGR_1,features,target_pos_y_rms,FM,25.166,
VGR_1,features,target_pos_y_mean,FM,25.09,
VGR_1,features,target_pos_y_variance,FM,25.174,
VGR_1,features,target_pos_y_fft_peak,FM,25.218,
VGR_1,features,target_pos_z_psd_peak,FM,25.07,
VGR_1,features,target_pos_z_psd_mean_energy,FM,25.057,
VGR_1,features,target_pos_z_psd_peak_freq,FM,24.915,
VGR_1,features,target_pos_z_rms,FM,24.975,
VGR_1,features,target_pos_z_mean,FM,25.159,
VGR_1,features,target_pos_z_variance,FM,25.124,
VGR_1,features,target_pos_z_fft_peak,FM,25.157,
VGR_1,features,current_task_duration_psd_peak,FM,25.082,
VGR_1,features,current_task_duration_psd_mean_energy,FM,25.204,
VGR_1,features,current_task_duration_psd_peak_freq,FM,25.101,
VGR_1,features,current_task_duration_rms,FM,25.069,
VGR_1,features,current_task_duration_mean,FM,25.125,
VGR_1,features,current_task_duration_variance,FM,25.164,
VGR_1,features,current_task_duration_fft_peak,FM,25.103,
VGR_1,filtered,i1_pos_switch,ASK,18.141,0.01373
VGR_1,filtered,i2_pos_switch,ASK,20.831,0.05494
VGR_1,filtered,i3_pos_switch,ASK,20.151,0.04015
VGR_1,filtered,i4_light_barrier,ASK,4.45,0.00317
VGR_1,filtered,m1_speed,ASK,21.757,0.11516
VGR_1,filtered,m2_speed,ASK,15.474,0.11305
VGR_1,filtered,m3_speed,ASK,16.812,0.12573
VGR_1,filtered,current_task,ASK,14.549,0.00951
VGR_1,filtered,current_task_duration,ASK,14.131,0.02588
VGR_1,filtered,current_sub_task,ASK,13.611,0.03909
VGR_1,filtered,current_pos_x,ASK,13.454,0.00581
VGR_1,filtered,current_pos_y,ASK,12.326,0.0412
VGR_1,filtered,target_pos_x,ASK,18.085,0.00792
VGR_1,filtered,target_pos_y,ASK,8.084,0.01479
VGR_1,filtered,i7_light_barrier,ASK,8.364,0.0074
VGR_1,filtered,i8_color_sensor,ASK,22.861,0.00211
VGR_1,filtered,o7_compressor_level,ASK,18.249,0.02536
VGR_1,filtered,o8_valve_open,ASK,22.94,0.00528
VGR_1,filtered,current_pos_z,ASK,10.878,0.01321
VGR_1,filtered,target_pos_z,ASK,8.763,0.01268
VGR_1,features,m1_speed_psd_peak,ASK,18.568,0.296
VGR_1,features,m1_speed_psd_mean_energy,ASK,20.04,0.288
VGR_1,features,m1_speed_psd_peak_freq,ASK,21.061,0.232
VGR_1,features,m1_speed_rms,ASK,25.021,0.008
VGR_1,features,m1_speed_mean,ASK,25.021,0.008
VGR_1,features,m1_speed_variance,ASK,20.25,0.224
VGR_1,features,m1_speed_fft_peak,ASK,25.021,0.008
VGR_1,features,m2_speed_psd_peak,ASK,14.956,0.128
VGR_1,features,m2_speed_psd_mean_energy,ASK,15.024,0.12
VGR_1,features,m2_speed_psd_peak_freq,ASK,24.421,0.104
VGR_1,features,m2_speed_rms,ASK,25.021,0.008
VGR_1,features,m2_speed_mean,ASK,24.974,0.008
VGR_1,features,m2_speed_variance,ASK,17.546,0.104
VGR_1,features,m2_speed_fft_peak,ASK,24.974,0.008
VGR_1,features,m3_speed_psd_peak,ASK,15.363,0.128
VGR_1,features,m3_speed_psd_mean_energy,ASK,17.006,0.168
VGR_1,features,m3_speed_psd_peak_freq,ASK,22.983,0.296
VGR_1,features,m3_speed_rms,ASK,24.974,0.008
VGR_1,features,m3_speed_mean,ASK,24.974,0.008
VGR_1,features,m3_speed_variance,ASK,17.048,0.136
VGR_1,features,m3_speed_fft_peak,ASK,24.974,0.008
VGR_1,features,current_pos_x_psd_peak,ASK,13.664,0.088
VGR_1,features,current_pos_x_psd_mean_energy,ASK,13.664,0.088
VGR_1,features,current_pos_x_psd_peak_freq,ASK,16.979,0.128
VGR_1,features,current_pos_x_rms,ASK,16.882,0.088
VGR_1,features,current_pos_x_mean,ASK,16.297,0.088
VGR_1,features,current_pos_x_variance,ASK,13.899,0.08
VGR_1,features,current_pos_x_fft_peak,ASK,16.297,0.088
VGR_1,features,current_pos_y_psd_peak,ASK,15.848,0.16
VGR_1,features,current_pos_y_psd_mean_energy,ASK,17.789,0.216
VGR_1,features,current_pos_y_psd_peak_freq,ASK,21.236,0.272
VGR_1,features,current_pos_y_rms,ASK,19.656,0.152
VGR_1,features,current_pos_y_mean,ASK,18.435,0.144
VGR_1,features,current_pos_y_variance,ASK,18.921,0.168
VGR_1,features,current_pos_y_fft_peak,ASK,17.868,0.12
VGR_1,features,current_pos_z_psd_peak,ASK,15.583,0.112
VGR_1,features,current_pos_z_psd_mean_energy,ASK,14.914,0.12
VGR_1,features,current_pos_z_psd_peak_freq,ASK,18.366,0.192
VGR_1,features,current_pos_z_rms,ASK,19.427,0.136
VGR_1,features,current_pos_z_mean,ASK,19.347,0.16
VGR_1,features,current_pos_z_variance,ASK,17.508,0.112
VGR_1,features,current_pos_z_fft_peak,ASK,19.347,0.16
VGR_1,features,target_pos_x_psd_peak,ASK,18.616,0.256
VGR_1,features,target_pos_x_psd_mean_energy,ASK,18.941,0.272
VGR_1,features,target_pos_x_psd_peak_freq,ASK,18.373,0.152
VGR_1,features,target_pos_x_rms,ASK,22.192,0.232
VGR_1,features,target_pos_x_mean,ASK,20.442,0.224
VGR_1,features,target_pos_x_variance,ASK,21.455,0.248
VGR_1,features,target_pos_x_fft_peak,ASK,20.442,0.224
VGR_1,features,target_pos_y_psd_peak,ASK,8.893,0.04
VGR_1,features,target_pos_y_psd_mean_energy,ASK,10.062,0.032
VGR_1,features,target_pos_y_psd_peak_freq,ASK,22.18,0.264
VGR_1,features,target_pos_y_rms,ASK,18.378,0.104
VGR_1,features,target_pos_y_mean,ASK,19.412,0.16
VGR_1,features,target_pos_y_variance,ASK,13.664,0.048
VGR_1,features,target_pos_y_fft_peak,ASK,18.809,0.152
VGR_1,features,target_pos_z_psd_peak,ASK,14.914,0.12
VGR_1,features,target_pos_z_psd_mean_energy,ASK,15.363,0.128
VGR_1,features,target_pos_z_psd_peak_freq,ASK,19.898,0.208
VGR_1,features,target_pos_z_rms,ASK,19.078,0.152
VGR_1,features,target_pos_z_mean,ASK,21.669,0.256
VGR_1,features,target_pos_z_variance,ASK,14.8,0.072
VGR_1,features,target_pos_z_fft_peak,ASK,21.514,0.24
VGR_1,features,current_task_duration_psd_peak,ASK,17.344,0.184
VGR_1,features,current_task_duration_psd_mean_energy,ASK,17.383,0.192
VGR_1,features,current_task_duration_psd_peak_freq,ASK,16.776,0.12
VGR_1,features,current_task_duration_rms,ASK,21.224,0.216
VGR_1,features,current_task_duration_mean,ASK,20.067,0.2
VGR_1,features,current_task_duration_variance,ASK,20.155,0.16
VGR_1,features,current_task_duration_fft_peak,ASK,20.067,0.2
VGR_1,filtered,i1_pos_switch,FSK,22.977,0.50449
VGR_1,filtered,i2_pos_switch,FSK,22.968,0.50872
VGR_1,filtered,i3_pos_switch,FSK,22.986,0.50396
VGR_1,filtered,i4_light_barrier,FSK,22.992,0.48019
VGR_1,filtered,m1_speed,FSK,22.997,0.514
VGR_1,filtered,m2_speed,FSK,23.008,0.47966
VGR_1,filtered,m3_speed,FSK,22.94,0.49868
VGR_1,filtered,current_task,FSK,22.99,0.486
VGR_1,filtered,current_task_duration,FSK,22.996,0.48547
VGR_1,filtered,current_sub_task,FSK,23.02,0.4823
VGR_1,filtered,current_pos_x,FSK,22.997,0.48494
VGR_1,filtered,current_pos_y,FSK,23.007,0.4823
VGR_1,filtered,target_pos_x,FSK,22.976,0.49604
VGR_1,filtered,target_pos_y,FSK,22.997,0.48019
VGR_1,filtered,i7_light_barrier,FSK,23.0,0.47808
VGR_1,filtered,i8_color_sensor,FSK,22.978,0.52245
VGR_1,filtered,o7_compressor_level,FSK,23.003,0.49709
VGR_1,filtered,o8_valve_open,FSK,22.994,0.52087
VGR_1,filtered,current_pos_z,FSK,23.002,0.48125
VGR_1,filtered,target_pos_z,FSK,23.011,0.47966
VGR_1,features,m1_speed_psd_peak,FSK,25.084,0.504
VGR_1,features,m1_speed_psd_mean_energy,FSK,25.125,0.496
VGR_1,features,m1_speed_psd_peak_freq,FSK,24.865,0.56
VGR_1,features,m1_speed_rms,FSK,25.091,0.512
VGR_1,features,m1_speed_mean,FSK,25.091,0.512
VGR_1,features,m1_speed_variance,FSK,25.105,0.48
VGR_1,features,m1_speed_fft_peak,FSK,25.091,0.512
VGR_1,features,m2_speed_psd_peak,FSK,25.007,0.488
VGR_1,features,m2_speed_psd_mean_energy,FSK,25.022,0.48
VGR_1,features,m2_speed_psd_peak_freq,FSK,25.12,0.504
VGR_1,features,m2_speed_rms,FSK,25.091,0.512
VGR_1,features,m2_speed_mean,FSK,25.123,0.504
VGR_1,features,m2_speed_variance,FSK,25.043,0.496
VGR_1,features,m2_speed_fft_peak,FSK,25.123,0.504
VGR_1,features,m3_speed_psd_peak,FSK,25.261,0.448
VGR_1,features,m3_speed_psd_mean_energy,FSK,25.229,0.472
VGR_1,features,m3_speed_psd_peak_freq,FSK,24.826,0.568
VGR_1,features,m3_speed_rms,FSK,25.123,0.504
VGR_1,features,m3_speed_mean,FSK,25.123,0.504
VGR_1,features,m3_speed_variance,FSK,25.145,0.48
VGR_1,features,m3_speed_fft_peak,FSK,25.123,0.504
VGR_1,features,current_pos_x_psd_peak,FSK,25.159,0.456
VGR_1,features,current_pos_x_psd_mean_energy,FSK,25.159,0.456
VGR_1,features,current_pos_x_psd_peak_freq,FSK,24.948,0.512
VGR_1,features,current_pos_x_rms,FSK,24.984,0.48
VGR_1,features,current_pos_x_mean,FSK,24.931,0.504
VGR_1,features,current_pos_x_variance,FSK,25.1,0.48
VGR_1,features,current_pos_x_fft_peak,FSK,24.931,0.504
VGR_1,features,current_pos_y_psd_peak,FSK,25.17,0.448
VGR_1,features,current_pos_y_psd_mean_energy,FSK,25.142,0.456
VGR_1,features,current_pos_y_psd_peak_freq,FSK,25.167,0.456
VGR_1,features,current_pos_y_rms,FSK,25.104,0.48
VGR_1,features,current_pos_y_mean,FSK,25.039,0.488
VGR_1,features,current_pos_y_variance,FSK,25.15,0.464
VGR_1,features,current_pos_y_fft_peak,FSK,24.979,0.504
VGR_1,features,current_pos_z_psd_peak,FSK,25.218,0.464
VGR_1,features,current_pos_z_psd_mean_energy,FSK,25.218,0.456
VGR_1,features,current_pos_z_psd_peak_freq,FSK,25.138,0.488
VGR_1,features,current_pos_z_rms,FSK,25.273,0.472
VGR_1,features,current_pos_z_mean,FSK,25.196,0.496
VGR_1,features,current_pos_z_variance,FSK,25.235,0.48
VGR_1,features,current_pos_z_fft_peak,FSK,25.196,0.496
VGR_1,features,target_pos_x_psd_peak,FSK,25.119,0.488
VGR_1,features,target_pos_x_psd_mean_energy,FSK,25.084,0.504
VGR_1,features,target_pos_x_psd_peak_freq,FSK,25.069,0.504
VGR_1,features,target_pos_x_rms,FSK,25.213,0.488
VGR_1,features,target_pos_x_mean,FSK,25.148,0.488
VGR_1,features,target_pos_x_variance,FSK,25.059,0.504
VGR_1,features,target_pos_x_fft_peak,FSK,25.148,0.488
VGR_1,features,target_pos_y_psd_peak,FSK,25.081,0.48
VGR_1,features,target_pos_y_psd_mean_energy,FSK,25.096,0.488
VGR_1,features,target_pos_y_psd_peak_freq,FSK,25.532,0.408
VGR_1,features,target_pos_y_rms,FSK,25.103,0.456
VGR_1,features,target_pos_y_mean,FSK,24.918,0.528
VGR_1,features,target_pos_y_variance,FSK,25.107,0.48
VGR_1,features,target_pos_y_fft_peak,FSK,24.938,0.528
VGR_1,features,target_pos_z_psd_peak,FSK,25.218,0.456
VGR_1,features,target_pos_z_psd_mean_energy,FSK,25.187,0.464
VGR_1,features,target_pos_z_psd_peak_freq,FSK,25.222,0.48
VGR_1,features,target_pos_z_rms,FSK,25.278,0.472
VGR_1,features,target_pos_z_mean,FSK,25.145,0.52
VGR_1,features,target_pos_z_variance,FSK,25.193,0.472
VGR_1,features,target_pos_z_fft_peak,FSK,25.145,0.512
VGR_1,features,current_task_duration_psd_peak,FSK,25.112,0.496
VGR_1,features,current_task_duration_psd_mean_energy,FSK,25.127,0.488
VGR_1,features,current_task_duration_psd_peak_freq,FSK,24.996,0.504
VGR_1,features,current_task_duration_rms,FSK,25.151,0.504
VGR_1,features,current_task_duration_mean,FSK,25.146,0.48
VGR_1,features,current_task_duration_variance,FSK,25.211,0.504
VGR_1,features,current_task_duration_fft_peak,FSK,25.146,0.48
VGR_1,filtered,i1_pos_switch,PSK,22.99,0.0
VGR_1,filtered,i2_pos_switch,PSK,22.99,0.0
VGR_1,filtered,i3_pos_switch,PSK,22.99,0.0
VGR_1,filtered,i4_light_barrier,PSK,22.99,0.0
VGR_1,filtered,m1_speed,PSK,22.99,0.0
VGR_1,filtered,m2_speed,PSK,22.99,0.0
VGR_1,filtered,m3_speed,PSK,22.99,0.0
VGR_1,filtered,current_task,PSK,22.99,0.0
VGR_1,filtered,current_task_duration,PSK,22.99,0.0
VGR_1,filtered,current_sub_task,PSK,22.99,0.0
VGR_1,filtered,current_pos_x,PSK,22.99,0.0
VGR_1,filtered,current_pos_y,PSK,22.99,0.0
