timestamp,i3_pos_switch_baseband,i3_pos_switch_fm_demodulated,m2_speed_baseband,m2_speed_fm_demodulated,o8_compressor_baseband,o8_compressor_fm_demodulated,o5_valve_baseband,o5_valve_fm_demodulated,o6_valve_baseband,o6_valve_fm_demodulated,current_state_binary
2023-02-06 14:13:50,1.0,0.195952,0.514847,0.463515,0.128367,0.05968,1.0,0.76572,1.0,0.257363,1.0
2023-02-06 14:13:52,0.0,0.1258,0.512352,0.461779,0.106295,0.109138,1.0,0.862802,0.0,0.201501,1.0
2023-02-06 14:13:54,0.0,0.136321,0.512765,0.495027,0.16272,0.12578,1.0,0.865132,0.0,0.186239,1.0
2023-02-06 14:13:56,0.0,0.051495,0.516825,0.523261,0.237788,0.080791,1.0,0.777519,0.0,0.140905,1.0
2023-02-06 14:13:58,0.0,0.135191,0.519092,0.525674,0.211064,0.074018,1.0,0.826393,0.0,0.159107,1.0
2023-02-06 14:14:00,0.0,0.092025,0.514845,0.482372,0.072419,0.011544,1.0,0.909181,0.0,0.158417,1.0
2023-02-06 14:14:02,0.0,0.152122,0.508558,0.432457,0.0,0.233478,1.0,0.693834,0.0,0.122918,1.0
2023-02-06 14:14:04,0.0,0.154129,0.510017,0.450963,0.196282,0.59642,1.0,0.30706,0.0,0.130965,1.0
2023-02-06 14:14:06,0.0,0.093621,0.519978,0.510437,0.630648,0.935649,0.0,0.028098,0.0,0.173408,1.0
2023-02-06 14:14:08,0.0,0.150373,0.525754,0.509197,1.0,0.825321,0.0,0.198077,0.0,0.169731,1.0
2023-02-06 14:14:10,0.0,0.065212,0.515722,0.456517,1.0,0.481819,0.0,0.047798,0.0,0.226494,1.0
2023-02-06 14:14:12,0.0,0.100368,0.499447,0.46712,0.630648,0.222606,0.0,0.104845,0.0,0.242619,1.0
2023-02-06 14:14:14,0.0,0.152422,0.501893,0.51184,0.196282,0.02099,0.0,0.172362,0.0,0.146972,1.0
2023-02-06 14:14:16,0.0,0.077468,0.530634,0.519764,0.0,0.054153,0.0,0.084684,0.0,0.172184,1.0
2023-02-06 14:14:18,0.0,0.124889,0.552062,0.470097,0.072419,0.16992,0.0,0.165489,0.0,0.189883,1.0
2023-02-06 14:14:20,0.0,0.127121,0.511302,0.367565,0.211064,0.173706,0.0,0.158565,0.0,0.133457,1.0
2023-02-06 14:14:22,0.0,0.129828,0.384435,0.207604,0.237788,0.14799,0.0,0.166889,0.0,0.137543,1.0
2023-02-06 14:14:24,0.0,0.154562,0.21065,0.078583,0.16272,0.128392,0.0,0.192558,0.0,0.11155,1.0
2023-02-06 14:14:26,0.0,0.094441,0.066978,0.088251,0.106295,0.07871,0.0,0.115028,0.0,0.154868,1.0
2023-02-06 14:14:28,0.0,0.090818,0.007946,0.095671,0.128367,0.10379,0.0,0.110832,0.0,0.216107,1.0
2023-02-06 14:14:30,0.0,0.081024,0.031076,0.122636,0.178748,0.132238,0.0,0.093608,0.0,0.219358,1.0
2023-02-06 14:14:32,0.0,0.116416,0.100529,0.177085,0.189391,0.133938,0.0,0.132251,0.0,0.211748,1.0
2023-02-06 14:14:34,0.0,0.167221,0.196163,0.252707,0.159885,0.170153,0.0,0.188788,0.0,0.126589,1.0
2023-02-06 14:14:36,0.0,0.11295,0.328818,0.469855,0.137466,0.145976,0.0,0.134079,0.0,0.122633,1.0
2023-02-06 14:14:38,0.0,0.075351,0.506738,0.704857,0.146293,0.073129,0.0,0.09877,0.0,0.215766,1.0
2023-02-06 14:14:40,0.0,0.099605,0.70006,0.793768,0.165882,0.100183,0.0,0.127952,0.0,0.203197,1.0
2023-02-06 14:14:42,0.0,0.138053,0.853656,0.844468,0.169758,0.146447,0.0,0.169621,0.0,0.146657,1.0
2023-02-06 14:14:44,0.0,0.122146,0.9372,0.931578,0.158866,0.136685,0.0,0.150171,0.0,0.155946,1.0
2023-02-06 14:14:46,0.0,0.095453,0.970854,0.940709,0.151077,0.104949,0.0,0.119624,0.0,0.193201,1.0
2023-02-06 14:14:48,0.0,0.150438,0.991649,0.904129,0.154155,0.123272,0.0,0.173116,0.0,0.147683,1.0
2023-02-06 14:14:50,0.0,0.113514,1.0,0.894964,0.160436,0.164216,0.0,0.133988,0.0,0.147591,1.0
2023-02-06 14:14:52,0.0,0.090629,0.954757,0.774865,0.161582,0.115167,0.0,0.108434,0.0,0.210836,1.0
2023-02-06 14:14:54,0.0,0.154622,0.828057,0.594792,0.158292,0.09566,0.0,0.176368,0.0,0.136216,1.0
2023-02-06 14:14:56,0.0,0.092015,0.655555,0.497739,0.15588,0.172058,0.0,0.114746,0.0,0.158767,1.0
2023-02-06 14:14:58,0.0,0.079843,0.518169,0.443932,0.156802,0.125357,0.0,0.100956,0.0,0.241688,1.0
2023-02-06 14:15:00,0.0,0.152647,0.4708,0.42887,0.158068,0.045296,0.0,0.183848,0.0,0.14459,1.0
2023-02-06 14:15:02,0.0,0.120877,0.496055,0.504691,0.158068,0.133675,0.0,0.148714,0.0,0.140325,1.0
2023-02-06 14:15:04,0.0,0.101981,0.531431,0.55923,0.158068,0.140907,0.0,0.125588,0.0,0.206622,1.0
2023-02-06 14:15:06,0.0,0.130633,0.534527,0.50772,0.158068,0.092804,0.0,0.158286,0.0,0.13976,1.0
2023-02-06 14:15:08,0.0,0.087348,0.513891,0.427294,0.158068,0.16983,0.0,0.105832,0.0,0.191845,1.0
