segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_psk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_psk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_psk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_psk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_psk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_psk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_psk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_psk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_psk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_psk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_psk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_psk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_psk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
64,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
65,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
66,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
67,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
68,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
69,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
70,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
71,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
72,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
73,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
74,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
75,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
76,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
77,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
78,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
79,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
80,1e-06,0,0,1e-06,0,0,1.0,1,1,0.81446,1,1,0.890137,1,1,4.5e-05,0,0,0.890137,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000641,0,0,0.005606,0,0,1e-06,0,0,0.000292,0,0,0
81,0.001162,0,0,0.000712,0,0,1.0,1,1,0.774295,1,1,0.852041,1,1,0.054564,0,0,0.852041,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,2.4e-05,0,0,2.9e-05,0,0,1.0,1,1,0.160247,0,0,0.073333,0,0,0.052245,0,0,0.067837,0,0,0
82,0.160228,0,0,0.110225,0,0,0.333333,0,0,0.830059,1,1,0.888527,1,1,0.121626,0,0,0.888527,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.205374,0,0,0.166783,0,0,0.333333,0,0,0.62548,1,1,0.503388,1,1,0.457188,0,0,0.500442,1,1,0
83,0.064315,0,0,0.060042,0,0,0.666667,1,1,0.869467,1,1,0.927288,1,1,0.055695,0,0,0.927288,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.392827,0,0,0.448127,0,0,0.333333,0,0,0.988206,1,1,0.935628,1,1,0.672382,1,1,0.935246,1,1,1
84,6.2e-05,0,0,4.2e-05,0,0,1.0,1,1,0.814717,1,1,0.89033,1,1,0.000122,0,0,0.89033,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.767929,1,1,0.895275,1,1,0.333333,0,0,0.781897,1,1,0.506356,1,1,0.973554,1,1,0.503428,1,1,1
85,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.000348,0,0,0.000371,0,0,1.0,1,1,0.018944,0,0,0.006239,0,0,0.000851,0,0,0.008711,0,0,1
86,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000858,0,0,0.005746,0,0,2e-06,0,0,0.00025,0,0,1
87,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
88,0.0,0,0,0.0,0,0,0.333333,0,0,0.813922,1,1,0.889718,1,1,5e-06,0,0,0.889718,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.004116,0,0,0.080485,0,0,1.8e-05,0,0,0.003563,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000305,0,0,0.005731,0,0,0.0,0,0,0.000166,0,0,1
89,0.000235,0,0,0.000156,0,0,1.0,1,1,0.815191,1,1,0.890243,1,1,0.004133,0,0,0.890243,1,1,0.000472,0,0,0.000372,0,0,1.0,1,1,0.102025,0,0,0.110914,0,0,0.011242,0,0,0.129322,0,0,3e-06,0,0,4e-06,0,0,1.0,1,1,0.028096,0,0,0.011951,0,0,0.001802,0,0,0.008133,0,0,0
90,0.104775,0,0,0.103666,0,0,0.666667,1,1,0.829438,1,1,0.888114,1,1,0.120914,0,0,0.888114,1,1,0.532343,1,1,0.578289,1,1,0.666667,1,1,0.999406,1,1,0.907765,1,1,0.999642,1,1,0.933434,1,1,0.13033,0,0,0.091826,0,0,0.333333,0,0,0.583597,1,1,0.41406,0,0,0.490903,0,0,0.410584,0,0,0
91,0.137746,0,0,0.131632,0,0,0.333333,0,0,0.830139,1,1,0.889046,1,1,0.117664,0,0,0.889046,1,1,0.34038,0,0,0.39232,0,0,0.333333,0,0,0.994982,1,1,0.889086,1,1,0.99409,1,1,0.960266,1,1,0.4552,0,0,0.555696,1,1,0.333333,0,0,0.997722,1,1,1.0,1,1,0.481767,0,0,1.0,1,1,1
92,0.000353,0,0,0.000231,0,0,1.0,1,1,0.815882,1,1,0.891162,1,1,0.000862,0,0,0.891162,1,1,0.000302,0,0,0.000245,0,0,1.0,1,1,0.0396,0,0,0.091304,0,0,0.001695,0,0,0.047459,0,0,0.850878,1,1,0.878134,1,1,0.333333,0,0,0.81074,1,1,0.592741,1,1,0.903921,1,1,0.590325,1,1,1
93,0.0,0,0,0.0,0,0,0.0,0,0,0.813904,1,1,0.889704,1,1,1e-06,0,0,0.889704,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.001577,0,0,0.001753,0,0,1.0,1,1,0.040602,0,0,0.0,0,0,0.003843,0,0,0.017936,0,0,1
94,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,2e-06,0,0,3e-06,0,0,1.0,1,1,0.001951,0,0,0.005315,0,0,8e-06,0,0,0.000687,0,0,1
95,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
96,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
97,0.0,0,0,1e-06,0,0,1.0,1,1,0.813729,1,1,0.88956,1,1,5.4e-05,0,0,0.88956,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.007857,0,0,0.075579,0,0,6.5e-05,0,0,0.007885,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000579,0,0,0.005581,0,0,1e-06,0,0,0.000317,0,0,1
98,0.001728,0,0,0.001115,0,0,1.0,1,1,0.762917,1,1,0.827794,1,1,0.180415,0,0,0.827794,1,1,0.001096,0,0,0.00083,0,0,1.0,1,1,0.182056,0,0,0.0,0,0,0.035369,0,0,0.225627,0,0,1.4e-05,0,0,1.6e-05,0,0,1.0,1,1,0.099507,0,0,0.042403,0,0,0.020946,0,0,0.036724,0,0,0
99,0.571542,1,1,0.388749,0,0,0.333333,0,0,0.8766,1,1,0.891319,1,1,0.425576,0,0,0.891319,1,1,0.935321,1,1,0.910718,1,1,0.666667,1,1,0.999873,1,1,0.93465,1,1,0.994611,1,1,0.929001,1,1,0.168893,0,0,0.120944,0,0,0.333333,0,0,0.579482,1,1,0.441408,0,0,0.435691,0,0,0.438095,0,0,0
100,0.33372,0,0,0.301084,0,0,0.666667,1,1,0.92189,1,1,0.951637,1,1,0.214829,0,0,0.951637,1,1,0.173597,0,0,0.188086,0,0,0.333333,0,0,0.983491,1,1,1.0,1,1,0.943597,1,1,1.0,1,1,0.403574,0,0,0.458458,0,0,0.333333,0,0,0.953314,1,1,0.907946,1,1,0.608143,1,1,0.9074,1,1,1
101,0.00033,0,0,0.000225,0,0,1.0,1,1,0.81201,1,1,0.888114,1,1,0.000858,0,0,0.888114,1,1,0.000117,0,0,0.000102,0,0,1.0,1,1,0.024302,0,0,0.069325,0,0,0.000631,0,0,0.027858,0,0,0.67679,1,1,0.842581,1,1,0.333333,0,0,0.763802,1,1,0.512115,1,1,0.896213,1,1,0.509221,1,1,1
102,0.0,0,0,0.0,0,0,0.0,0,0,0.813724,1,1,0.889562,1,1,1e-06,0,0,0.889562,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.000478,0,0,0.000547,0,0,1.0,1,1,0.022017,0,0,0.008695,0,0,0.001135,0,0,0.010221,0,0,1
103,0.0,0,0,0.0,0,0,0.0,0,0,0.813902,1,1,0.889702,1,1,0.0,0,0,0.889702,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000937,0,0,0.00581,0,0,2e-06,0,0,0.000331,0,0,1
104,1.7e-05,0,0,1.3e-05,0,0,1.0,1,1,0.813447,1,1,0.889291,1,1,0.000464,0,0,0.889291,1,1,2e-06,0,0,4e-06,0,0,1.0,1,1,0.021208,0,0,0.075519,0,0,0.000489,0,0,0.023821,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.001353,0,0,0.005512,0,0,4e-06,0,0,0.000521,0,0,1
105,0.018084,0,0,0.019358,0,0,1.0,1,1,0.749026,1,1,0.814764,1,1,0.195429,0,0,0.814764,1,1,0.005304,0,0,0.003971,0,0,1.0,1,1,0.97218,1,1,0.922371,1,1,0.937727,1,1,0.915661,1,1,0.001762,0,0,0.002222,0,0,0.333333,0,0,0.323918,0,0,0.17929,0,0,0.191642,0,0,0.174423,0,0,1
106,0.828526,1,1,0.832483,1,1,0.666667,1,1,0.838647,1,1,0.855563,1,1,0.46358,0,0,0.855563,1,1,0.71426,1,1,0.840323,1,1,0.333333,0,0,0.99993,1,1,0.925736,1,1,0.996762,1,1,0.923345,1,1,0.443654,0,0,0.488926,0,0,0.333333,0,0,0.609953,1,1,0.421749,0,0,0.55345,1,1,0.41832,0,0,1
107,0.10634,0,0,0.099265,0,0,1.0,1,1,0.897754,1,1,0.928943,1,1,0.244612,0,0,0.928943,1,1,0.011625,0,0,0.008244,0,0,1.0,1,1,0.235083,0,0,0.077629,0,0,0.060383,0,0,0.276229,0,0,0.287899,0,0,0.309423,0,0,0.333333,0,0,0.516876,1,1,0.247983,0,0,0.52209,1,1,0.243522,0,0,1
108,0.000124,0,0,8.6e-05,0,0,1.0,1,1,0.812505,1,1,0.888555,1,1,0.000413,0,0,0.888555,1,1,1.1e-05,0,0,1.2e-05,0,0,1.0,1,1,0.009428,0,0,0.078299,0,0,9.7e-05,0,0,0.009602,0,0,3e-05,0,0,3.4e-05,0,0,1.0,1,1,0.006206,0,0,0.005881,0,0,9.1e-05,0,0,0.002686,0,0,1
109,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
110,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
111,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
112,0.0,0,0,0.0,0,0,0.0,0,0,0.813854,1,1,0.889665,1,1,0.0,0,0,0.889665,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.005896,0,0,0.0,0,0,0.0,0,0,1
113,0.0,0,0,1e-06,0,0,1.0,1,1,0.813729,1,1,0.88956,1,1,5.4e-05,0,0,0.88956,1,1,0.0,0,0,0.0,0,0,0.333333,0,0,0.009428,0,0,0.078299,0,0,9.7e-05,0,0,0.009602,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000539,0,0,0.005601,0,0,1e-06,0,0,0.000297,0,0,1
114,0.001882,0,0,0.00122,0,0,1.0,1,1,0.763166,1,1,0.827297,1,1,0.186129,0,0,0.827297,1,1,0.001656,0,0,0.001296,0,0,1.0,1,1,0.235083,0,0,0.077629,0,0,0.060383,0,0,0.276229,0,0,9e-06,0,0,1.1e-05,0,0,1.0,1,1,0.093414,0,0,0.039214,0,0,0.018581,0,0,0.033515,0,0,0
115,0.554313,1,1,0.384719,0,0,0.333333,0,0,0.840211,1,1,0.857062,1,1,0.461861,0,0,0.857062,1,1,1.0,1,1,0.964451,1,1,0.666667,1,1,0.99993,1,1,0.925736,1,1,0.996762,1,1,0.923345,1,1,0.159878,0,0,0.11193,0,0,0.333333,0,0,0.621209,1,1,0.475476,0,0,0.495876,0,0,0.472365,0,0,0
116,0.534161,1,1,0.431867,0,0,0.666667,1,1,0.885165,1,1,0.91659,1,1,0.264257,0,0,0.91659,1,1,0.115659,0,0,0.128011,0,0,0.0,0,0,0.97218,1,1,0.922371,1,1,0.937727,1,1,0.915661,1,1,0.412934,0,0,0.477403,0,0,0.333333,0,0,0.969257,1,1,0.936871,1,1,0.580028,1,1,0.936497,1,1,1
117,0.001195,0,0,0.0008,0,0,1.0,1,1,0.810626,1,1,0.886787,1,1,0.002922,0,0,0.886787,1,1,7.1e-05,0,0,5.7e-05,0,0,1.0,1,1,0.021208,0,0,0.075519,0,0,0.000489,0,0,0.023821,0,0,0.654289,1,1,0.810254,1,1,0.333333,0,0,0.750187,1,1,0.503792,1,1,0.86322,1,1,0.500849,1,1,1
118,0.0,0,0,0.0,0,0,0.0,0,0,0.813674,1,1,0.889523,1,1,3e-06,0,0,0.889523,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.000471,0,0,0.000539,0,0,1.0,1,1,0.022308,0,0,0.008725,0,0,0.001165,0,0,0.010282,0,0,1
119,0.0,0,0,0.0,0,0,0.0,0,0,0.813902,1,1,0.889702,1,1,0.0,0,0,0.889702,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000925,0,0,0.005808,0,0,2e-06,0,0,0.000328,0,0,1
120,1.7e-05,0,0,1.3e-05,0,0,1.0,1,1,0.813388,1,1,0.889254,1,1,0.000384,0,0,0.889254,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.001254,0,0,0.005502,0,0,3e-06,0,0,0.000492,0,0,1
121,0.014746,0,0,0.016958,0,0,1.0,1,1,0.749521,1,1,0.814875,1,1,0.197762,0,0,0.814875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.002321,0,0,0.002814,0,0,0.333333,0,0,0.339663,0,0,0.18952,0,0,0.209474,0,0,0.184713,0,0,1
122,1.0,1,1,1.0,1,1,0.333333,0,0,0.945049,1,1,0.926388,1,1,0.617496,1,1,0.926388,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.432207,0,0,0.457065,0,0,0.333333,0,0,0.606272,1,1,0.425525,0,0,0.536837,1,1,0.422118,0,0,1
123,0.153873,0,0,0.114256,0,0,0.333333,0,0,1.0,1,1,1.0,1,1,0.35328,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,0.26738,0,0,0.286311,0,0,0.333333,0,0,0.502225,1,1,0.241523,0,0,0.492552,0,0,0.237024,0,0,1
124,4e-05,0,0,2.8e-05,0,0,1.0,1,1,0.812943,1,1,0.888936,1,1,0.0001,0,0,0.888936,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.079554,0,0,0.0,0,0,0.0,0,0,2.6e-05,0,0,2.9e-05,0,0,1.0,1,1,0.005755,0,0,0.005882,0,0,7.9e-05,0,0,0.002494,0,0,1
