segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_ask_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_ask_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_ask_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_ask_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_ask_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_ask_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_ask_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_ask_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_ask_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_ask_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_ask_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_ask_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_ask_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_ask_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_ask_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_ask_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_ask_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_ask_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_ask_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_ask_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_ask_recovered,current_state_binary
10,2023-02-06T14:13:10.000000000,2023-02-06T14:14:08.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
11,2023-02-06T14:13:40.000000000,2023-02-06T14:14:38.000000000,0.0,0,0,0.0,0,0,0.333333,0,0,0.994824,1,1,0.996552,1,1,8e-06,0,0,0.996552,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.000429,0,0,0.001501,0,0,0.0,0,0,0.000243,0,0,1
12,2023-02-06T14:14:10.000000000,2023-02-06T14:15:08.000000000,0.000117,0,0,0.000134,0,0,1.0,1,0,0.98542,1,1,0.987904,1,1,0.014318,0,0,0.987904,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.3e-05,0,0,1.4e-05,0,0,1.0,1,0,0.012554,0,0,0.001538,0,0,0.000264,0,0,0.007105,0,0,1
13,2023-02-06T14:14:40.000000000,2023-02-06T14:15:38.000000000,0.537929,1,0,0.606826,1,0,0.333333,0,0,0.754359,1,1,0.716677,1,1,0.666826,1,1,0.716677,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.182413,0,0,0.125823,0,0,0.333333,0,0,0.39213,0,0,0.298438,0,0,0.197853,0,0,0.297212,0,0,1
14,2023-02-06T14:15:10.000000000,2023-02-06T14:16:08.000000000,0.344976,0,0,0.283192,0,0,0.333333,0,1,0.766236,1,1,0.72591,1,1,0.668758,1,1,0.72591,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.283944,0,0,0.303707,0,0,0.333333,0,1,0.392052,0,0,0.29684,0,0,0.19839,0,0,0.295611,0,0,1
15,2023-02-06T14:15:40.000000000,2023-02-06T14:16:38.000000000,1.5e-05,0,0,1.8e-05,0,0,1.0,1,1,0.995578,1,1,0.997091,1,1,4.3e-05,0,0,0.997091,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,7.5e-05,0,0,7.9e-05,0,0,1.0,1,1,0.009841,0,0,0.0,0,0,0.00016,0,0,0.006255,0,0,1
16,2023-02-06T14:16:10.000000000,2023-02-06T14:17:08.000000000,0.0,0,0,0.0,0,0,0.0,0,1,0.99476,1,1,0.996507,1,1,0.0,0,0,0.996507,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.000461,0,0,0.001562,0,0,0.0,0,0,0.000183,0,0,1
17,2023-02-06T14:16:40.000000000,2023-02-06T14:17:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
18,2023-02-06T14:17:10.000000000,2023-02-06T14:18:08.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
19,2023-02-06T14:17:40.000000000,2023-02-06T14:18:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
20,2023-02-06T14:18:10.000000000,2023-02-06T14:19:08.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
21,2023-02-06T14:18:40.000000000,2023-02-06T14:19:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
22,2023-02-06T14:19:10.000000000,2023-02-06T14:20:08.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
23,2023-02-06T14:19:40.000000000,2023-02-06T14:20:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.994659,1,1,0.996434,1,1,0.0,0,0,0.996434,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.001744,0,0,0.0,0,0,0.0,0,0,1
