segment_idx,segment_start,segment_end,i3_photoresistor_psd_peak_baseband,i3_photoresistor_psd_peak_original_bits,i3_photoresistor_psd_peak_psk_recovered,i3_photoresistor_psd_mean_energy_baseband,i3_photoresistor_psd_mean_energy_original_bits,i3_photoresistor_psd_mean_energy_psk_recovered,i3_photoresistor_psd_peak_freq_baseband,i3_photoresistor_psd_peak_freq_original_bits,i3_photoresistor_psd_peak_freq_psk_recovered,i3_photoresistor_rms_baseband,i3_photoresistor_rms_original_bits,i3_photoresistor_rms_psk_recovered,i3_photoresistor_mean_baseband,i3_photoresistor_mean_original_bits,i3_photoresistor_mean_psk_recovered,i3_photoresistor_variance_baseband,i3_photoresistor_variance_original_bits,i3_photoresistor_variance_psk_recovered,i3_photoresistor_fft_peak_baseband,i3_photoresistor_fft_peak_original_bits,i3_photoresistor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
55,2023-02-06T14:35:40.000000000,2023-02-06T14:36:38.000000000,0.016327,0,0,0.013402,0,0,0.0,0,0,0.273536,0,0,0.275203,0,0,0.058272,0,0,0.275203,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
56,2023-02-06T14:36:10.000000000,2023-02-06T14:37:08.000000000,0.007808,0,0,0.014886,0,0,0.0,0,0,0.306875,0,0,0.308764,0,0,0.040137,0,0,0.308764,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
57,2023-02-06T14:36:40.000000000,2023-02-06T14:37:38.000000000,0.026645,0,0,0.024275,0,0,0.0,0,0,0.339852,0,0,0.341697,0,0,0.038479,0,0,0.341697,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
58,2023-02-06T14:37:10.000000000,2023-02-06T14:38:08.000000000,0.000381,0,0,0.000635,0,0,0.0,0,0,0.360354,0,0,0.362552,0,0,0.003772,0,0,0.362552,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
59,2023-02-06T14:37:40.000000000,2023-02-06T14:38:38.000000000,0.000119,0,0,0.000104,0,0,0.0,0,0,0.36691,0,0,0.369114,0,0,0.00135,0,0,0.369114,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
60,2023-02-06T14:38:10.000000000,2023-02-06T14:39:08.000000000,0.025006,0,0,0.021336,0,0,0.0,0,0,0.388113,0,0,0.389728,0,0,0.049659,0,0,0.389728,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
61,2023-02-06T14:38:40.000000000,2023-02-06T14:39:38.000000000,0.04895,0,0,0.043033,0,0,0.0,0,0,0.438056,0,0,0.438635,0,0,0.146494,0,0,0.438635,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
62,2023-02-06T14:39:10.000000000,2023-02-06T14:40:08.000000000,0.033662,0,0,0.028713,0,0,0.0,0,0,0.495319,0,0,0.496224,0,0,0.103199,0,0,0.496224,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
63,2023-02-06T14:39:40.000000000,2023-02-06T14:40:38.000000000,0.006115,0,0,0.008724,0,0,0.666667,1,1,0.526365,1,1,0.527947,1,1,0.010712,0,0,0.527947,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
64,2023-02-06T14:40:10.000000000,2023-02-06T14:41:08.000000000,0.006542,0,0,0.011652,0,0,0.0,0,0,0.524406,1,1,0.525986,1,1,0.011764,0,0,0.525986,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
65,2023-02-06T14:40:40.000000000,2023-02-06T14:41:38.000000000,0.000795,0,0,0.000857,0,0,0.0,0,0,0.509474,1,1,0.511083,1,1,0.014234,0,0,0.511083,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
66,2023-02-06T14:41:10.000000000,2023-02-06T14:42:08.000000000,0.018653,0,0,0.017367,0,0,0.0,0,0,0.4923,0,0,0.493917,0,0,0.019875,0,0,0.493917,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
67,2023-02-06T14:41:40.000000000,2023-02-06T14:42:38.000000000,0.00486,0,0,0.009423,0,0,0.0,0,0,0.484069,0,0,0.485823,0,0,0.006944,0,0,0.485823,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
68,2023-02-06T14:42:10.000000000,2023-02-06T14:43:08.000000000,0.017847,0,0,0.028768,0,0,0.0,0,0,0.47988,0,0,0.481565,0,0,0.016466,0,0,0.481565,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
69,2023-02-06T14:42:40.000000000,2023-02-06T14:43:38.000000000,0.006801,0,0,0.006435,0,0,0.0,0,0,0.466876,0,0,0.46862,0,0,0.014453,0,0,0.46862,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
70,2023-02-06T14:43:10.000000000,2023-02-06T14:44:08.000000000,0.000216,0,0,0.000294,0,0,0.0,0,0,0.454772,0,0,0.45661,0,0,0.008441,0,0,0.45661,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
71,2023-02-06T14:43:40.000000000,2023-02-06T14:44:38.000000000,0.010119,0,0,0.013123,0,0,0.0,0,0,0.439085,0,0,0.440832,0,0,0.023499,0,0,0.440832,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
72,2023-02-06T14:44:10.000000000,2023-02-06T14:45:08.000000000,0.002029,0,0,0.002672,0,0,0.0,0,0,0.422514,0,0,0.424465,0,0,0.007706,0,0,0.424465,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
73,2023-02-06T14:44:40.000000000,2023-02-06T14:45:38.000000000,0.000837,0,0,0.000866,0,0,0.0,0,0,0.414288,0,0,0.416332,0,0,0.001119,0,0,0.416332,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
74,2023-02-06T14:45:10.000000000,2023-02-06T14:46:08.000000000,0.000706,0,0,0.000709,0,0,0.0,0,0,0.405654,0,0,0.40762,0,0,0.011663,0,0,0.40762,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
75,2023-02-06T14:45:40.000000000,2023-02-06T14:46:38.000000000,0.017073,0,0,0.015829,0,0,0.0,0,0,0.385767,0,0,0.387593,0,0,0.03051,0,0,0.387593,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
76,2023-02-06T14:46:10.000000000,2023-02-06T14:47:08.000000000,0.001296,0,0,0.001275,0,0,0.0,0,0,0.379242,0,0,0.381219,0,0,0.018276,0,0,0.381219,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
77,2023-02-06T14:46:40.000000000,2023-02-06T14:47:38.000000000,0.017421,0,0,0.013094,0,0,0.0,0,0,0.403622,0,0,0.405221,0,0,0.047913,0,0,0.405221,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
78,2023-02-06T14:47:10.000000000,2023-02-06T14:48:08.000000000,0.026306,0,0,0.024206,0,0,0.0,0,0,0.446375,0,0,0.447419,0,0,0.096323,0,0,0.447419,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
79,2023-02-06T14:47:40.000000000,2023-02-06T14:48:38.000000000,0.030579,0,0,0.026617,0,0,0.0,0,0,0.503341,1,1,0.503853,1,1,0.148685,0,0,0.503853,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
80,2023-02-06T14:48:10.000000000,2023-02-06T14:49:08.000000000,0.055133,0,0,0.044499,0,0,0.0,0,0,0.569385,1,1,0.569428,1,1,0.200363,0,0,0.569428,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
81,2023-02-06T14:48:40.000000000,2023-02-06T14:49:38.000000000,0.079527,0,0,0.067204,0,0,0.0,0,0,0.641762,1,1,0.641509,1,1,0.23217,0,0,0.641509,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
82,2023-02-06T14:49:10.000000000,2023-02-06T14:50:08.000000000,0.051937,0,0,0.044637,0,0,0.0,0,0,0.720299,1,1,0.719721,1,1,0.269296,0,0,0.719721,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
83,2023-02-06T14:49:40.000000000,2023-02-06T14:50:38.000000000,0.055479,0,0,0.047096,0,0,0.0,0,0,0.797334,1,1,0.796897,1,1,0.220509,0,0,0.796897,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
84,2023-02-06T14:50:10.000000000,2023-02-06T14:51:08.000000000,0.061687,0,0,0.055759,0,0,0.0,0,0,0.856854,1,1,0.85672,1,1,0.133354,0,0,0.85672,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
85,2023-02-06T14:50:40.000000000,2023-02-06T14:51:38.000000000,0.056492,0,0,0.051,0,0,0.0,0,0,0.911461,1,1,0.911031,1,1,0.164695,0,0,0.911031,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
86,2023-02-06T14:51:10.000000000,2023-02-06T14:52:08.000000000,0.039344,0,0,0.038548,0,0,0.0,0,0,0.968474,1,1,0.968132,1,1,0.109521,0,0,0.968132,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
87,2023-02-06T14:51:40.000000000,2023-02-06T14:52:38.000000000,0.003115,0,0,0.002609,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0.006207,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
88,2023-02-06T14:52:10.000000000,2023-02-06T14:53:08.000000000,0.003073,0,0,0.002998,0,0,0.0,0,0,0.988812,1,1,0.988487,1,1,0.091292,0,0,0.988487,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
89,2023-02-06T14:52:40.000000000,2023-02-06T14:53:38.000000000,0.146947,0,0,0.119567,0,0,0.0,0,0,0.927761,1,1,0.926565,1,1,0.32348,0,0,0.926565,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
90,2023-02-06T14:53:10.000000000,2023-02-06T14:54:08.000000000,0.022882,0,0,0.02595,0,0,0.0,0,0,0.863395,1,1,0.86342,1,1,0.09717,0,0,0.86342,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
91,2023-02-06T14:53:40.000000000,2023-02-06T14:54:38.000000000,0.057982,0,0,0.052198,0,0,0.0,0,0,0.824141,1,1,0.824342,1,1,0.084971,0,0,0.824342,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
92,2023-02-06T14:54:10.000000000,2023-02-06T14:55:08.000000000,0.044739,0,0,0.034319,0,0,0.0,0,0,0.777542,1,1,0.777856,1,1,0.089167,0,0,0.777856,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
93,2023-02-06T14:54:40.000000000,2023-02-06T14:55:38.000000000,0.029378,0,0,0.027899,0,0,0.0,0,0,0.72608,1,1,0.7263,1,1,0.130311,0,0,0.7263,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
94,2023-02-06T14:55:10.000000000,2023-02-06T14:56:08.000000000,0.076536,0,0,0.066939,0,0,0.0,0,0,0.669891,1,1,0.670047,1,1,0.161589,0,0,0.670047,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
95,2023-02-06T14:55:40.000000000,2023-02-06T14:56:38.000000000,0.007824,0,0,0.009333,0,0,0.0,0,0,0.630872,1,1,0.632022,1,1,0.023434,0,0,0.632022,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
96,2023-02-06T14:56:10.000000000,2023-02-06T14:57:08.000000000,0.000679,0,0,0.000723,0,0,0.0,0,0,0.622828,1,1,0.62416,1,1,0.000198,0,0,0.62416,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
97,2023-02-06T14:56:40.000000000,2023-02-06T14:57:38.000000000,0.000388,0,0,0.000295,0,0,0.0,0,0,0.622224,1,1,0.623557,1,1,0.000356,0,0,0.623557,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
98,2023-02-06T14:57:10.000000000,2023-02-06T14:58:08.000000000,0.011732,0,0,0.010239,0,0,0.0,0,0,0.634417,1,1,0.635552,1,1,0.023792,0,0,0.635552,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
99,2023-02-06T14:57:40.000000000,2023-02-06T14:58:38.000000000,0.020695,0,0,0.031842,0,0,0.0,0,0,0.642363,1,1,0.643524,1,1,0.015956,0,0,0.643524,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
100,2023-02-06T14:58:10.000000000,2023-02-06T14:59:08.000000000,0.022569,0,0,0.023874,0,0,0.0,0,0,0.657897,1,1,0.65832,1,1,0.123482,0,0,0.65832,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
101,2023-02-06T14:58:40.000000000,2023-02-06T14:59:38.000000000,0.078017,0,0,0.057829,0,0,0.0,0,0,0.727723,1,1,0.726475,1,1,0.383113,0,0,0.726475,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
102,2023-02-06T14:59:10.000000000,2023-02-06T15:00:08.000000000,0.045241,0,0,0.042293,0,0,0.0,0,0,0.793734,1,1,0.794011,1,1,0.0874,0,0,0.794011,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
103,2023-02-06T14:59:40.000000000,2023-02-06T15:00:38.000000000,0.033204,0,0,0.034907,0,0,0.0,0,0,0.833781,1,1,0.834052,1,1,0.065514,0,0,0.834052,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
104,2023-02-06T15:00:10.000000000,2023-02-06T15:01:08.000000000,0.000438,0,0,0.000745,0,0,0.0,0,0,0.8495,1,1,0.849895,1,1,0.03071,0,0,0.849895,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
105,2023-02-06T15:00:40.000000000,2023-02-06T15:01:38.000000000,0.052057,0,0,0.049255,0,0,0.0,0,0,0.810368,1,1,0.810005,1,1,0.201094,0,0,0.810005,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
106,2023-02-06T15:01:10.000000000,2023-02-06T15:02:08.000000000,0.062495,0,0,0.056217,0,0,0.0,0,0,0.756763,1,1,0.757221,1,1,0.073853,0,0,0.757221,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
107,2023-02-06T15:01:40.000000000,2023-02-06T15:02:38.000000000,0.00097,0,0,0.000879,0,0,0.0,0,0,0.735849,1,1,0.736782,1,1,0.001621,0,0,0.736782,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
108,2023-02-06T15:02:10.000000000,2023-02-06T15:03:08.000000000,0.001999,0,0,0.001981,0,0,0.0,0,0,0.738162,1,1,0.739078,1,1,0.003159,0,0,0.739078,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
109,2023-02-06T15:02:40.000000000,2023-02-06T15:03:38.000000000,0.020903,0,0,0.018914,0,0,0.0,0,0,0.760002,1,1,0.760553,1,1,0.055381,0,0,0.760553,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
110,2023-02-06T15:03:10.000000000,2023-02-06T15:04:08.000000000,0.023141,0,0,0.024226,0,0,0.0,0,0,0.784486,1,1,0.785083,1,1,0.032836,0,0,0.785083,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
111,2023-02-06T15:03:40.000000000,2023-02-06T15:04:38.000000000,0.046971,0,0,0.043524,0,0,0.0,0,0,0.76867,1,1,0.769116,1,1,0.069707,0,0,0.769116,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
112,2023-02-06T15:04:10.000000000,2023-02-06T15:05:08.000000000,0.000909,0,0,0.001148,0,0,0.0,0,0,0.741143,1,1,0.742009,1,1,0.01007,0,0,0.742009,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
113,2023-02-06T15:04:40.000000000,2023-02-06T15:05:38.000000000,0.042829,0,0,0.037844,0,0,0.0,0,0,0.71445,1,1,0.715014,1,1,0.076797,0,0,0.715014,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
114,2023-02-06T15:05:10.000000000,2023-02-06T15:06:08.000000000,0.066751,0,0,0.071915,0,0,0.0,0,0,0.696776,1,1,0.697603,1,1,0.041462,0,0,0.697603,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
115,2023-02-06T15:05:40.000000000,2023-02-06T15:06:38.000000000,0.048594,0,0,0.0419,0,0,0.0,0,0,0.691666,1,1,0.692461,1,1,0.049203,0,0,0.692461,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
116,2023-02-06T15:06:10.000000000,2023-02-06T15:07:08.000000000,0.029411,0,0,0.024924,0,0,0.0,0,0,0.703179,1,1,0.70374,1,1,0.082542,0,0,0.70374,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
117,2023-02-06T15:06:40.000000000,2023-02-06T15:07:38.000000000,0.031065,0,0,0.030544,0,0,0.0,0,0,0.721144,1,1,0.721905,1,1,0.039754,0,0,0.721905,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
118,2023-02-06T15:07:10.000000000,2023-02-06T15:08:08.000000000,0.04727,0,0,0.053777,0,0,0.0,0,0,0.735635,1,1,0.736077,1,1,0.087362,0,0,0.736077,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
119,2023-02-06T15:07:40.000000000,2023-02-06T15:08:38.000000000,0.050071,0,0,0.046961,0,0,0.0,0,0,0.772716,1,1,0.77311,1,1,0.077182,0,0,0.77311,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
120,2023-02-06T15:08:10.000000000,2023-02-06T15:09:08.000000000,0.034754,0,0,0.030667,0,0,0.0,0,0,0.768538,1,1,0.768993,1,1,0.06815,0,0,0.768993,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
121,2023-02-06T15:08:40.000000000,2023-02-06T15:09:38.000000000,0.018894,0,0,0.015206,0,0,0.0,0,0,0.724551,1,1,0.725093,1,1,0.075483,0,0,0.725093,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
122,2023-02-06T15:09:10.000000000,2023-02-06T15:10:08.000000000,0.017881,0,0,0.015595,0,0,0.0,0,0,0.691543,1,1,0.69242,1,1,0.035909,0,0,0.69242,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
123,2023-02-06T15:09:40.000000000,2023-02-06T15:10:38.000000000,0.000525,0,0,0.000564,0,0,0.0,0,0,0.678577,1,1,0.679714,1,1,0.000605,0,0,0.679714,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
124,2023-02-06T15:10:10.000000000,2023-02-06T15:11:08.000000000,0.046335,0,0,0.046768,0,0,0.0,0,0,0.663874,1,1,0.664809,1,1,0.040481,0,0,0.664809,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
