segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_fm_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_fm_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_fm_demodulated,m4_speed_rms_baseband,m4_speed_rms_fm_demodulated,m4_speed_mean_baseband,m4_speed_mean_fm_demodulated,m4_speed_variance_baseband,m4_speed_variance_fm_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
61,2023-02-06T14:38:38.000000000,2023-02-06T14:39:36.000000000,0.024422,0.353277,0.033339,0.408935,0.333333,0.837996,0.953471,0.188491,0.957021,0.684734,0.123055,0.529865,0.957021,0.684734,0.386287,0.458828,0.410216,0.446216,0.333333,0.247662,0.749605,0.32707,0.801449,0.183261,0.51883,0.500824,0.801449,0.183261,0.417069,0.912055,0.567713,0.541725,0.666667,0.575168,0.836275,0.472816,0.860021,0.76101,0.5914,0.538905,0.860021,0.76101,0.354733,0.596005,0.457408,0.596621,0.333333,0.435135,0.759145,0.83041,0.818513,0.223748,0.394633,0.638323,0.818513,0.223748,0.384416,0.535793,0.383051,0.878549,0.333333,0.270262,0.387363,0.378291,0.252888,0.383606,0.401767,0.842034,0.252261,0.377267,0.780709,0.555019,0.692274,0.830052,0.333333,0.242474,0.681489,0.486336,0.494556,0.436801,0.78576,0.640103,0.494553,0.436274,0.325204,0.431198,0.369379,0.375141,0.333333,0.261778,0.297292,0.356345,0.142798,0.371326,0.283543,0.408588,0.141877,0.352006,0.760566,0.71476,0.718785,0.725949,0.333333,0.488282,0.698672,0.464343,0.493218,0.469438,0.769576,0.448905,0.493215,0.468859,1e-06,0.300444,1e-06,0.300663,0.333333,0.451261,0.0074,0.121541,0.097211,0.209967,1.4e-05,0.184458,0.019931,0.329642,0
62,2023-02-06T14:39:08.000000000,2023-02-06T14:40:06.000000000,0.37215,0.291731,0.518,0.351174,0.666667,0.921151,0.949637,0.18397,0.954054,0.691798,0.123824,0.462178,0.954054,0.691798,0.107828,0.450464,0.128055,0.481202,0.333333,0.228659,0.526385,0.392216,0.657951,0.265484,0.194465,0.365181,0.657951,0.265484,0.523132,0.835341,0.505129,0.391944,0.666667,0.539701,0.885298,0.342369,0.89849,0.688599,0.637408,0.327902,0.89849,0.688599,0.454074,0.614698,0.436688,0.572717,0.333333,0.52668,0.858672,0.926132,0.86508,0.291584,0.721811,0.5513,0.86508,0.291584,0.091268,0.611685,0.084089,0.845285,0.333333,0.261753,0.36605,0.468246,0.214855,0.4134,0.409662,0.840246,0.214196,0.408065,0.705575,0.318679,0.614752,0.572365,0.333333,0.22376,0.71563,0.344431,0.57193,0.300946,0.66858,0.368196,0.571928,0.300542,0.003537,0.443547,0.005781,0.472164,0.0,0.264169,0.329391,0.415324,0.168885,0.400734,0.333501,0.415457,0.167992,0.382276,0.904791,0.455371,0.890443,0.449654,0.333333,0.347675,0.711072,0.299311,0.536474,0.283409,0.700537,0.416185,0.536471,0.283003,1e-06,0.258602,1e-06,0.257884,0.333333,0.546333,0.012628,0.11379,0.113179,0.24639,1.4e-05,0.137333,0.037265,0.33703,1
63,2023-02-06T14:39:38.000000000,2023-02-06T14:40:36.000000000,0.000476,0.201543,0.000582,0.350816,1.0,0.93245,0.926614,0.242712,0.952098,0.732928,0.000822,0.431232,0.952098,0.732928,0.165111,0.412918,0.245463,0.502151,0.333333,0.279461,0.616823,0.458571,0.714633,0.303049,0.319254,0.321053,0.714633,0.303049,0.226822,0.78129,0.33068,0.292108,0.666667,0.613903,0.831707,0.232481,0.935683,0.399573,0.26898,0.124627,0.935683,0.399573,0.463872,0.280946,0.341662,0.230338,0.333333,0.517043,0.896552,0.707838,0.926411,0.269971,0.47164,0.330638,0.926411,0.269971,0.286714,0.630736,0.245378,0.859402,0.333333,0.282726,0.605783,0.42399,0.551969,0.342011,0.291612,0.808169,0.551593,0.336777,0.084626,0.036528,0.109962,0.357763,0.333333,0.219637,0.258228,0.131336,0.186219,0.078443,0.11434,0.141477,0.186214,0.078076,0.265102,0.383475,0.252136,0.384742,0.333333,0.405604,0.561026,0.368329,0.467807,0.355464,0.40102,0.402439,0.467235,0.336383,0.028413,0.058622,0.035199,0.042954,0.333333,0.384256,0.194014,0.015626,0.15202,0.06166,0.047616,0.281558,0.152014,0.06099,2.4e-05,0.260777,1.8e-05,0.259742,0.333333,0.491317,0.010592,0.104084,0.099526,0.169534,6.5e-05,0.130856,0.022444,0.336148,0
64,2023-02-06T14:40:08.000000000,2023-02-06T14:41:06.000000000,1e-06,0.261197,1e-06,0.276125,1.0,0.872364,0.929646,0.340003,0.954442,0.746712,3e-06,0.470977,0.954442,0.746712,0.22455,0.404323,0.349318,0.483622,0.333333,0.327879,0.765089,0.408804,0.894513,0.268925,0.197706,0.371908,0.894513,0.268925,0.001611,0.795236,0.001481,0.332444,1.0,0.678073,0.710699,0.322161,0.888117,0.363413,0.006571,0.512893,0.888117,0.363413,0.08277,0.265359,0.086525,0.255665,0.666667,0.46595,0.843507,0.430044,0.928493,0.117122,0.055233,0.411013,0.928493,0.117122,0.407516,0.55318,0.333848,0.857224,0.333333,0.263408,0.487271,0.292906,0.356829,0.246006,0.513707,0.753892,0.356289,0.2381,0.023567,0.239545,0.023079,0.507193,0.333333,0.281703,0.137134,0.413914,0.107693,0.278366,0.025981,0.32055,0.107688,0.277955,0.175779,0.350319,0.193844,0.28502,0.333333,0.404723,0.45456,0.186174,0.302457,0.285392,0.480335,0.340054,0.301707,0.262215,0.025662,0.308854,0.024637,0.315034,0.333333,0.448276,0.140839,0.324272,0.111243,0.258272,0.024561,0.371148,0.111237,0.257812,0.0,0.248308,0.0,0.248106,0.666667,0.462084,0.000573,0.10914,0.079128,0.218259,0.0,0.146312,0.000608,0.34028,0
65,2023-02-06T14:40:38.000000000,2023-02-06T14:41:36.000000000,2.6e-05,0.283286,2.8e-05,0.378291,1.0,0.82385,0.928687,0.366949,0.953704,0.71139,0.000231,0.549588,0.953704,0.71139,0.165262,0.304149,0.301281,0.408904,0.666667,0.343091,0.672506,0.296072,0.772175,0.246754,0.318517,0.40494,0.772175,0.246754,0.136666,0.871323,0.201774,0.583353,0.666667,0.594513,0.783839,0.493915,0.86304,0.665641,0.375825,0.91469,0.86304,0.665641,0.015567,0.459602,0.021031,0.447667,0.333333,0.546458,0.783735,0.486564,0.858957,0.060211,0.231454,0.507691,0.858957,0.060211,0.150147,0.542268,0.131977,0.799544,0.333333,0.283597,0.209613,0.287542,0.131019,0.218702,0.125357,0.755997,0.130289,0.207234,0.016593,0.274228,0.025801,0.472125,0.333333,0.276884,0.237521,0.745536,0.105391,0.592063,0.159589,0.385966,0.105385,0.592004,0.067958,0.262393,0.063207,0.271045,0.333333,0.376255,0.166508,0.116476,0.077469,0.246336,0.090878,0.305544,0.076477,0.219363,0.013245,0.532501,0.023623,0.506585,0.333333,0.376788,0.151085,0.676644,0.062397,0.463389,0.056162,0.649957,0.062391,0.463506,0.0,0.230792,0.0,0.229195,0.333333,0.421457,0.002529,0.0942,0.08353,0.183419,4e-06,0.104118,0.005079,0.330302,0
66,2023-02-06T14:41:08.000000000,2023-02-06T14:42:06.000000000,0.056203,0.339589,0.078485,0.439572,0.333333,0.862512,0.949204,0.261421,0.953747,0.690791,0.123684,0.537273,0.953747,0.690791,0.120051,0.306745,0.213626,0.319998,0.333333,0.36725,0.591867,0.265989,0.722934,0.240885,0.197184,0.377328,0.722934,0.240885,0.564468,0.955101,0.705637,0.798007,0.666667,0.537724,0.975368,0.539683,0.939342,0.873211,0.852689,0.832197,0.939342,0.873211,0.301018,0.28324,0.285587,0.276373,0.333333,0.534936,0.716725,0.762943,0.781781,0.201592,0.39899,0.447321,0.781781,0.201592,0.140975,0.51846,0.132458,0.823475,0.333333,0.268229,0.198897,0.311773,0.118825,0.213886,0.119095,0.765993,0.118085,0.202224,0.539988,0.242488,0.565362,0.511323,0.333333,0.253363,0.735419,0.687403,0.581879,0.641811,0.729722,0.362559,0.581877,0.641747,0.08862,0.230142,0.092543,0.205285,0.333333,0.407556,0.16584,0.176763,0.083652,0.269313,0.085867,0.327089,0.082666,0.245058,0.61075,0.540158,0.591047,0.491294,0.333333,0.393833,0.722683,0.684669,0.557059,0.490242,0.688456,0.628056,0.557056,0.490515,1e-06,0.290401,1e-06,0.290592,0.333333,0.318735,0.006879,0.133399,0.095776,0.159194,1.3e-05,0.184527,0.018373,0.340292,0
67,2023-02-06T14:41:38.000000000,2023-02-06T14:42:36.000000000,0.369219,0.343604,0.508199,0.319943,0.666667,0.92616,0.951468,0.196525,0.955443,0.71697,0.123684,0.440539,0.955443,0.71697,0.156942,0.250423,0.255377,0.260317,0.666667,0.344466,0.537502,0.337075,0.685729,0.227762,0.137261,0.380729,0.685729,0.227762,0.474693,0.94176,0.597963,0.672312,0.666667,0.617047,0.994407,0.356145,0.968389,0.600912,0.813828,0.461458,0.968389,0.600912,0.28669,0.227447,0.302461,0.299129,0.666667,0.326773,0.841243,0.870615,0.889598,0.356787,0.382542,0.342097,0.889598,0.356787,0.124983,0.40783,0.106795,0.822509,0.333333,0.177371,0.244113,0.292609,0.164383,0.243922,0.152494,0.766168,0.163681,0.234144,0.680922,0.323135,0.657335,0.537276,0.333333,0.270951,0.707223,0.370439,0.559927,0.410983,0.673459,0.267393,0.559924,0.410481,0.048351,0.16566,0.047409,0.143931,0.333333,0.384494,0.232169,0.236418,0.14756,0.2975,0.134615,0.283661,0.146643,0.274083,0.623738,0.382505,0.65138,0.403954,0.333333,0.436284,0.715037,0.360646,0.563333,0.40022,0.637404,0.320819,0.56333,0.400131,1e-06,0.320143,1e-06,0.320349,0.333333,0.37335,0.010251,0.16861,0.104685,0.237804,2.4e-05,0.203007,0.028045,0.349345,1
68,2023-02-06T14:42:08.000000000,2023-02-06T14:43:06.000000000,0.000233,0.176614,0.000259,0.253975,1.0,0.944303,0.931095,0.290042,0.955485,0.731059,0.000231,0.369852,0.955485,0.731059,0.040714,0.155037,0.057355,0.337567,0.333333,0.275391,0.61802,0.395064,0.740233,0.241987,0.230072,0.32788,0.740233,0.241987,0.406391,0.822045,0.468777,0.33432,0.666667,0.704547,0.807817,0.239446,0.894371,0.333553,0.344229,0.316486,0.894371,0.333553,0.012993,0.302404,0.014493,0.362679,0.0,0.350651,0.90195,0.629994,0.966472,0.221948,0.146512,0.30564,0.966472,0.221948,0.0161,0.436266,0.020138,0.802345,0.0,0.243627,0.335376,0.246136,0.302435,0.266198,0.099331,0.767351,0.30185,0.256239,0.013632,0.27954,0.011699,0.388841,0.333333,0.246666,0.159554,0.239887,0.139651,0.268726,0.022062,0.264306,0.139645,0.268028,0.021971,0.212508,0.027183,0.219147,0.333333,0.362643,0.320644,0.272459,0.272278,0.289355,0.12103,0.256898,0.271495,0.265046,0.016562,0.375501,0.017445,0.406547,0.333333,0.402895,0.153835,0.211157,0.133932,0.354761,0.020747,0.172103,0.133926,0.354277,1.9e-05,0.269827,1.4e-05,0.268957,0.333333,0.505457,0.008005,0.153218,0.092293,0.225628,4.6e-05,0.147595,0.014592,0.365224,0
69,2023-02-06T14:42:38.000000000,2023-02-06T14:43:36.000000000,0.0,0.240535,0.0,0.309629,1.0,0.915328,0.929967,0.40649,0.954679,0.694961,2e-06,0.466539,0.954679,0.694961,0.080384,0.357907,0.148452,0.36927,0.333333,0.32285,0.638242,0.368388,0.776928,0.292462,0.167425,0.234303,0.776928,0.292462,0.000721,0.881672,0.000691,0.4176,1.0,0.61422,0.695686,0.356932,0.85589,0.527769,0.079561,0.502418,0.85589,0.527769,0.059855,0.26287,0.074597,0.294939,0.333333,0.618524,0.808069,0.400104,0.893015,0.0,0.112192,0.383665,0.893015,0.0,0.110349,0.464229,0.105952,0.831129,0.333333,0.30393,0.265888,0.201594,0.19373,0.217641,0.155413,0.748097,0.193052,0.206654,0.017988,0.252454,0.020762,0.56921,0.333333,0.233757,0.171517,0.476109,0.10788,0.426837,0.063065,0.489254,0.107874,0.426359,0.072353,0.32822,0.071377,0.285805,0.333333,0.400091,0.250658,0.180362,0.168945,0.270834,0.143724,0.268529,0.168052,0.246913,0.01664,0.331248,0.019369,0.342041,0.333333,0.39398,0.154784,0.425248,0.100085,0.497349,0.042957,0.444333,0.100079,0.496675,0.0,0.203377,0.0,0.202756,0.666667,0.519265,0.00058,0.086663,0.079573,0.221755,0.0,0.113761,0.000783,0.322194,0
70,2023-02-06T14:43:08.000000000,2023-02-06T14:44:06.000000000,7.4e-05,0.29569,8.7e-05,0.302872,1.0,0.848267,0.93188,0.367726,0.956019,0.674627,0.000614,0.490471,0.956019,0.674627,0.101387,0.315218,0.196955,0.340698,0.333333,0.378283,0.638127,0.318614,0.775872,0.322208,0.171063,0.263909,0.775872,0.322208,0.419068,0.890993,0.448099,0.559445,0.666667,0.497665,0.903328,0.558713,0.94557,0.931229,0.518459,0.763087,0.94557,0.931229,0.08865,0.483454,0.095894,0.540038,0.666667,0.699527,0.68472,0.494308,0.779164,0.024128,0.208549,0.448967,0.779164,0.024128,0.178873,0.437094,0.179003,0.80103,0.333333,0.259103,0.212418,0.281629,0.130289,0.258587,0.131741,0.764256,0.129559,0.251019,0.17005,0.381583,0.236841,0.715971,0.333333,0.288843,0.571835,0.678338,0.41192,0.61533,0.561969,0.543967,0.411916,0.615,0.115244,0.25133,0.123724,0.28117,0.333333,0.404726,0.194005,0.171141,0.106506,0.283075,0.110087,0.254645,0.105545,0.258167,0.180184,0.383082,0.239198,0.40863,0.333333,0.395004,0.567139,0.61478,0.410264,0.646375,0.485456,0.472943,0.41026,0.645932,1e-06,0.276796,0.0,0.275657,0.333333,0.461635,0.003951,0.112456,0.086786,0.213786,9e-06,0.139362,0.008613,0.320902,0
71,2023-02-06T14:43:38.000000000,2023-02-06T14:44:36.000000000,0.083875,0.210223,0.134939,0.308799,0.666667,0.802608,0.989498,0.28539,0.9922,0.706545,0.054593,0.452292,0.9922,0.706545,0.091329,0.292681,0.15201,0.44065,0.666667,0.285022,0.658363,0.311048,0.771933,0.254618,0.264117,0.268391,0.771933,0.254618,0.72041,0.837805,0.625381,0.597273,0.666667,0.562772,0.998744,0.550362,0.971497,0.963948,0.819786,0.760083,0.971497,0.963948,0.279393,0.543286,0.294788,0.5793,0.666667,0.594549,0.812948,0.763666,0.852283,0.250397,0.495342,0.406996,0.852283,0.250397,0.099088,0.439259,0.091327,0.805275,0.333333,0.261093,0.204118,0.325378,0.124273,0.317216,0.122754,0.766737,0.123537,0.309885,0.268648,0.360413,0.235478,0.556286,0.333333,0.267704,0.775705,0.71551,0.70112,0.737227,0.415824,0.356813,0.701118,0.737065,0.037501,0.332663,0.041795,0.298752,0.333333,0.396448,0.178463,0.273853,0.095481,0.318769,0.095209,0.272384,0.094508,0.294477,0.299001,0.514813,0.292989,0.510677,0.333333,0.378835,0.773373,0.691483,0.692981,0.682989,0.451813,0.385543,0.692979,0.683014,1e-06,0.255544,1e-06,0.255202,0.333333,0.406454,0.009077,0.115535,0.102489,0.199155,1.4e-05,0.144266,0.02566,0.348467,1
72,2023-02-06T14:44:08.000000000,2023-02-06T14:45:06.000000000,0.053629,0.257617,0.091545,0.25188,0.333333,0.812528,0.988308,0.261695,0.991352,0.749809,0.05429,0.489673,0.991352,0.749809,0.164447,0.389535,0.263864,0.385136,0.333333,0.175627,0.576963,0.348712,0.714598,0.21012,0.173529,0.331409,0.714598,0.21012,0.612169,0.823132,0.847306,0.548346,0.666667,0.782691,0.913923,0.314633,0.921876,0.686002,0.661277,0.442778,0.921876,0.686002,0.476828,0.358786,0.529025,0.367204,0.666667,0.508358,0.872601,0.874093,0.925944,0.358128,0.294393,0.379464,0.925944,0.358128,0.097164,0.411471,0.09742,0.813098,0.333333,0.291201,0.299335,0.300651,0.23993,0.284689,0.150364,0.757543,0.239292,0.275763,0.82205,0.227973,0.763711,0.446379,0.333333,0.160545,0.704417,0.552881,0.645162,0.626881,0.305456,0.20933,0.64516,0.62673,0.052235,0.396396,0.057401,0.277738,0.333333,0.417423,0.289664,0.194889,0.223441,0.329659,0.142783,0.281334,0.222606,0.307758,1.0,0.518574,0.936471,0.479077,0.333333,0.40306,0.714242,0.560079,0.652001,0.521052,0.343547,0.49298,0.651999,0.521277,1e-05,0.220434,8e-06,0.219209,0.333333,0.350898,0.010276,0.064396,0.102421,0.21417,4e-05,0.101485,0.025586,0.301564,1
73,2023-02-06T14:44:38.000000000,2023-02-06T14:45:36.000000000,4.8e-05,0.229041,5.7e-05,0.244571,1.0,0.791878,0.930589,0.258704,0.955128,0.751989,9.3e-05,0.445659,0.955128,0.751989,0.033668,0.270678,0.053571,0.303372,0.333333,0.232776,0.68042,0.390634,0.841331,0.263478,0.07407,0.649544,0.841331,0.263478,0.035421,0.860901,0.05643,0.37783,1.0,0.753758,0.832468,0.210842,0.935999,0.482403,0.270673,0.06643,0.935999,0.482403,0.033388,0.56797,0.041254,0.609387,0.333333,0.618724,0.905112,0.760517,0.964387,0.254959,0.190186,0.50932,0.964387,0.254959,0.02777,0.557665,0.028691,0.791843,0.333333,0.262214,0.321137,0.413552,0.271886,0.345356,0.137339,0.837414,0.271275,0.340221,0.004644,0.350805,0.007508,0.72649,0.0,0.166375,0.562165,0.487017,0.50255,0.361784,0.237782,0.471823,0.502547,0.361353,0.031126,0.389197,0.032445,0.385887,0.333333,0.434147,0.315992,0.167703,0.260292,0.335231,0.13518,0.404627,0.259497,0.313414,0.021434,0.446264,0.030513,0.439374,0.333333,0.424632,0.572618,0.442955,0.511841,0.364762,0.251159,0.574935,0.511838,0.364345,1.2e-05,0.300763,9e-06,0.300088,0.333333,0.381488,0.006218,0.119219,0.086549,0.154936,3.4e-05,0.161026,0.008356,0.333693,0
74,2023-02-06T14:45:08.000000000,2023-02-06T14:46:06.000000000,0.0,0.205513,0.0,0.274377,0.0,0.699687,0.929852,0.253417,0.954595,0.727139,0.0,0.430553,0.954595,0.727139,0.094902,0.422528,0.160337,0.545205,0.333333,0.257776,0.533387,0.386759,0.584416,0.329273,0.454975,0.814071,0.584416,0.329273,0.000185,0.894558,0.000169,0.373999,1.0,0.557753,0.725953,0.347104,0.902365,0.419716,0.004479,0.488087,0.902365,0.419716,0.290787,0.733901,0.311171,0.801515,0.666667,0.733661,0.879689,0.699159,0.929369,0.17713,0.316961,0.570943,0.929369,0.17713,0.112866,0.738238,0.105664,0.875773,0.333333,0.273387,0.384465,0.516736,0.244792,0.428087,0.410068,0.917188,0.244158,0.422181,0.361503,0.492602,0.336755,0.792592,0.333333,0.241399,0.337711,0.621204,0.188359,0.563549,0.277714,0.57242,0.188353,0.562914,0.039997,0.57325,0.043488,0.524828,0.333333,0.427388,0.213214,0.360135,0.096717,0.363438,0.150767,0.624431,0.095746,0.341913,0.308328,0.617263,0.305452,0.637975,0.333333,0.366569,0.324561,0.538165,0.160911,0.672888,0.237801,0.48148,0.160906,0.672333,0.0,0.24103,0.0,0.240882,0.333333,0.420584,0.001046,0.105786,0.080524,0.195737,1e-06,0.142054,0.001815,0.346831,0
75,2023-02-06T14:45:38.000000000,2023-02-06T14:46:36.000000000,0.0,0.248217,0.0,0.231678,0.0,0.707704,0.929852,0.255459,0.954595,0.704306,0.0,0.48126,0.954595,0.704306,0.32435,0.564355,0.371496,0.54293,0.333333,0.219244,0.774941,0.380492,0.746395,0.28696,0.839016,0.682792,0.746395,0.28696,0.159878,0.929961,0.200187,0.511933,0.666667,0.494645,0.757689,0.498321,0.857599,0.47509,0.298393,0.875425,0.857599,0.47509,0.817581,0.485122,0.827849,0.56286,0.666667,0.737595,0.771728,0.761169,0.819054,0.206161,0.477517,0.532453,0.819054,0.206161,0.520108,0.815069,0.396668,0.906298,0.333333,0.302494,0.663209,0.531434,0.520657,0.427536,0.786582,0.959034,0.520254,0.41659,1.0,0.417054,1.0,0.5971,0.333333,0.242272,0.724204,0.910017,0.519806,0.842625,0.908062,0.460621,0.519803,0.842278,0.581958,0.616084,0.609607,0.49388,0.333333,0.338012,0.500109,0.487559,0.266406,0.382614,0.74596,0.791692,0.265617,0.364323,0.965998,0.650758,1.0,0.659951,0.333333,0.251509,0.705048,0.823361,0.486996,0.875875,0.812157,0.544115,0.486993,0.875594,1e-06,0.22658,0.0,0.224804,0.333333,0.372017,0.004754,0.091413,0.089156,0.241693,1e-05,0.098623,0.011186,0.32793,0
76,2023-02-06T14:46:08.000000000,2023-02-06T14:47:06.000000000,0.0,0.22038,0.0,0.277619,0.0,0.719797,0.929852,0.241637,0.954595,0.693249,0.0,0.442688,0.954595,0.693249,0.384049,0.475837,0.416477,0.375877,0.333333,0.231048,0.892114,0.493683,1.0,0.199921,0.289145,0.614234,1.0,0.199921,0.589859,0.910045,0.705924,0.567281,0.666667,0.63584,0.961879,0.476231,0.897374,0.636923,0.965816,0.980247,0.897374,0.636923,0.049121,0.201836,0.080443,0.358923,1.0,0.636475,0.898783,0.830269,0.923427,0.255969,0.515466,0.556279,0.923427,0.255969,0.621175,0.86345,0.504314,0.866318,0.333333,0.25427,0.565598,0.574895,0.356445,0.500987,0.898398,0.954001,0.355905,0.49171,0.01164,0.330729,0.018763,0.602036,0.333333,0.223143,1.0,1.0,1.0,1.0,0.059955,0.414203,1.0,1.0,0.501338,0.55141,0.493072,0.537802,0.333333,0.206635,0.478289,0.526724,0.239836,0.417125,0.71301,0.860578,0.239019,0.400053,0.04688,0.551711,0.069152,0.567569,0.0,0.317371,1.0,1.0,1.0,0.903571,0.224001,0.785495,1.0,0.903702,1e-06,0.296081,1e-06,0.296466,0.333333,0.39961,0.0101,0.149274,0.105597,0.164043,1.4e-05,0.193889,0.029035,0.359245,0
77,2023-02-06T14:46:38.000000000,2023-02-06T14:47:36.000000000,0.0,0.218398,0.0,0.294862,0.0,0.686499,0.929852,0.234365,0.954595,0.699461,0.0,0.397182,0.954595,0.699461,0.225208,0.641577,0.23511,0.580033,0.333333,0.223527,0.454899,0.60923,0.553968,0.26283,0.288963,0.702516,0.553968,0.26283,0.695376,0.839667,0.679573,0.466928,0.666667,0.692673,0.95668,0.371804,0.898065,0.695434,0.940488,0.560813,0.898065,0.695434,0.253562,0.552905,0.35391,0.684961,0.333333,0.631234,0.897259,0.890453,0.926506,0.296068,0.476197,0.674131,0.926506,0.296068,0.381622,0.869321,0.290158,0.926905,0.333333,0.238524,0.565222,0.65456,0.360534,0.608604,0.882799,0.916737,0.359997,0.604702,0.699148,0.502549,0.677949,0.819907,0.333333,0.278377,0.838709,0.803864,0.716115,0.920775,0.699316,0.683163,0.716114,0.92073,0.007134,0.643311,0.011993,0.78012,0.0,0.324496,0.474484,0.496935,0.239855,0.438583,0.697915,0.763809,0.239038,0.418981,0.586428,0.650838,0.603569,0.691287,0.333333,0.431202,0.846131,0.806037,0.706157,0.783866,0.746193,0.930065,0.706155,0.784094,1e-06,0.262585,1e-06,0.262123,0.333333,0.4446,0.016139,0.15391,0.123351,0.243493,1.5e-05,0.156759,0.048309,0.358166,0
