segment_idx,segment_start,segment_end,m2_speed_psd_peak_baseband,m2_speed_psd_peak_original_bits,m2_speed_psd_peak_fsk_recovered,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_original_bits,m2_speed_psd_mean_energy_fsk_recovered,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_original_bits,m2_speed_psd_peak_freq_fsk_recovered,m2_speed_rms_baseband,m2_speed_rms_original_bits,m2_speed_rms_fsk_recovered,m2_speed_mean_baseband,m2_speed_mean_original_bits,m2_speed_mean_fsk_recovered,m2_speed_variance_baseband,m2_speed_variance_original_bits,m2_speed_variance_fsk_recovered,m2_speed_fft_peak_baseband,m2_speed_fft_peak_original_bits,m2_speed_fft_peak_fsk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_fsk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_fsk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_fsk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_fsk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_fsk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_fsk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_fsk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_fsk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_fsk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_fsk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_fsk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_fsk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_fsk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_fsk_recovered,current_state_binary
114,2023-02-06T15:05:10.000000000,2023-02-06T15:06:08.000000000,1e-06,0,1,1e-06,0,1,1.0,1,1,0.664628,1,1,0.776528,1,1,2.8e-05,0,1,0.776528,1,1,0.000185,0,1,0.000142,0,1,1.0,1,1,0.069912,0,1,0.027546,0,1,0.005369,0,1,0.08045,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1
115,2023-02-06T15:05:40.000000000,2023-02-06T15:06:38.000000000,0.000346,0,0,0.000444,0,0,1.0,1,0,0.564669,1,0,0.624668,1,0,0.313108,0,0,0.624668,1,0,0.556847,1,0,0.596654,1,0,0.666667,1,0,0.847371,1,0,0.96118,1,0,0.684777,1,0,0.959386,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
116,2023-02-06T15:06:10.000000000,2023-02-06T15:07:08.000000000,0.937512,1,0,0.943078,1,0,0.333333,0,0,0.918475,1,0,0.840111,1,0,0.911806,1,0,0.840111,1,0,0.179985,0,0,0.146108,0,0,0.333333,0,0,0.844533,1,0,0.972454,1,0,0.676764,1,0,0.971181,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
117,2023-02-06T15:06:40.000000000,2023-02-06T15:07:38.000000000,0.244266,0,0,0.27484,0,0,0.333333,0,0,0.993249,1,0,0.991086,1,0,0.414212,0,0,0.991086,1,0,2.3e-05,0,0,1.9e-05,0,0,1.0,1,0,0.008747,0,0,0.040485,0,0,8.3e-05,0,0,0.009983,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
118,2023-02-06T15:07:10.000000000,2023-02-06T15:08:08.000000000,5.8e-05,0,1,7.9e-05,0,1,1.0,1,1,0.663738,1,1,0.77575,1,1,0.00018,0,1,0.77575,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.044168,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1
119,2023-02-06T15:07:40.000000000,2023-02-06T15:08:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.664749,1,0,0.776634,1,0,0.0,0,0,0.776634,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.044168,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
120,2023-02-06T15:08:10.000000000,2023-02-06T15:09:08.000000000,0.0,0,1,0.0,0,1,0.0,0,1,0.664887,1,1,0.776751,1,1,0.0,0,1,0.776751,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.044168,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1
121,2023-02-06T15:08:40.000000000,2023-02-06T15:09:38.000000000,0.0,0,1,0.0,0,1,0.0,0,1,0.664887,1,1,0.776751,1,1,0.0,0,1,0.776751,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.044168,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1
122,2023-02-06T15:09:10.000000000,2023-02-06T15:10:08.000000000,0.0,0,1,0.0,0,1,0.0,0,1,0.664887,1,1,0.776751,1,1,0.0,0,1,0.776751,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.044168,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1
123,2023-02-06T15:09:40.000000000,2023-02-06T15:10:38.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.664887,1,0,0.776751,1,0,0.0,0,0,0.776751,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.044168,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
124,2023-02-06T15:10:10.000000000,2023-02-06T15:11:08.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.664887,1,0,0.776751,1,0,0.0,0,0,0.776751,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.044168,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1
