timestamp,i3_photoresistor_baseband,i3_photoresistor_fm_demodulated,current_state_binary
2023-02-06 14:16:06,0.020385,0.701666,1.0
2023-02-06 14:16:08,0.019111,0.706801,1.0
2023-02-06 14:16:10,0.023592,0.711429,1.0
2023-02-06 14:16:12,0.029017,0.683047,1.0
2023-02-06 14:16:14,0.030364,0.724866,1.0
2023-02-06 14:16:16,0.026786,0.729368,1.0
2023-02-06 14:16:18,0.021751,0.682143,1.0
2023-02-06 14:16:20,0.019167,0.687432,1.0
2023-02-06 14:16:22,0.019825,0.693113,1.0
2023-02-06 14:16:24,0.021652,0.719994,1.0
2023-02-06 14:16:26,0.02248,0.737454,1.0
2023-02-06 14:16:28,0.021894,0.70986,1.0
2023-02-06 14:16:30,0.020683,0.710556,1.0
2023-02-06 14:16:32,0.019567,0.704389,1.0
2023-02-06 14:16:34,0.018957,0.683196,1.0
2023-02-06 14:16:36,0.019143,0.711621,1.0
2023-02-06 14:16:38,0.019921,0.716126,1.0
2023-02-06 14:16:40,0.020298,0.710595,1.0
2023-02-06 14:16:42,0.019521,0.706755,1.0
2023-02-06 14:16:44,0.018526,0.702167,1.0
2023-02-06 14:16:46,0.01944,0.717203,1.0
2023-02-06 14:16:48,0.022962,0.707887,1.0
2023-02-06 14:16:50,0.026795,0.700787,1.0
2023-02-06 14:16:52,0.027766,0.710608,1.0
2023-02-06 14:16:54,0.025626,0.697018,1.0
2023-02-06 14:16:56,0.023953,0.707629,1.0
2023-02-06 14:16:58,0.026494,0.721215,1.0
2023-02-06 14:17:00,0.03318,0.708012,1.0
2023-02-06 14:17:02,0.040295,0.711213,1.0
2023-02-06 14:17:04,0.044383,0.7163,1.0
2023-02-06 14:17:06,0.045248,0.710763,1.0
2023-02-06 14:17:08,0.045096,0.720863,1.0
2023-02-06 14:17:10,0.045513,0.718213,1.0
2023-02-06 14:17:12,0.046286,0.705353,1.0
2023-02-06 14:17:14,0.046768,0.723419,1.0
2023-02-06 14:17:16,0.047274,0.725014,1.0
2023-02-06 14:17:18,0.048518,0.704407,1.0
2023-02-06 14:17:20,0.050248,0.721272,1.0
2023-02-06 14:17:22,0.051312,0.718543,1.0
2023-02-06 14:17:24,0.051284,0.693359,1.0
2023-02-06 14:17:26,0.051219,0.718879,1.0
2023-02-06 14:17:28,0.052402,0.713192,1.0
2023-02-06 14:17:30,0.054556,0.703122,1.0
2023-02-06 14:17:32,0.056069,0.736249,1.0
2023-02-06 14:17:34,0.056158,0.732832,1.0
2023-02-06 14:17:36,0.056299,0.711705,1.0
2023-02-06 14:17:38,0.058995,0.711758,1.0
2023-02-06 14:17:40,0.065067,0.716542,1.0
2023-02-06 14:17:42,0.072597,0.722678,1.0
2023-02-06 14:17:44,0.078627,0.722918,1.0
2023-02-06 14:17:46,0.081749,0.728221,1.0
2023-02-06 14:17:48,0.082697,0.72141,1.0
2023-02-06 14:17:50,0.083056,0.719109,1.0
2023-02-06 14:17:52,0.08383,0.749364,1.0
2023-02-06 14:17:54,0.08529,0.737999,1.0
2023-02-06 14:17:56,0.087293,0.69846,1.0
2023-02-06 14:17:58,0.089265,0.722968,1.0
2023-02-06 14:18:00,0.090373,0.729264,1.0
2023-02-06 14:18:02,0.09046,0.714469,1.0
2023-02-06 14:18:04,0.091009,0.721313,1.0
2023-02-06 14:18:06,0.094402,0.737351,1.0
2023-02-06 14:18:08,0.101561,0.753519,1.0
2023-02-06 14:18:10,0.110442,0.731173,1.0
2023-02-06 14:18:12,0.117441,0.71157,1.0
2023-02-06 14:18:14,0.120495,0.74836,1.0
2023-02-06 14:18:16,0.120634,0.741205,1.0
2023-02-06 14:18:18,0.120547,0.723413,1.0
2023-02-06 14:18:20,0.121952,0.744632,1.0
2023-02-06 14:18:22,0.124447,0.739553,1.0
2023-02-06 14:18:24,0.126566,0.721621,1.0
2023-02-06 14:18:26,0.127493,0.728215,1.0
2023-02-06 14:18:28,0.127759,0.74351,1.0
2023-02-06 14:18:30,0.128536,0.745382,1.0
2023-02-06 14:18:32,0.130326,0.730189,1.0
2023-02-06 14:18:34,0.132291,0.742293,1.0
2023-02-06 14:18:36,0.133062,0.750642,1.0
2023-02-06 14:18:38,0.132418,0.733264,1.0
2023-02-06 14:18:40,0.132214,0.742959,1.0
2023-02-06 14:18:42,0.135107,0.737395,1.0
2023-02-06 14:18:44,0.14192,0.729828,1.0
2023-02-06 14:18:46,0.1504,0.761844,1.0
2023-02-06 14:18:48,0.156936,0.749368,1.0
2023-02-06 14:18:50,0.159654,0.730475,1.0
2023-02-06 14:18:52,0.159658,0.762517,1.0
2023-02-06 14:18:54,0.15938,0.745197,1.0
2023-02-06 14:18:56,0.160154,0.730674,1.0
2023-02-06 14:18:58,0.161569,0.763189,1.0
2023-02-06 14:19:00,0.162625,0.748853,1.0
2023-02-06 14:19:02,0.162851,0.725606,1.0
2023-02-06 14:19:04,0.162377,0.744903,1.0
2023-02-06 14:19:06,0.161478,0.752445,1.0
2023-02-06 14:19:08,0.160579,0.758666,1.0
2023-02-06 14:19:10,0.160313,0.753441,1.0
2023-02-06 14:19:12,0.161076,0.739215,1.0
2023-02-06 14:19:14,0.162533,0.745303,1.0
2023-02-06 14:19:16,0.163664,0.735395,1.0
2023-02-06 14:19:18,0.163813,0.740729,1.0
2023-02-06 14:19:20,0.1634,0.760387,1.0
2023-02-06 14:19:22,0.163418,0.742575,1.0
2023-02-06 14:19:24,0.164298,0.746658,1.0
2023-02-06 14:19:26,0.165433,0.768402,1.0
2023-02-06 14:19:28,0.165892,0.742297,1.0
2023-02-06 14:19:30,0.16553,0.725848,1.0
2023-02-06 14:19:32,0.165187,0.749522,1.0
2023-02-06 14:19:34,0.165746,0.757322,1.0
2023-02-06 14:19:36,0.1671,0.748934,1.0
2023-02-06 14:19:38,0.16828,0.719942,1.0
2023-02-06 14:19:40,0.168771,0.741278,1.0
2023-02-06 14:19:42,0.169266,0.780489,1.0
2023-02-06 14:19:44,0.17073,0.755713,1.0
2023-02-06 14:19:46,0.172783,0.726834,1.0
2023-02-06 14:19:48,0.173627,0.75731,1.0
2023-02-06 14:19:50,0.172206,0.752348,1.0
2023-02-06 14:19:52,0.170179,0.739271,1.0
2023-02-06 14:19:54,0.170765,0.755686,1.0
2023-02-06 14:19:56,0.175125,0.756238,1.0
2023-02-06 14:19:58,0.180384,0.749911,1.0
2023-02-06 14:20:00,0.182071,0.74571,1.0
2023-02-06 14:20:02,0.17868,0.742293,1.0
2023-02-06 14:20:04,0.173279,0.752653,1.0
2023-02-06 14:20:06,0.170319,0.75499,1.0
2023-02-06 14:20:08,0.171252,0.746666,1.0
2023-02-06 14:20:10,0.173694,0.746548,1.0
2023-02-06 14:20:12,0.174544,0.754375,1.0
2023-02-06 14:20:14,0.173173,0.762319,1.0
2023-02-06 14:20:16,0.171332,0.749348,1.0
2023-02-06 14:20:18,0.17062,0.72825,1.0
2023-02-06 14:20:20,0.170884,0.743188,1.0
2023-02-06 14:20:22,0.170966,0.752136,1.0
2023-02-06 14:20:24,0.170321,0.748632,1.0
2023-02-06 14:20:26,0.16946,0.755094,1.0
2023-02-06 14:20:28,0.169061,0.747008,1.0
2023-02-06 14:20:30,0.169173,0.738733,1.0
2023-02-06 14:20:32,0.169398,0.754042,1.0
2023-02-06 14:20:34,0.169505,0.75566,1.0
2023-02-06 14:20:36,0.169639,0.754619,1.0
2023-02-06 14:20:38,0.169968,0.768103,1.0
2023-02-06 14:20:40,0.170389,0.759767,1.0
2023-02-06 14:20:42,0.170656,0.722513,1.0
2023-02-06 14:20:44,0.170695,0.72028,1.0
2023-02-06 14:20:46,0.170635,0.757506,1.0
2023-02-06 14:20:48,0.170548,0.764785,1.0
2023-02-06 14:20:50,0.170253,0.73731,1.0
2023-02-06 14:20:52,0.169569,0.73578,1.0
2023-02-06 14:20:54,0.168817,0.760982,1.0
2023-02-06 14:20:56,0.168646,0.757846,1.0
2023-02-06 14:20:58,0.169402,0.745119,1.0
2023-02-06 14:21:00,0.170621,0.744107,1.0
2023-02-06 14:21:02,0.171343,0.745647,1.0
2023-02-06 14:21:04,0.171082,0.744813,1.0
2023-02-06 14:21:06,0.170314,0.736899,1.0
2023-02-06 14:21:08,0.169879,0.741591,1.0
2023-02-06 14:21:10,0.17,0.762116,1.0
2023-02-06 14:21:12,0.170071,0.76157,1.0
2023-02-06 14:21:14,0.169505,0.743153,1.0
2023-02-06 14:21:16,0.168498,0.747238,1.0
2023-02-06 14:21:18,0.167768,0.758714,1.0
2023-02-06 14:21:20,0.167744,0.749671,1.0
2023-02-06 14:21:22,0.168082,0.74478,1.0
2023-02-06 14:21:24,0.168002,0.753915,1.0
2023-02-06 14:21:26,0.167205,0.747119,1.0
2023-02-06 14:21:28,0.166232,0.738554,1.0
2023-02-06 14:21:30,0.165867,0.746382,1.0
2023-02-06 14:21:32,0.166206,0.741708,1.0
2023-02-06 14:21:34,0.166454,0.744885,1.0
2023-02-06 14:21:36,0.165859,0.762204,1.0
2023-02-06 14:21:38,0.164867,0.74757,1.0
2023-02-06 14:21:40,0.164806,0.736023,1.0
2023-02-06 14:21:42,0.166018,0.761425,1.0
2023-02-06 14:21:44,0.16669,0.75923,1.0
2023-02-06 14:21:46,0.16466,0.735113,1.0
2023-02-06 14:21:48,0.160683,0.731398,1.0
2023-02-06 14:21:50,0.158776,0.737731,1.0
2023-02-06 14:21:52,0.161595,0.748947,1.0
2023-02-06 14:21:54,0.166161,0.753313,1.0
2023-02-06 14:21:56,0.166231,0.741806,1.0
2023-02-06 14:21:58,0.160239,0.743574,1.0
2023-02-06 14:22:00,0.155475,0.748616,1.0
2023-02-06 14:22:02,0.161569,0.74812,1.0
2023-02-06 14:22:04,0.179077,0.76608,1.0
2023-02-06 14:22:06,0.19641,0.771511,1.0
2023-02-06 14:22:08,0.200058,0.751752,1.0
2023-02-06 14:22:10,0.187794,0.741877,1.0
2023-02-06 14:22:12,0.170382,0.749039,1.0
2023-02-06 14:22:14,0.160495,0.752627,1.0
2023-02-06 14:22:16,0.161462,0.74631,1.0
2023-02-06 14:22:18,0.167142,0.741853,1.0
2023-02-06 14:22:20,0.170544,0.756784,1.0
2023-02-06 14:22:22,0.170132,0.755023,1.0
2023-02-06 14:22:24,0.168403,0.725646,1.0
2023-02-06 14:22:26,0.167447,0.742976,1.0
2023-02-06 14:22:28,0.167783,0.765613,1.0
2023-02-06 14:22:30,0.169928,0.736963,1.0
2023-02-06 14:22:32,0.174326,0.731844,1.0
2023-02-06 14:22:34,0.179338,0.767426,1.0
2023-02-06 14:22:36,0.181391,0.764516,1.0
2023-02-06 14:22:38,0.178636,0.739765,1.0
2023-02-06 14:22:40,0.173655,0.747383,1.0
2023-02-06 14:22:42,0.171028,0.759325,1.0
2023-02-06 14:22:44,0.172217,0.749788,1.0
2023-02-06 14:22:46,0.174255,0.742872,1.0
2023-02-06 14:22:48,0.174034,0.75005,1.0
2023-02-06 14:22:50,0.172684,0.75275,1.0
2023-02-06 14:22:52,0.17441,0.746385,1.0
2023-02-06 14:22:54,0.181379,0.75529,1.0
2023-02-06 14:22:56,0.190805,0.770539,1.0
2023-02-06 14:22:58,0.197681,0.755522,1.0
2023-02-06 14:23:00,0.199765,0.738066,1.0
2023-02-06 14:23:02,0.199096,0.763473,1.0
2023-02-06 14:23:04,0.198911,0.768942,1.0
2023-02-06 14:23:06,0.20024,0.746949,1.0
2023-02-06 14:23:08,0.201729,0.746114,1.0
2023-02-06 14:23:10,0.202117,0.75066,1.0
2023-02-06 14:23:12,0.201989,0.745993,1.0
2023-02-06 14:23:14,0.202866,0.75552,1.0
2023-02-06 14:23:16,0.205097,0.768619,1.0
2023-02-06 14:23:18,0.20729,0.777338,1.0
2023-02-06 14:23:20,0.207948,0.772785,1.0
2023-02-06 14:23:22,0.207404,0.750557,1.0
2023-02-06 14:23:24,0.207609,0.752955,1.0
2023-02-06 14:23:26,0.209898,0.764047,1.0
2023-02-06 14:23:28,0.213202,0.749449,1.0
2023-02-06 14:23:30,0.215061,0.749608,1.0
2023-02-06 14:23:32,0.214411,0.762202,1.0
2023-02-06 14:23:34,0.213376,0.756107,1.0
2023-02-06 14:23:36,0.215668,0.765284,1.0
2023-02-06 14:23:38,0.222935,0.781249,1.0
2023-02-06 14:23:40,0.232804,0.772087,1.0
2023-02-06 14:23:42,0.240709,0.761247,1.0
2023-02-06 14:23:44,0.243872,0.763397,1.0
2023-02-06 14:23:46,0.24321,0.772229,1.0
2023-02-06 14:23:48,0.241904,0.781733,1.0
2023-02-06 14:23:50,0.242171,0.771262,1.0
2023-02-06 14:23:52,0.243803,0.760758,1.0
2023-02-06 14:23:54,0.245311,0.7724,1.0
2023-02-06 14:23:56,0.24596,0.769496,1.0
2023-02-06 14:23:58,0.246417,0.771464,1.0
2023-02-06 14:24:00,0.247729,0.784307,1.0
2023-02-06 14:24:02,0.250021,0.755647,1.0
2023-02-06 14:24:04,0.252248,0.741432,1.0
2023-02-06 14:24:06,0.253088,0.785596,1.0
2023-02-06 14:24:08,0.252162,0.787235,1.0
2023-02-06 14:24:10,0.250629,0.76173,1.0
2023-02-06 14:24:12,0.250521,0.778089,1.0
2023-02-06 14:24:14,0.252982,0.78528,1.0
2023-02-06 14:24:16,0.256821,0.772052,1.0
2023-02-06 14:24:18,0.259153,0.777718,1.0
2023-02-06 14:24:20,0.258144,0.769651,1.0
2023-02-06 14:24:22,0.255377,0.758644,1.0
2023-02-06 14:24:24,0.254853,0.779338,1.0
2023-02-06 14:24:26,0.259045,0.785691,1.0
2023-02-06 14:24:28,0.266042,0.777863,1.0
2023-02-06 14:24:30,0.271204,0.778288,1.0
2023-02-06 14:24:32,0.271914,0.766682,1.0
2023-02-06 14:24:34,0.270397,0.766306,1.0
2023-02-06 14:24:36,0.271179,0.783828,1.0
2023-02-06 14:24:38,0.276055,0.772839,1.0
2023-02-06 14:24:40,0.282146,0.766952,1.0
2023-02-06 14:24:42,0.285166,0.800144,1.0
2023-02-06 14:24:44,0.284058,0.803053,1.0
2023-02-06 14:24:46,0.281821,0.771847,1.0
2023-02-06 14:24:48,0.281896,0.763688,1.0
2023-02-06 14:24:50,0.284484,0.773017,1.0
2023-02-06 14:24:52,0.286817,0.777962,1.0
2023-02-06 14:24:54,0.286627,0.786635,1.0
2023-02-06 14:24:56,0.28462,0.782193,1.0
2023-02-06 14:24:58,0.2834,0.769048,1.0
2023-02-06 14:25:00,0.284461,0.775896,1.0
2023-02-06 14:25:02,0.286734,0.787579,1.0
2023-02-06 14:25:04,0.287982,0.79306,1.0
2023-02-06 14:25:06,0.287189,0.790737,1.0
2023-02-06 14:25:08,0.285369,0.773489,1.0
2023-02-06 14:25:10,0.284252,0.769319,1.0
2023-02-06 14:25:12,0.284528,0.790964,1.0
2023-02-06 14:25:14,0.285434,0.793116,1.0
2023-02-06 14:25:16,0.285869,0.776132,1.0
2023-02-06 14:25:18,0.285579,0.777813,1.0
