segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_fm_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_fm_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_fm_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_fm_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_fm_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_fm_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_fm_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_fm_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_fm_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_fm_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_fm_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_fm_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
40,2023-02-06T14:28:10.000000000,2023-02-06T14:29:08.000000000,0.307267,0.145945,0.2723,0.598963,0.333333,0.353036,0.950325,0.377967,0.964889,0.738866,0.477024,0.473687,0.964889,0.738866,9e-06,0.112803,8e-06,0.127081,1.0,0.31325,0.642466,0.540201,0.802063,0.292689,5e-05,0.139468,0.802063,0.292689,0.033502,0.194774,0.044522,0.611464,0.666667,0.479497,0.753898,0.390201,0.901445,0.413448,0.036263,0.317309,0.901445,0.413448,0.040424,0.339904,0.04712,0.502205,0.333333,0.26444,0.382869,0.184521,0.328731,0.442179,0.168276,0.325638,0.327578,0.357748,0.004026,0.307597,0.002856,0.185025,0.333333,0.447514,0.107906,0.291885,0.140862,0.188881,0.007921,0.077836,0.132894,0.190515,0.016299,0.079983,0.01539,0.090634,0.333333,0.653569,0.26273,0.238642,0.312352,0.127298,0.046103,0.120554,0.311021,0.114868,0.589658,0.773301,0.617534,0.451923,0.333333,0.626671,0.804887,0.331082,0.648209,0.32566,0.924655,0.341157,0.646669,0.285317,0.01279,0.103884,0.007607,0.59808,0.333333,0.401644,0.284808,0.177508,0.557578,0.606096,0.037209,0.14502,0.536348,0.233012,0.027117,0.100097,0.018268,0.09184,0.333333,0.299448,0.319101,0.195846,0.501683,0.167744,0.053259,0.389638,0.498166,0.13112,0.0164,0.407558,0.015365,0.227447,0.333333,0.288939,0.119656,0.062061,0.058029,0.179171,0.029067,0.754381,0.054074,0.179729,1
41,2023-02-06T14:28:40.000000000,2023-02-06T14:29:38.000000000,0.470624,0.328035,0.523311,0.529151,0.333333,0.366945,0.948616,0.236878,0.963327,0.163763,0.478172,0.538785,0.963327,0.163763,0.0,0.047269,0.0,0.066311,0.0,0.823826,0.64266,0.426872,0.802246,0.125207,0.0,0.152902,0.802246,0.125207,0.01085,0.21167,0.014837,0.589186,0.333333,0.541354,0.754965,0.288437,0.902652,0.488365,0.034676,0.200574,0.902652,0.488365,0.1546,0.208012,0.163531,0.359481,0.333333,0.372303,0.196955,0.217481,0.096277,0.364238,0.126219,0.316749,0.094725,0.301049,0.00065,0.038181,0.000656,0.103575,0.0,0.449107,0.039726,0.319229,0.032316,0.008737,0.002813,0.118005,0.023341,0.053088,0.005715,0.12912,0.007087,0.082764,0.333333,0.603588,0.11446,0.099726,0.063768,0.180532,0.020805,0.145856,0.061956,0.152165,0.266769,0.644624,0.34776,0.472323,0.333333,0.617181,0.364587,0.235609,0.140193,0.422758,0.455719,0.289909,0.136428,0.36977,0.002067,0.044364,0.001747,0.545644,0.0,0.270878,0.112364,0.102051,0.130632,0.546455,0.01316,0.153403,0.088915,0.115564,0.004389,0.141103,0.004212,0.129212,0.0,0.513703,0.126347,0.233599,0.089126,0.196617,0.019051,0.405566,0.082698,0.117977,0.031339,0.401122,0.043705,0.205786,0.333333,0.340509,0.119315,0.109774,0.058861,0.170577,0.028732,0.780912,0.05491,0.180107,1
42,2023-02-06T14:29:10.000000000,2023-02-06T14:30:08.000000000,0.036596,0.511802,0.038869,0.78313,0.333333,0.357468,0.615605,0.222472,0.664167,0.153135,0.575311,0.527462,0.664167,0.153135,0.0,0.101903,0.0,0.124604,1.0,0.994382,0.642762,0.45335,0.802336,0.319457,9e-06,0.118652,0.802336,0.319457,0.000332,0.304587,0.000319,0.667978,1.0,0.53861,0.670796,0.492556,0.828058,0.641324,0.034381,0.361037,0.828058,0.641324,0.000713,0.387194,0.001164,0.37493,0.333333,0.309572,0.188798,0.30343,0.090479,0.600229,0.117413,0.41304,0.088917,0.544674,1e-06,0.126162,0.0,0.069919,1.0,0.376636,0.010081,0.314732,0.016003,0.07158,0.000269,0.069036,0.006877,0.141583,2.8e-05,0.152331,3.1e-05,0.23291,1.0,0.343526,0.118063,0.382427,0.058729,0.453431,0.022836,0.25115,0.056907,0.410386,0.000828,0.547984,0.00099,0.400664,1.0,0.373875,0.309861,0.452285,0.105073,0.762441,0.341978,0.397731,0.101155,0.711889,2e-06,0.119947,2e-06,0.626698,1.0,0.270116,0.03537,0.104842,0.067533,0.636825,0.001357,0.16001,0.02317,0.232033,3e-05,0.193289,2.3e-05,0.162577,1.0,0.449464,0.109784,0.306432,0.066532,0.514912,0.014913,0.492542,0.060312,0.344233,0.00022,0.537957,0.000286,0.377519,0.333333,0.288065,0.161647,0.158789,0.086941,0.263778,0.05027,0.795091,0.083108,0.255875,0
43,2023-02-06T14:29:40.000000000,2023-02-06T14:30:38.000000000,0.853289,0.43919,0.899154,0.790092,0.333333,0.540387,0.611773,0.37997,0.660822,0.685291,0.574852,0.431421,0.660822,0.685291,8.1e-05,0.089191,6.7e-05,0.158314,1.0,0.844319,0.611834,0.556836,0.768971,0.501121,0.027824,0.128881,0.768971,0.501121,0.030713,0.623952,0.046465,0.736584,0.333333,0.338169,0.737876,0.81773,0.878472,0.704954,0.08852,0.688277,0.878472,0.704954,0.188838,0.693148,0.183434,0.773251,0.333333,0.155548,0.428138,0.335773,0.353056,0.593319,0.253697,0.436985,0.351945,0.526155,0.000467,0.128566,0.000379,0.109461,0.333333,0.517213,0.054649,0.376427,0.066467,0.105863,0.003143,0.065029,0.057809,0.142967,0.02136,0.24828,0.023802,0.42138,0.333333,0.135983,0.284596,0.831669,0.328925,0.630827,0.059203,0.476924,0.327627,0.602639,0.63038,0.536914,0.751611,0.23437,0.333333,0.1554,0.781935,0.628546,0.613321,0.774603,0.954065,0.45142,0.611628,0.756518,0.001554,0.056896,0.001062,0.552387,0.333333,0.52547,0.151242,0.118892,0.271228,0.630718,0.01555,0.11712,0.236257,0.19875,0.028333,0.269994,0.022088,0.218476,0.333333,0.362409,0.326991,0.402852,0.488197,0.688824,0.064491,0.631109,0.484585,0.533818,0.079644,0.712936,0.084072,0.59033,0.333333,0.269693,0.174461,0.260199,0.107341,0.404745,0.054223,0.839846,0.103594,0.368492,0
44,2023-02-06T14:30:10.000000000,2023-02-06T14:31:08.000000000,0.290824,0.230779,0.332222,0.542962,0.666667,0.615838,0.922338,0.463397,0.954643,0.911696,0.337162,0.312939,0.954643,0.911696,0.037666,0.09208,0.050249,0.152985,1.0,0.713343,0.668103,0.526655,0.802923,0.39845,0.11303,0.13255,0.802923,0.39845,0.361356,0.714399,0.390018,0.805848,0.333333,0.43803,0.943675,0.732297,0.976582,0.62488,0.66457,0.717467,0.976582,0.62488,0.13445,0.591523,0.220633,0.790644,0.333333,0.497729,0.668356,0.249739,0.647452,0.466356,0.128406,0.465436,0.646847,0.389503,0.014688,0.12017,0.014398,0.15629,0.666667,0.697275,0.151379,0.400132,0.147925,0.089714,0.026464,0.112943,0.140023,0.13391,0.284283,0.31873,0.302176,0.473719,0.333333,0.442617,0.8106,0.81748,0.874746,0.448632,0.567868,0.54249,0.874503,0.437314,0.091434,0.363501,0.095031,0.257652,0.333333,0.37747,0.875064,0.408318,0.839327,0.459294,0.266678,0.328979,0.838623,0.442888,0.017159,0.113616,0.01679,0.621098,0.666667,0.759074,0.165519,0.170076,0.277427,0.572542,0.020208,0.162435,0.242753,0.153328,0.185742,0.335027,0.176112,0.286201,0.333333,0.666229,0.692305,0.330357,0.87141,0.451406,0.386791,0.685045,0.870502,0.417198,0.139901,0.642359,0.08992,0.47649,0.333333,0.50895,0.742638,0.229034,0.596897,0.367143,0.718377,0.848114,0.595205,0.333719,1
45,2023-02-06T14:30:40.000000000,2023-02-06T14:31:38.000000000,0.350216,0.070139,0.439498,0.164825,0.333333,0.646347,0.937855,0.379322,0.967085,0.625633,0.343488,0.095687,0.967085,0.625633,0.091355,0.166241,0.09736,0.191819,0.666667,0.823587,0.696834,0.452716,0.835575,0.264172,0.079869,0.133348,0.835575,0.264172,0.80625,0.398919,0.695545,0.731777,0.333333,0.74453,0.884334,0.422047,0.9233,0.53388,0.641471,0.40876,0.9233,0.53388,0.571458,0.14695,0.641877,0.37772,0.333333,0.89955,0.547798,0.111124,0.388672,0.354182,0.635754,0.456957,0.387622,0.264002,0.035552,0.226795,0.039006,0.157866,0.666667,0.721288,0.14024,0.361491,0.097081,0.059229,0.029598,0.052195,0.088708,0.114673,0.736097,0.252495,0.800856,0.37779,0.333333,0.869764,0.768196,0.347717,0.607131,0.115381,0.774507,0.318786,0.60637,0.121657,0.23929,0.159772,0.284457,0.205841,0.333333,0.820842,0.500506,0.097264,0.330231,0.204552,0.573605,0.094868,0.327299,0.188705,0.000424,0.09847,0.000455,0.58748,1.0,0.710745,0.075998,0.120192,0.074701,0.565102,0.00656,0.22161,0.058805,0.129297,0.63645,0.297687,0.661929,0.270959,0.666667,0.876913,0.620428,0.0,0.444257,0.108641,0.448558,0.491477,0.440335,0.138942,0.63627,0.470816,0.648803,0.2813,0.333333,0.765598,0.740142,0.073169,0.573988,0.150274,0.75227,0.791903,0.5722,0.159086,1
46,2023-02-06T14:31:10.000000000,2023-02-06T14:32:08.000000000,0.002762,0.129078,0.00306,0.20389,1.0,0.808444,0.746816,0.247807,0.840417,0.452112,0.025679,0.03391,0.840417,0.452112,0.000161,0.145828,0.000138,0.299636,1.0,0.903572,0.64186,0.550419,0.801438,0.432727,0.000466,0.192297,0.801438,0.432727,0.000444,0.0,0.000445,0.504825,1.0,0.790636,0.704734,0.328319,0.863672,0.493363,0.002212,0.22326,0.863672,0.493363,0.000765,0.0721,0.001298,0.151154,1.0,0.927815,0.032723,0.054307,0.00537,0.262465,0.004506,0.236208,0.009865,0.165188,7e-06,0.168126,6e-06,0.281136,1.0,0.66286,0.000354,0.417248,0.009753,0.172012,1.3e-05,0.353443,0.00057,0.178101,9.7e-05,0.179543,0.00011,0.282184,1.0,1.0,0.011498,0.057133,0.003406,0.080201,0.000244,0.050972,0.006738,0.066348,0.000439,0.164538,0.000548,0.241298,1.0,0.98262,0.015553,0.092626,0.00193,0.204632,0.000977,0.083328,0.006113,0.156246,1e-06,0.110174,1e-06,0.633073,1.0,0.517033,0.00246,0.241445,0.045358,0.596606,7e-06,0.292035,0.002218,0.266735,0.00036,0.244727,0.000297,0.201532,1.0,0.777417,0.023847,0.220417,0.0,0.160866,0.000755,0.410751,0.019333,0.111902,0.000558,0.499683,0.000583,0.32696,1.0,0.861555,0.024252,0.017608,0.0,0.293667,0.001476,0.713424,0.012437,0.241386,1
47,2023-02-06T14:31:40.000000000,2023-02-06T14:32:38.000000000,7.5e-05,0.075856,7e-05,0.270249,1.0,0.796644,0.736068,0.187187,0.834199,0.531508,0.001689,0.069893,0.834199,0.531508,2.9e-05,0.190283,2.6e-05,0.388836,1.0,0.786289,0.642194,0.743978,0.801642,0.749547,0.000947,0.268104,0.801642,0.749547,7.1e-05,0.403334,7.2e-05,0.72552,1.0,0.599649,0.706348,0.527694,0.865228,0.437396,0.001433,0.404196,0.865228,0.437396,3e-06,0.1855,4e-06,0.349611,1.0,0.412654,0.002098,0.049394,0.001547,0.343219,2.1e-05,0.223241,0.000706,0.259315,2.2e-05,0.521635,1.8e-05,0.609821,1.0,0.534568,0.009915,0.495592,0.007455,0.45025,0.000382,0.572445,0.001995,0.434565,1.1e-05,0.196171,1.3e-05,0.283735,1.0,0.559028,0.008962,0.34247,0.0028,0.26068,0.000149,0.342777,0.005457,0.233724,5e-06,0.11654,6e-06,0.239243,1.0,0.589623,0.002916,0.038823,0.004064,0.166272,4.1e-05,0.032583,0.001349,0.132424,7.1e-05,0.29479,5.1e-05,0.836608,1.0,0.512588,0.046814,0.65279,0.03097,0.709707,0.00251,0.453661,0.045073,0.59566,1.7e-05,0.272463,1.5e-05,0.217249,1.0,0.375848,0.017302,0.610108,0.007003,0.292807,0.000408,0.651656,0.014118,0.211195,1e-06,0.493917,1e-06,0.309994,1.0,0.559112,0.001627,0.206856,0.002696,0.58529,1.5e-05,0.819515,0.001014,0.502046,0
48,2023-02-06T14:32:10.000000000,2023-02-06T14:33:08.000000000,0.077845,0.143637,0.090754,0.211815,0.666667,0.518261,0.697758,0.214053,0.797064,0.47551,0.053639,0.078449,0.797064,0.47551,0.032786,0.400483,0.045965,0.390171,1.0,0.755772,0.795243,0.733873,0.864565,0.680754,0.413961,0.331852,0.864565,0.680754,0.105487,0.425662,0.146258,0.802227,0.666667,0.434273,0.724269,0.603831,0.838014,0.390354,0.252297,0.461689,0.838014,0.390354,0.012333,0.091464,0.013674,0.240008,0.333333,0.111501,0.066952,0.082639,0.046321,0.368779,0.010603,0.275461,0.044684,0.281727,0.229997,0.676698,0.189092,0.642869,0.333333,0.343161,0.681885,0.543348,0.445376,0.473476,0.661861,0.52376,0.440233,0.471606,0.189915,0.192665,0.177329,0.313168,0.333333,0.060377,0.610766,0.470087,0.538246,0.38773,0.442938,0.363836,0.537353,0.354204,0.041074,0.323198,0.041612,0.160883,0.333333,0.096695,0.141311,0.127232,0.094443,0.279232,0.0473,0.062746,0.090478,0.247409,0.092042,0.276322,0.096162,0.785318,0.333333,0.644145,0.697327,0.731117,0.521217,0.7762,0.518098,0.545436,0.509655,0.660287,0.137889,0.302022,0.104667,0.273005,0.333333,0.245407,0.656127,0.68474,0.643841,0.439532,0.436989,0.638518,0.641328,0.334914,0.052665,0.650107,0.04075,0.523107,0.333333,0.2667,0.546141,0.423086,0.389524,0.696009,0.455356,0.944932,0.386961,0.668362,0
49,2023-02-06T14:32:40.000000000,2023-02-06T14:33:38.000000000,0.014548,0.330574,0.019206,0.539494,0.333333,0.065068,0.690553,0.240752,0.791264,0.213462,0.052509,0.428267,0.791264,0.213462,0.551462,0.39232,0.598472,0.377729,0.666667,0.863469,0.804611,0.519761,0.867018,0.259926,0.44931,0.246381,0.867018,0.259926,0.459816,0.252294,0.599962,0.656618,0.666667,0.550323,0.804081,0.384662,0.867296,0.442293,0.515723,0.421473,0.867296,0.442293,0.001223,0.262977,0.001949,0.363969,0.0,0.132868,0.09076,0.174654,0.089829,0.353321,0.00213,0.177522,0.088266,0.272474,0.838399,0.429536,0.927485,0.353545,0.333333,0.20638,0.695857,0.510587,0.518997,0.219583,0.643728,0.36349,0.514536,0.251814,0.178853,0.168394,0.325608,0.248234,0.333333,0.259247,0.719605,0.542795,0.770924,0.668967,0.45505,0.089551,0.77048,0.60477,0.008912,0.549238,0.012812,0.466058,0.333333,0.202361,0.195057,0.394539,0.189388,0.530166,0.015089,0.276705,0.185839,0.474,0.59991,0.143674,0.529278,0.683097,0.666667,0.56047,0.743937,0.469224,0.722399,0.724818,0.545654,0.399816,0.709078,0.440023,0.452131,0.274351,0.538684,0.254664,0.333333,0.4118,0.762556,0.487855,0.917891,0.858763,0.495141,0.498699,0.917311,0.631515,0.416313,0.801343,0.429296,0.694952,0.333333,0.287804,0.922924,0.462375,0.797672,0.625045,0.969782,0.995143,0.796822,0.641376,1
50,2023-02-06T14:33:10.000000000,2023-02-06T14:34:08.000000000,0.438337,0.383243,0.475857,0.86922,0.333333,0.31109,0.65769,0.294068,0.698131,0.219681,0.601716,0.700794,0.698131,0.219681,0.009698,0.090555,0.010551,0.232088,1.0,0.854982,0.653055,0.418621,0.80424,0.104728,0.037165,0.03509,0.80424,0.104728,0.067171,0.321786,0.09635,0.693905,0.333333,0.564608,0.757036,0.298486,0.859685,0.572822,0.301637,0.401345,0.859685,0.572822,0.035795,0.406889,0.045912,0.515685,0.333333,0.144235,0.260294,0.300505,0.201638,0.59919,0.117722,0.336284,0.200267,0.538492,0.010267,0.228248,0.011931,0.187693,0.333333,0.244087,0.137099,0.363779,0.097083,0.160996,0.028056,0.172886,0.08871,0.185389,0.100571,0.175445,0.099117,0.264193,0.333333,0.356236,0.421679,0.7925,0.367372,0.770905,0.214124,0.367574,0.366148,0.728326,0.03902,0.649483,0.050019,0.552367,0.333333,0.398248,0.500823,0.704589,0.346964,0.818881,0.530258,0.447122,0.344105,0.77198,0.0145,0.143033,0.017464,0.68755,1.0,0.318637,0.271237,0.134247,0.297369,0.677209,0.071999,0.11504,0.263653,0.359102,0.063652,0.282482,0.056774,0.255239,0.333333,0.198888,0.440859,0.455873,0.467557,0.862893,0.187567,0.581527,0.463799,0.731463,0.725035,0.696691,0.684456,0.538246,0.333333,0.169104,0.76017,0.261682,0.493554,0.477083,0.957682,0.860997,0.491428,0.454575,1
51,2023-02-06T14:33:40.000000000,2023-02-06T14:34:38.000000000,0.544861,0.340947,0.575758,0.902488,0.333333,0.528663,0.65794,0.411209,0.698115,0.671623,0.603618,0.599982,0.698115,0.671623,2.4e-05,0.082655,2.5e-05,0.068256,1.0,0.738807,0.642703,0.498838,0.802178,0.376447,0.00054,0.128658,0.802178,0.376447,0.043764,0.394176,0.058973,0.77014,0.666667,0.393186,0.691474,0.578135,0.843836,0.597108,0.049129,0.503368,0.843836,0.597108,0.104276,0.574471,0.114005,0.6298,0.333333,0.281846,0.460163,0.400242,0.420759,0.717176,0.153976,0.417832,0.419765,0.655027,0.000709,0.248363,0.00052,0.249429,0.333333,0.414425,0.053292,0.438284,0.074375,0.230303,0.002084,0.112399,0.065791,0.231117,0.033402,0.298226,0.031537,0.561221,0.333333,0.179072,0.3192,0.75194,0.407419,0.484579,0.04958,0.617653,0.406272,0.460556,0.974136,0.793099,0.979363,0.369062,0.333333,0.310374,0.866222,0.576101,0.760111,0.796977,0.707869,0.436592,0.759061,0.780731,0.002399,0.118971,0.001453,0.597937,0.333333,0.35381,0.146759,0.367552,0.304809,0.749396,0.010419,0.270094,0.27145,0.461415,0.042634,0.459515,0.028926,0.408541,0.333333,0.086472,0.364218,0.505515,0.586444,0.521243,0.063646,0.664213,0.583525,0.416445,0.057085,0.538311,0.077751,0.370715,0.333333,0.152484,0.168988,0.16703,0.10537,0.381946,0.050492,0.788323,0.101614,0.339393,0
52,2023-02-06T14:34:10.000000000,2023-02-06T14:35:08.000000000,0.288043,0.2949,0.327729,0.623812,0.666667,0.315738,0.943629,0.447014,0.964855,1.0,0.417919,0.285405,0.964855,1.0,0.01015,0.179993,0.010792,0.168104,1.0,0.765468,0.65245,0.57083,0.802128,0.625491,0.045086,0.129895,0.802128,0.625491,0.229353,0.466329,0.322183,0.698194,0.666667,0.511117,0.847783,0.771933,0.905302,0.480937,0.537315,0.509066,0.905302,0.480937,0.140224,0.649289,0.22621,0.753129,0.333333,0.334431,0.673427,0.318417,0.653687,0.564859,0.123031,0.39937,0.653092,0.486811,0.029941,0.225304,0.044156,0.258476,0.666667,0.720908,0.306683,0.486658,0.225906,0.132959,0.129569,0.236507,0.218727,0.139583,0.263421,0.371744,0.283848,0.641317,0.333333,0.461796,0.812461,0.5642,0.884031,0.31116,0.559835,0.52275,0.883807,0.299612,0.091989,0.630041,0.095195,0.208184,0.333333,0.5006,0.876301,0.309089,0.84043,0.483417,0.267945,0.220453,0.839731,0.460239,0.053353,0.133068,0.046211,0.641765,0.666667,0.62734,0.455165,0.382974,0.575246,0.7396,0.180345,0.337216,0.554864,0.332796,0.221403,0.525273,0.189831,0.447043,0.333333,0.549892,0.79884,0.398045,0.977461,0.295647,0.532833,0.607344,0.977302,0.233924,0.138722,0.656347,0.089308,0.520538,0.333333,0.551709,0.732058,0.137453,0.59167,0.330842,0.69209,0.792679,0.589956,0.314244,1
53,2023-02-06T14:34:40.000000000,2023-02-06T14:35:38.000000000,0.593358,0.19477,0.720472,0.218433,0.333333,0.271622,0.991658,0.366552,1.0,0.728633,0.476778,0.183222,1.0,0.728633,0.052875,0.093821,0.056417,0.154217,0.666667,0.912977,0.652713,0.539198,0.802365,0.491125,0.045086,0.073766,0.802365,0.491125,0.595866,0.404838,0.492925,0.667523,0.333333,0.787232,0.830082,0.520255,0.88911,0.392472,0.53333,0.355081,0.88911,0.392472,0.58438,0.27463,0.612937,0.492334,0.333333,0.315974,0.557395,0.105522,0.405967,0.319534,0.622851,0.451993,0.404947,0.230092,0.204711,0.193254,0.21721,0.145455,0.666667,1.0,0.302532,0.268371,0.175246,0.033258,0.139748,0.064495,0.167597,0.073386,0.740532,0.237616,0.809951,0.298907,0.333333,0.864134,0.768939,0.264979,0.611631,0.132645,0.772047,0.212341,0.610879,0.129874,0.239114,0.256937,0.284383,0.23922,0.333333,0.76006,0.500522,0.124514,0.330204,0.203062,0.573742,0.140278,0.327271,0.163429,0.206277,0.10656,0.174175,0.596532,0.666667,0.774598,0.436449,0.082409,0.37308,0.545977,0.198881,0.154,0.354971,0.066489,0.820087,0.272758,0.913951,0.229564,0.333333,0.830977,0.740891,0.084732,0.582651,0.098598,0.619781,0.501605,0.579705,0.095928,0.591188,0.565916,0.58,0.384278,0.333333,0.974793,0.729826,0.066399,0.577427,0.199137,0.710895,0.767804,0.575653,0.189284,1
54,2023-02-06T14:35:10.000000000,2023-02-06T14:36:08.000000000,0.011477,0.102843,0.011721,0.152879,0.0,0.757898,0.785719,0.263964,0.863744,0.436053,0.107689,0.012193,0.863744,0.436053,0.000132,0.153356,0.000112,0.195149,1.0,0.873563,0.642722,0.51211,0.802207,0.290744,0.000479,0.191552,0.802207,0.290744,0.000971,0.037069,0.000978,0.619554,1.0,0.795224,0.703825,0.253782,0.862469,0.359565,0.004551,0.290926,0.862469,0.359565,0.00462,0.026361,0.005999,0.068994,0.0,0.569828,0.070389,0.036408,0.016518,0.292468,0.020073,0.29159,0.017763,0.202533,0.00014,0.262117,0.000121,0.264533,1.0,0.766328,0.008185,0.377072,0.007699,0.16156,0.000294,0.290195,0.001116,0.1927,9.3e-05,0.166824,0.000104,0.020379,1.0,0.843919,0.010946,0.0,0.003131,0.010204,0.000222,0.16937,0.006518,0.003042,0.000439,0.191424,0.000548,0.1852,1.0,0.694494,0.015554,0.031358,0.001917,0.155157,0.000977,0.012256,0.006129,0.125464,0.000224,0.094818,0.000165,0.608149,1.0,0.594768,0.025548,0.332234,0.037355,0.589143,0.000746,0.324655,0.024777,0.264439,0.000236,0.103969,0.000178,0.091498,1.0,0.811375,0.018669,0.188651,0.005437,0.153121,0.000474,0.433884,0.015355,0.090346,0.000591,0.234823,0.000659,0.0,1.0,0.962118,0.019554,0.065036,0.008453,0.117237,0.000959,0.7546,0.007919,0.088395,1
