timestamp,i4_light_barrier_baseband,i4_light_barrier_fm_demodulated,m1_speed_baseband,m1_speed_fm_demodulated,m2_speed_baseband,m2_speed_fm_demodulated,m3_speed_baseband,m3_speed_fm_demodulated,current_task_baseband,current_task_fm_demodulated,current_task_duration_baseband,current_task_duration_fm_demodulated,current_sub_task_baseband,current_sub_task_fm_demodulated,i1_light_barrier_baseband,i1_light_barrier_fm_demodulated,i2_light_barrier_baseband,i2_light_barrier_fm_demodulated,i3_light_barrier_baseband,i3_light_barrier_fm_demodulated,i5_pos_switch_baseband,i5_pos_switch_fm_demodulated,i6_pos_switch_baseband,i6_pos_switch_fm_demodulated,i7_pos_switch_baseband,i7_pos_switch_fm_demodulated,i8_pos_switch_baseband,i8_pos_switch_fm_demodulated,m4_speed_baseband,m4_speed_fm_demodulated,current_pos_x_baseband,current_pos_x_fm_demodulated,current_pos_y_baseband,current_pos_y_fm_demodulated,target_pos_x_baseband,target_pos_x_fm_demodulated,target_pos_y_baseband,target_pos_y_fm_demodulated,amount_of_workpieces_baseband,amount_of_workpieces_fm_demodulated,current_state_binary
2023-02-06 14:40:40,0.0,0.176326,0.732115,0.676246,0.791031,0.715637,0.501549,0.308259,0.307692,0.408583,0.151736,0.167884,0.56,0.584401,0.0,0.232705,0.0,0.080261,0.0,0.080261,1.0,0.953982,1.0,0.640006,0.0,0.129926,1.0,0.714737,0.607691,0.650307,0.171498,0.507334,0.193613,0.22772,0.069515,0.120601,0.174485,0.172363,0.571429,0.605621,0.0
2023-02-06 14:40:42,0.0,0.241352,0.732115,0.701881,0.603929,0.645779,0.498052,0.326148,0.307692,0.362998,0.15169,0.234476,0.56,0.408358,0.0,0.208716,0.0,0.111564,0.0,0.111564,1.0,0.845455,1.0,0.564214,0.0,0.301255,0.0,0.686856,0.649789,0.611494,0.05721,0.48506,0.153414,0.185276,0.110721,0.187128,0.12451,0.112444,0.571429,0.581211,0.0
2023-02-06 14:40:44,0.0,0.36743,0.732115,0.740952,0.477394,0.631003,0.498108,0.36698,0.307692,0.339747,0.151561,0.240393,0.56,0.339691,0.0,0.215635,0.0,0.152477,0.0,0.152477,1.0,0.705958,1.0,0.255793,0.0,0.22489,0.0,0.689759,0.6074,0.536289,0.013448,0.442684,0.098246,0.093796,0.110096,0.176823,0.086372,0.083126,0.571429,0.551943,0.0
2023-02-06 14:40:46,0.0,0.564165,0.732115,0.728501,0.445455,0.657836,0.504739,0.388316,0.307692,0.342805,0.151431,0.229401,0.12,0.286151,0.0,0.26053,0.0,0.153284,0.0,0.153284,1.0,0.783151,0.0,0.188459,0.0,0.351325,0.0,0.685486,0.517288,0.496732,0.01812,0.432061,0.054085,0.05239,0.082238,0.150993,0.072989,0.09399,0.571429,0.549103,0.0
2023-02-06 14:40:48,1.0,0.695266,0.732115,0.694774,0.473802,0.702122,0.513157,0.385474,0.307692,0.340593,0.151377,0.209502,0.12,0.244301,0.0,0.268326,0.0,0.139493,0.0,0.139493,1.0,0.834286,0.0,0.154157,0.0,0.924478,0.0,0.673471,0.450112,0.525046,0.034524,0.434029,0.039221,0.043846,0.068466,0.117878,0.078174,0.116579,0.571429,0.541507,0.0
2023-02-06 14:40:50,1.0,0.801859,0.732115,0.710778,0.509133,0.688139,0.510117,0.363612,0.307692,0.384343,0.151398,0.157662,0.12,0.341592,0.0,0.210509,0.0,0.085194,0.0,0.085194,1.0,0.757764,0.0,0.205328,1.0,0.885189,0.0,0.65306,0.443658,0.520276,0.03837,0.479859,0.049611,0.123789,0.082378,0.102316,0.087843,0.149532,0.571429,0.543801,0.0
2023-02-06 14:40:52,1.0,0.803464,0.732115,0.757109,0.517606,0.613993,0.493468,0.326671,0.307692,0.404121,0.151433,0.224059,0.12,0.213855,0.0,0.234178,0.0,0.133093,0.0,0.133093,1.0,0.801007,0.0,0.105331,1.0,0.466312,0.0,0.670975,0.475613,0.450618,0.028639,0.478732,0.063953,0.142147,0.100649,0.193804,0.091934,0.109816,0.571429,0.59132,0.0
2023-02-06 14:40:54,1.0,0.588715,0.732115,0.759387,0.49376,0.591946,0.484239,0.320459,0.307692,0.349635,0.151438,0.25688,0.12,0.303903,0.0,0.192178,0.0,0.155315,0.0,0.155315,1.0,0.870423,0.0,0.154634,0.0,0.122941,0.0,0.680303,0.497458,0.44495,0.019283,0.434421,0.064186,0.06387,0.09859,0.180713,0.088521,0.090068,0.571429,0.615673,0.0
2023-02-06 14:40:56,1.0,0.311387,0.732115,0.702594,0.459675,0.644055,0.501316,0.379381,0.307692,0.347444,0.151419,0.170155,0.12,0.753281,0.0,0.299699,0.0,0.094527,0.0,0.094527,1.0,0.737423,0.0,0.531988,0.0,0.21508,0.0,0.661391,0.488166,0.511972,0.02214,0.47821,0.051547,0.125125,0.081159,0.105536,0.081271,0.140117,0.571429,0.576751,0.0
2023-02-06 14:40:58,0.0,0.147975,0.732115,0.680811,0.455265,0.701394,0.528361,0.403817,0.307692,0.403164,0.151411,0.191463,0.96,0.97007,0.0,0.585658,0.0,0.140768,0.0,0.140768,1.0,0.710145,1.0,0.951009,0.0,0.129592,0.0,0.679127,0.466439,0.528123,0.03435,0.479028,0.043318,0.154134,0.073518,0.176726,0.076848,0.109259,0.571429,0.53452,0.0
