id,station,timestamp,i1_pos_switch,i2_pos_switch,i3_pos_switch,i4_light_barrier,m1_speed,m2_speed,m3_speed,o7_valve,o8_compressor,current_task,current_task_duration,current_sub_task,failure_label,i1_light_barrier,i2_light_barrier,i3_light_barrier,i5_pos_switch,i6_pos_switch,i7_pos_switch,i8_pos_switch,m4_speed,current_pos_x,current_pos_y,target_pos_x,target_pos_y,amount_of_workpieces,current_stock,i1_pos,i2_pos,i3_photoresistor,i5_joystick_x_f,i6_joystick_y_f,i7_joystick_x_b,i8_joystick_y_b,i2_color_sensor,i6_light_barrier,i7_light_barrier,i8_light_barrier,o5_valve,o6_valve,i5_light_barrier,i4_pos_switch,i8_color_sensor,o7_compressor_level,o8_valve_open,current_pos_z,target_pos_z,current_state_binary
c570777c-45b8-4890-9554-ee4fd2797fa9,SM_1,2023-02-06 14:08:10.020,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8731343283582089,0,0,0,0,0,,,,,,,,1
ec2c005f-0be9-495e-b6cb-8d0d768cf6e7,SM_1,2023-02-06 14:08:12.020,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
e8561a09-8c8b-4753-a191-c9794143e527,SM_1,2023-02-06 14:08:14.020,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8793532338308457,0,0,0,0,0,,,,,,,,1
9c8cad24-ff68-4b2c-93cc-f1b9a166b9fc,SM_1,2023-02-06 14:08:16.030,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
08f09c9e-dd49-4411-94eb-9c2a7d4e2bad,SM_1,2023-02-06 14:08:18.040,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8731343283582089,0,0,0,0,0,,,,,,,,1
c8e6da1d-43a0-47e6-8641-81652af08c96,SM_1,2023-02-06 14:08:20.050,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8706467661691543,0,0,0,0,0,,,,,,,,1
da9cce80-986d-4bb4-a4eb-82d248ed29fb,SM_1,2023-02-06 14:08:22.050,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
25d427e4-fd57-4eb7-8dee-54b8cdf3f2e7,SM_1,2023-02-06 14:08:24.050,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
567dc926-bfb5-4d1f-8623-874ca1bdb789,SM_1,2023-02-06 14:08:26.060,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8731343283582089,0,0,0,0,0,,,,,,,,1
dbc79029-a3d6-43a4-96ea-f1cf8b042bbd,SM_1,2023-02-06 14:08:28.070,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
7c1800a2-f40b-4a42-919b-4f9bc6e701a8,SM_1,2023-02-06 14:08:30.080,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
a5d07512-bdee-4f34-8aa7-8eab8bfbf6ff,SM_1,2023-02-06 14:08:32.080,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
ba658bde-fcf5-44d0-8dfe-dfc4c50c4a5f,SM_1,2023-02-06 14:08:34.090,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
d77023ee-02b1-4498-9462-2c5d7b638cab,SM_1,2023-02-06 14:08:36.100,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
1d7e5339-a769-45da-a674-88ef98219987,SM_1,2023-02-06 14:08:38.110,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8731343283582089,0,0,0,0,0,,,,,,,,1
b19961f8-3028-4553-bafc-ad20e6cd480f,SM_1,2023-02-06 14:08:40.130,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
3ce3bde0-6b8b-4534-9db6-4c83cc3a06bc,SM_1,2023-02-06 14:08:42.130,,,,,1.0,,,0,0.0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,0.8756218905472637,0,0,0,0,0,,,,,,,,1
