segment_start,segment_end,segment_idx,current_state_binary,m1_speed_psd_peak,m1_speed_psd_mean_energy,m1_speed_psd_peak_freq,m1_speed_rms,m1_speed_mean,m1_speed_variance,m1_speed_fft_peak,o8_compressor_psd_peak,o8_compressor_psd_mean_energy,o8_compressor_psd_peak_freq,o8_compressor_rms,o8_compressor_mean,o8_compressor_variance,o8_compressor_fft_peak,current_task_duration_psd_peak,current_task_duration_psd_mean_energy,current_task_duration_psd_peak_freq,current_task_duration_rms,current_task_duration_mean,current_task_duration_variance,current_task_duration_fft_peak
2023-02-06T14:08:10.000000000,2023-02-06T14:09:08.000000000,0,1,0.004421660091243961,0.0008593670077176543,0.09375,0.39974430154629853,0.16660555718973846,0.1320380949322348,4.998166715692154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:08:40.000000000,2023-02-06T14:09:38.000000000,1,1,1.8885751890218794,0.3289478226489982,0.03125,0.8122980182678039,0.6667829236016308,0.2152286032750631,20.00348770804893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:09:10.000000000,2023-02-06T14:10:08.000000000,2,1,0.0006311619362663591,0.00011939693516489778,0.09375,1.0001122649328502,1.0000611094769283,0.00010231978089104004,30.00183328430785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:09:40.000000000,2023-02-06T14:10:38.000000000,3,1,4.2126788585916417e-07,8.773743895201129e-08,0.03125,1.000088244492917,1.0000881412358393,2.0653236820493255e-07,30.002644237075184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:10:10.000000000,2023-02-06T14:11:08.000000000,4,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:10:40.000000000,2023-02-06T14:11:38.000000000,5,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:11:10.000000000,2023-02-06T14:12:08.000000000,6,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:11:40.000000000,2023-02-06T14:12:38.000000000,7,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:12:10.000000000,2023-02-06T14:13:08.000000000,8,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:12:40.000000000,2023-02-06T14:13:38.000000000,9,1,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
