segment_start,segment_end,segment_idx,current_state_binary,i3_photoresistor_psd_peak,i3_photoresistor_psd_mean_energy,i3_photoresistor_psd_peak_freq,i3_photoresistor_rms,i3_photoresistor_mean,i3_photoresistor_variance,i3_photoresistor_fft_peak,current_task_duration_psd_peak,current_task_duration_psd_mean_energy,current_task_duration_psd_peak_freq,current_task_duration_rms,current_task_duration_mean,current_task_duration_variance,current_task_duration_fft_peak
2023-02-06T14:59:10.000000000,2023-02-06T15:00:08.000000000,102,1,0.0032790252716508417,0.0005335353590432716,0.03125,0.7904222183901205,0.7899641659563545,0.0007238998296403679,23.69892497869064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:59:40.000000000,2023-02-06T15:00:38.000000000,103,1,0.0024088466355013413,0.0004407003063377592,0.03125,0.8297309813014181,0.8294036613442909,0.0005430678800988801,24.88210984032873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:00:10.000000000,2023-02-06T15:01:08.000000000,104,1,4.004080852508356e-05,1.1335159222612397e-05,0.03125,0.8451606213698728,0.845009453622906,0.00025549920222713474,25.350283608687185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:00:40.000000000,2023-02-06T15:01:38.000000000,105,1,0.0037718273235888746,0.0006210338108396131,0.03125,0.806749311408752,0.8057178012871787,0.0016632761474499316,24.171534038615363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:01:10.000000000,2023-02-06T15:02:08.000000000,106,1,0.0045264009146849535,0.0007085353701095278,0.03125,0.7541321995591144,0.7537263504880818,0.000611962991785048,22.611790514642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:01:40.000000000,2023-02-06T15:02:38.000000000,107,1,7.855782801327238e-05,1.301578960897276e-05,0.03125,0.7336037780870409,0.73359344855395,1.5155462303502027e-05,22.0078034566185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:02:10.000000000,2023-02-06T15:03:08.000000000,108,1,0.00015289699752946622,2.6872484614390666e-05,0.03125,0.7358742316054541,0.7358552979041434,2.7865287321974215e-05,22.075658937124302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:02:40.000000000,2023-02-06T15:03:38.000000000,109,1,0.00151957569749822,0.00023969118188580283,0.03125,0.757311529032428,0.7570081938147316,0.00045934650279175,22.71024581444195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:03:10.000000000,2023-02-06T15:04:08.000000000,110,1,0.0016813639167934324,0.0003064504229759233,0.03125,0.7813449741338248,0.7811702111155143,0.0002730698699300028,23.435106333465427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:03:40.000000000,2023-02-06T15:04:38.000000000,111,1,0.0034040967928657745,0.0005490062747384833,0.03125,0.7658199992926223,0.7654427202243005,0.0005777133721751455,22.96328160672902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:04:10.000000000,2023-02-06T15:05:08.000000000,112,1,7.40883603300841e-05,1.639397575211292e-05,0.03125,0.7388002634014299,0.7387427562777911,8.496924911442366e-05,22.162282688333732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:04:40.000000000,2023-02-06T15:05:38.000000000,113,1,0.0031046476653985283,0.00047761488733347873,0.03125,0.7125988725189254,0.7121522729732975,0.0006362932142094399,21.364568189198927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:05:10.000000000,2023-02-06T15:06:08.000000000,114,1,0.004834114024364861,0.000905828442320423,0.03125,0.6952502121110795,0.6950025325361171,0.00034433720888462624,20.85007597608351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:05:40.000000000,2023-02-06T15:06:38.000000000,115,1,0.003521420262341874,0.0005285848420056078,0.03125,0.6902342000741537,0.6899383680612234,0.00040829922902248483,20.698151041836702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:06:10.000000000,2023-02-06T15:07:08.000000000,116,1,0.0021346663747030155,0.0003152331426162279,0.03125,0.7015351022307278,0.7010476048637628,0.0006837553766593138,21.03142814591288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:06:40.000000000,2023-02-06T15:07:38.000000000,117,1,0.002254239032358123,0.00038586198455812327,0.03125,0.7191698185862081,0.718940189646295,0.00033023167666882915,21.568205689388847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:07:10.000000000,2023-02-06T15:08:08.000000000,118,1,0.0034257027363741623,0.000677863543046286,0.03125,0.7333930334143787,0.732899555986816,0.0007235822950719703,21.986986679604478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:07:40.000000000,2023-02-06T15:08:38.000000000,119,1,0.003628220851997181,0.0005922010722143061,0.03125,0.7697917452886592,0.769376278689898,0.0006394729038443115,23.08128836069694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:08:10.000000000,2023-02-06T15:09:08.000000000,120,1,0.0025208906960604844,0.00038740393850132643,0.03125,0.7656901716165093,0.7653212339027654,0.0005648478476681605,22.95963701708296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:08:40.000000000,2023-02-06T15:09:38.000000000,121,1,0.0013743167738941577,0.00019308913384562503,0.03125,0.722513624792638,0.7220806780471044,0.0006254324020311813,21.662420341413128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:09:10.000000000,2023-02-06T15:10:08.000000000,122,1,0.0013010676329145928,0.00019797712447189417,0.03125,0.6901141814866214,0.689897906371014,0.0002984622738412518,20.69693719113041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:09:40.000000000,2023-02-06T15:10:38.000000000,123,1,4.6359187131344235e-05,9.058086006653671e-06,0.03125,0.6773870946340199,0.6773820995189972,6.767227954299366e-06,20.321462985569912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:10:10.000000000,2023-02-06T15:11:08.000000000,124,1,0.0033581083037998094,0.0005897723773403399,0.03125,0.6629546014315197,0.6627009636168616,0.0003362363805083402,19.881028908505847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
