segment_start,segment_end,segment_idx,current_state_binary,m1_speed_psd_peak,m1_speed_psd_mean_energy,m1_speed_psd_peak_freq,m1_speed_rms,m1_speed_mean,m1_speed_variance,m1_speed_fft_peak,m2_speed_psd_peak,m2_speed_psd_mean_energy,m2_speed_psd_peak_freq,m2_speed_rms,m2_speed_mean,m2_speed_variance,m2_speed_fft_peak,m3_speed_psd_peak,m3_speed_psd_mean_energy,m3_speed_psd_peak_freq,m3_speed_rms,m3_speed_mean,m3_speed_variance,m3_speed_fft_peak,o8_compressor_psd_peak,o8_compressor_psd_mean_energy,o8_compressor_psd_peak_freq,o8_compressor_rms,o8_compressor_mean,o8_compressor_variance,o8_compressor_fft_peak,current_task_duration_psd_peak,current_task_duration_psd_mean_energy,current_task_duration_psd_peak_freq,current_task_duration_rms,current_task_duration_mean,current_task_duration_variance,current_task_duration_fft_peak
2023-02-06T14:14:08.000000000,2023-02-06T14:15:06.000000000,12,1,0.0005433154812315537,0.00010259203716155741,0.09375,0.511284775309816,0.5006215581132325,0.010790177015888356,15.018646743396975,0.0034591410668934493,0.0006933444457207913,0.09375,0.11200107884772763,0.03447254408109708,0.011355885367631723,1.0341763224329121,0.005049291617552245,0.0009444947404179459,0.09375,0.9511108173677698,0.9301034774818403,0.039519308090175266,27.903104324455203,3.4515161940875254,0.6862216521211241,0.03125,0.6666607385732701,0.47116506215991294,0.22244002455490355,14.134951864797388,0.00023380969138002682,4.536869906966099e-05,0.09375,0.2186265841459927,0.07461322296204966,0.042230450254560306,2.2383966888614895
2023-02-06T14:14:38.000000000,2023-02-06T14:15:36.000000000,13,1,0.3671705229317629,0.1045642495149714,0.0625,0.5316854839883641,0.5165828402241058,0.015831623069936896,15.497485206723175,0.2091138416950741,0.06382484844403957,0.03125,0.11330226971186523,0.033514705518451544,0.011714168835871728,1.007013039503904,0.7871441540264437,0.21215870966544784,0.03125,0.9542728728778685,0.9325606083291144,0.04096742770341273,27.976818249873432,1.9131567885336442,0.34277627309391323,0.03125,0.5625567669460917,0.32589809222761024,0.21026054951924333,9.776942766828308,1.3151575098422181,0.2872276339328206,0.03125,0.25566803107980357,0.10369488036587811,0.054613513902129616,3.110846410976343
2023-02-06T14:15:08.000000000,2023-02-06T14:16:06.000000000,14,1,0.009768948090259943,0.0021041637005493894,0.0,0.5209265372034503,0.5160451085534342,0.0050619031008519635,15.481353256603025,0.0015781785194605364,0.0003017459296970105,0.09375,0.0174341670003916,-0.0011392107477637345,0.00030265237786972313,0.21018968616790037,0.007496387923986788,0.001439439007673176,0.09375,1.003788911689089,1.0032298558514932,0.0011220355581576089,30.096895675544797,0.0005134584886841779,9.520583409963754e-05,0.09375,0.008542449894750993,5.763961501641738e-06,7.297341698107905e-05,0.10735173368883598,0.032583055250494306,0.006689730033422257,0.0,0.13256021278920507,0.029294651918271523,0.016714033383706636,1.0319641131866375
2023-02-06T14:15:38.000000000,2023-02-06T14:16:36.000000000,15,1,5.353613336652659e-06,1.4075171784336058e-06,0.09375,0.5001503675539225,0.5001491350375055,1.2328855588099827e-06,15.004474051125165,6.327507916481487e-07,2.3975749083034055e-07,0.09375,0.0007569613525806833,-7.195185519093378e-05,5.678134198353605e-07,0.007058372380176472,6.530337222400335e-06,1.8116706504973413e-06,0.09375,1.0002083310306897,1.000207317262879,2.0279569922104895e-06,30.00621951788637,4.2126788585946905e-07,8.773743895206796e-08,0.03125,0.0004629268253841446,-8.814123583942464e-05,2.0653236820494131e-07,0.0035245795447927833,1.2736863792672525e-05,3.4576521298148582e-06,0.09375,0.00178059600946339,0.00018513618131355586,3.1362467432855843e-06,0.01892696854783032
2023-02-06T14:16:08.000000000,2023-02-06T14:17:06.000000000,16,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:16:38.000000000,2023-02-06T14:17:36.000000000,17,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:17:08.000000000,2023-02-06T14:18:06.000000000,18,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:17:38.000000000,2023-02-06T14:18:36.000000000,19,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:18:08.000000000,2023-02-06T14:19:06.000000000,20,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:18:38.000000000,2023-02-06T14:19:36.000000000,21,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:19:08.000000000,2023-02-06T14:20:06.000000000,22,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:19:38.000000000,2023-02-06T14:20:36.000000000,23,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:20:08.000000000,2023-02-06T14:21:06.000000000,24,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:20:38.000000000,2023-02-06T14:21:36.000000000,25,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:21:08.000000000,2023-02-06T14:22:06.000000000,26,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:21:38.000000000,2023-02-06T14:22:36.000000000,27,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:22:08.000000000,2023-02-06T14:23:06.000000000,28,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:22:38.000000000,2023-02-06T14:23:36.000000000,29,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:23:08.000000000,2023-02-06T14:24:06.000000000,30,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:23:38.000000000,2023-02-06T14:24:36.000000000,31,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:24:08.000000000,2023-02-06T14:25:06.000000000,32,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:24:38.000000000,2023-02-06T14:25:36.000000000,33,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:25:08.000000000,2023-02-06T14:26:06.000000000,34,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:25:38.000000000,2023-02-06T14:26:36.000000000,35,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:26:08.000000000,2023-02-06T14:27:06.000000000,36,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:26:38.000000000,2023-02-06T14:27:36.000000000,37,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:27:08.000000000,2023-02-06T14:28:06.000000000,38,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:27:38.000000000,2023-02-06T14:28:36.000000000,39,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:28:08.000000000,2023-02-06T14:29:06.000000000,40,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:28:38.000000000,2023-02-06T14:29:36.000000000,41,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:29:08.000000000,2023-02-06T14:30:06.000000000,42,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:29:38.000000000,2023-02-06T14:30:36.000000000,43,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,5.548520688512688e-38,1.1420075994102529e-38,0.0,0.0006115216603759682,-2.713836546668778e-05,3.732222502287775e-07,0.005521087364772774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:30:08.000000000,2023-02-06T14:31:06.000000000,44,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.00013266599001195953,2.5987313162525853e-05,0.09375,0.010428544389991034,0.0005127501668395312,0.0001084916253604195,0.12808465084935639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:30:38.000000000,2023-02-06T14:31:36.000000000,45,1,9.919304593086896e-09,2.0416110639401455e-09,0.0,0.5000703467422063,0.5000698466790938,5.001332180626227e-07,15.002095400372811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999264918092134,0.9999262113903591,5.607964042320028e-07,29.997786341710764,1.3917655531309385,0.2842328559223955,0.03125,0.49302365415172034,0.25981732077909425,0.17556728337628835,7.7945196233728264,1.9859252709184587e-10,4.0874710189783565e-11,0.0,0.0002046167508240458,-7.469815251739134e-05,3.62882007282782e-08,0.0022409445755217404
2023-02-06T14:31:08.000000000,2023-02-06T14:32:06.000000000,46,1,0.00016798426155312964,3.261311730026175e-05,0.09375,0.5017965351887776,0.501543758753662,0.00025362078271081595,15.046312762609857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029990670481176593,5.9137015028525685e-05,0.09375,0.9976852826886243,0.9975137675470702,0.00034220684753040427,29.9254130264121,3.4130781385410405,0.7032650050461279,0.0625,0.7150991969612973,0.5359792595732241,0.22409309480203088,16.079377787196723,8.850972814386912e-06,2.2072018388871077e-06,0.09375,0.0036177013638142306,-0.0003477956498955448,1.296680134365708e-05,0.042183118116941976
2023-02-06T14:31:38.000000000,2023-02-06T14:32:36.000000000,47,1,0.37786985696717496,0.10462884843518011,0.0625,0.5259874666770075,0.5003400324419351,0.0263226670372994,15.010200973258051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44745443023115383,0.12709546234079053,0.03125,0.9561179841887916,0.9343386850824161,0.04117282124770015,28.03016055247248,4.0318238264178525,0.6888245149923703,0.03125,0.5669065518074556,0.3403299038428406,0.20555859503254229,10.20989711528522,0.5741796876565685,0.0908297631747234,0.03125,0.26205340211858247,0.10813741432593016,0.056978285184825596,3.2441224297779048
2023-02-06T14:32:08.000000000,2023-02-06T14:33:06.000000000,48,1,0.37786985696717507,0.10407073381248956,0.0625,0.5240259412682642,0.49850427145670967,0.026096678461505433,14.95512814370129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4439252663175376,0.127172815248243,0.03125,0.957511380010949,0.9358195657862632,0.04106978314208173,28.0745869735879,0.13900430759244917,0.027405260508189245,0.0,0.2301814529600969,0.06350799025993639,0.04895023645996513,1.9052397077980918,0.9856725854785234,0.23668098780871494,0.03125,0.2621374268856393,0.10767529698071757,0.05712206099433816,3.230258909421527
2023-02-06T14:32:38.000000000,2023-02-06T14:33:36.000000000,49,1,0.00016798426155313325,3.2706948074251127e-05,0.09375,0.4996216467655512,0.4995901208789712,3.1501036856141933e-05,14.987703626369138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002999067048117666,6.339620040448481e-05,0.09375,0.9990942785507447,0.9990684368605584,5.1635901833721486e-05,29.972053105816755,1.9896509689208334e-05,4.2222497176092876e-06,0.09375,0.0018388380929251036,-0.00012008625646818992,3.3669048229998888e-06,0.019844916939129084,0.0003107448144689825,6.340407196537149e-05,0.09375,0.007564156796986316,-0.0008246975598268196,5.6536341984209996e-05,0.0920073394489597
2023-02-06T14:33:08.000000000,2023-02-06T14:34:06.000000000,50,1,8.174902254698067e-08,1.4497015216528987e-08,0.0,0.49995200455577243,0.49995196978962847,3.476280553881388e-08,14.998559093688852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825514371145998e-07,5.037144484650747e-08,0.0,0.00035434532023532605,-8.948271723608135e-05,1.175534492887232e-07,0.002684481517082441
2023-02-06T14:33:38.000000000,2023-02-06T14:34:36.000000000,51,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,5.548520688512688e-38,1.1420075994102529e-38,0.0,0.0006115216603759682,-2.713836546668778e-05,3.732222502287775e-07,0.005521087364772774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:34:08.000000000,2023-02-06T14:35:06.000000000,52,1,0.0,0.0,0.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.00013266599001195953,2.5987313162525853e-05,0.09375,0.010516620853936991,0.0005736027275471422,0.00011027029409641289,0.12889098827968126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:34:38.000000000,2023-02-06T14:35:36.000000000,53,1,9.919304593086896e-09,2.0416110639401455e-09,0.0,0.5000484779976785,0.5000483583114568,1.196978116954985e-07,15.0014507493437,5.548520688512688e-38,1.1420075994102529e-38,0.0,0.0007569613525806838,-7.195185519093395e-05,5.678134198353614e-07,0.007058372380176477,0.0,0.0,0.0,0.9999922988243071,0.9999920808150964,4.3601501619810564e-07,29.99976242445289,1.391110446867491,0.2851931443633099,0.03125,0.49439898154269596,0.2608284981297561,0.1763988475138308,7.824854943892683,1.0815866198996224e-13,2.2261431626326228e-14,0.0,0.00021162693417380276,-5.700210911139921e-05,4.153671882465518e-08,0.0018517672817581945
2023-02-06T14:35:08.000000000,2023-02-06T14:36:06.000000000,54,1,3.726425472614696e-05,7.229955376340567e-06,0.09375,0.5011337790732446,0.5010896359978959,4.424122372760104e-05,15.032689079936882,0.0002165008193578897,4.3438557488283943e-05,0.09375,0.017434167000391604,-0.0011392107477637354,0.00030265237786972313,0.2101896861679004,0.00019268831083312649,3.942618290774313e-05,0.09375,0.9991290701076185,0.9989878490097671,0.0002821762649533678,29.969635470293014,3.210390985368324,0.6908868956803205,0.0625,0.6929299563230406,0.5028539068598068,0.22728987272567971,15.085617205794204,1.1424819360958521e-05,2.596052253107944e-06,0.09375,0.003923132144425509,-0.00013754176880711994,1.5372048084458105e-05,0.04676369569529762
2023-02-06T14:35:38.000000000,2023-02-06T14:36:36.000000000,55,1,0.09519931321828538,0.02658897979451132,0.0625,0.5068517908846539,0.5002360505644172,0.006662631638694769,15.007081516932516,0.22664789808149766,0.059432472547263325,0.0625,0.11330226971186524,0.03351470551845153,0.011714168835871726,1.0070130395039036,0.3435324678995771,0.08665742117475597,0.03125,0.9551739270341432,0.9334466732677209,0.041034539051251685,28.003400198031628,3.3795453843166943,0.5674492303304148,0.03125,0.5431446923610335,0.3387920923617504,0.18022607499310894,10.163762770852511,0.44473185393771913,0.07436344135076399,0.03125,0.23401989905157086,0.09310278775291803,0.04609718406474252,2.7930836325875408
2023-02-06T14:36:08.000000000,2023-02-06T14:37:06.000000000,56,1,0.09519931321828544,0.027174543527620682,0.0625,0.5055325444259778,0.49894079028245775,0.006621241266119787,14.968223708473733,0.07380554768950204,0.020058370000965203,0.03125,0.11200107884772763,0.034472544081097074,0.011355885367631722,1.0341763224329124,0.6594862963580111,0.17835146916333,0.0625,0.955967894074882,0.9343102764635308,0.040938921796605514,28.029308293905924,0.2807901524622095,0.06067933949268742,0.03125,0.24330218420758468,0.09657249041264612,0.049869706935680845,2.8971747123793836,0.7967439746728264,0.19922808868474273,0.03125,0.2340932054564647,0.09251055174134931,0.04624142665739371,2.7753165522404792
